ID,Track,Singer(s),Stream
1,God's Plan,Drake,149894842
2,Call Out My Name,The Weeknd,115739713
3,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,121844197
4,X,Nicky Jam; J Balvin,103951145
5,Try Me,The Weeknd,41797401
6,FRIENDS,Marshmello; Anne-Marie,103931483
7,SAD!,XXXTENTACION,80923150
8,Wasted Times,The Weeknd,46598284
9,IDGAF,Dua Lipa,80237322
10,The Middle,Zedd; Maren Morris; Grey,85117558
11,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,91628496
12,Look Alive (feat. Drake),BlocBoy JB; Drake,77596510
13,Love Lies (with Normani),Khalid; Normani,81303217
14,All The Stars (with SZA),Kendrick Lamar; SZA,67120009
15,I Was Never There,The Weeknd; Gesaffelstein,22197355
16,Mine,Bazzi,68636651
17,Hurt You,The Weeknd; Gesaffelstein,25023872
18,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,72410081
19,rockstar (feat. 21 Savage),Post Malone; 21 Savage,70656676
20,In My Blood,Shawn Mendes,61194626
21,Dura,Daddy Yankee,60404184
22,Havana (feat. Young Thug),Camila Cabello; Young Thug,55969980
23,Privilege,The Weeknd,19373219
24,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,56096536
25,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,54398628
26,Plug Walk,Rich The Kid,58662420
27,Pray For Me,The Weeknd; Kendrick Lamar,37197433
28,Never Be the Same,Camila Cabello,42107580
29,Bella,Wolfine,43614820
30,Moonlight,XXXTENTACION,40160024
31,Delicate,Taylor Swift,45950502
32,Like I Do,David Guetta; Martin Garrix; Brooks,52228084
33,Walk It Talk It,Migos; Drake,56178143
34,Échame La Culpa,Luis Fonsi; Demi Lovato,42867954
35,New Rules,Dua Lipa,44093103
36,Amorfoda,Bad Bunny,34025581
37,Shape of You,Ed Sheeran,41893767
38,Perfect,Ed Sheeran,39119228
39,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,40167200
40,Say Something (feat. Chris Stapleton),Justin Timberlake; Chris Stapleton,43875700
41,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,41617737
42,Síguelo Bailando,Ozuna,38108313
43,I Fall Apart,Post Malone,39281487
44,Wolves,Selena Gomez; Marshmello,36248864
45,River (feat. Ed Sheeran),Eminem; Ed Sheeran,33559821
46,Stir Fry,Migos,32344380
47,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,32304894
48,Lost In Japan,Shawn Mendes,24610287
49,Everyday,Logic; Marshmello,35752615
50,Mad Love,Sean Paul; David Guetta; Becky G,42710504
51,Nevermind,Dennis Lloyd,55775396
52,Remind Me to Forget,Kygo; Miguel,46814743
53,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,30230391
54,Criminal,NATTI NATASHA; Ozuna,32029734
55,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,44365811
56,King's Dead (with Kendrick Lamar Future & James Blake),Jay Rock; Kendrick Lamar; Future; James Blake,31453713
57,Downtown,Anitta; J Balvin,30347229
58,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi; Juicy J,37880594
59,Feel It Still,Portugal. The Man,32409977
60,Let You Down,NF,29273230
61,Thunder,Imagine Dragons,31457089
62,Sick Boy,The Chainsmokers,29626260
63,Lemon (feat. Drake) - Drake Remix,N.E.R.D; Rihanna; Drake,21842110
64,changes,XXXTENTACION,26249600
65,XO Tour Llif3,Lil Uzi Vert,29785524
66,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,29738187
67,Dembow,Danny Ocean,28872954
68,Too Good At Goodbyes,Sam Smith,28665416
69,El Préstamo,Maluma,32700641
70,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,26342970
71,Believer,Imagine Dragons,29144115
72,Capital Letters,Hailee Steinfeld; BloodPop®,22080281
73,Heaven,Julia Michaels,19427036
74,Breathe (feat. Ina Wroldsen),Jax Jones; Ina Wroldsen,26934065
75,Congratulations,Post Malone; Quavo,28265761
76,EL BAÑO,Enrique Iglesias; Bad Bunny,26181053
77,Silence,Marshmello; Khalid,27599487
78,Jocelyn Flores,XXXTENTACION,26674271
79,Him & I (with Halsey),G-Eazy; Halsey,24672411
80,Bum Bum Tam Tam,MC Fioti; Future; J Balvin; Stefflon Don; Juan Magán,25084745
81,Flames,David Guetta; Sia,38655431
82,For You (With Rita Ora),Liam Payne; Rita Ora,24355161
83,Young Dumb & Broke,Khalid,25025118
84,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,25146006
85,HUMBLE.,Kendrick Lamar,26194721
86,1950,King Princess,31718084
87,This Is Me,Keala Settle; The Greatest Showman Ensemble,23950107
88,Rewrite The Stars,Zac Efron; Zendaya,23805366
89,Machika,J Balvin; Jeon; Anitta,17562015
90,JAPAN,Famous Dex,39931615
91,What Lovers Do (feat. SZA),Maroon 5; SZA,24272186
92,Se Preparó,Ozuna,20304069
93,Solita,Ozuna; Mambo Kingz; DJ Luian; Bad Bunny; Wisin; Almighty,22933721
94,Unforgettable,French Montana; Swae Lee,24082828
95,El Farsante - Remix,Ozuna; Romeo Santos,23042667
96,PICK IT UP (feat. A$AP Rocky),Famous Dex; A$AP Rocky,23744209
97,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,22707563
98,New Freezer (feat. Kendrick Lamar),Rich The Kid; Kendrick Lamar,18316310
99,Candy Paint,Post Malone,30937720
100,Nowadays (feat. Landon Cube),Lil Skies; Landon Cube,16860436
101,Everybody Hates Me,The Chainsmokers,18666692
102,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,22520739
103,Be Careful,Cardi B,43862385
104,Me Rehúso,Danny Ocean,21779157
105,Say You Won't Let Go,James Arthur,22496840
106,1-800-273-8255,Logic; Alessia Cara; Khalid,21940203
107,Bank Account,21 Savage,20963342
108,Esperándote,Manuel Turizo,21707624
109,Something Just Like This,The Chainsmokers; Coldplay,21909624
110,I Like Me Better,Lauv,21046190
111,the remedy for a broken heart (why am I so in love),XXXTENTACION,10515278
112,Location,Khalid,20532233
113,How Long,Charlie Puth,19164760
114,Betrayed,Lil Xan,19105866
115,One Dance,Drake; Wizkid; Kyla,21855068
116,Attention,Charlie Puth,20571365
117,Anywhere,Rita Ora,20724513
118,goosebumps,Travis Scott,20523928
119,Sorry Not Sorry,Demi Lovato,20773741
120,Quiero Repetir,Ozuna; J Balvin,14351169
121,Mi Gente,J Balvin; Willy William,19352471
122,Whatever It Takes,Imagine Dragons,21288306
123,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,18625056
124,Báilame - Remix,Nacho; Yandel; Bad Bunny; Mambo Kingz; DJ Luian,13623429
125,Gucci Gang,Lil Pump,13482465
126,Starboy,The Weeknd; Daft Punk,13362451
127,No Limit,G-Eazy; A$AP Rocky; Cardi B,17039952
128,Closer,The Chainsmokers; Halsey,19920298
129,44 More,Logic,10491675
130,All Falls Down (feat. Juliander),Alan Walker; Noah Cyrus; Digital Farm Animals; Juliander,18662043
131,Tip Toe (feat. French Montana),Jason Derulo; French Montana,18022934
132,Beautiful,Bazzi,21238426
133,Bad Company (feat. BlocBoy JB),A$AP Rocky; BlocBoy JB,7629338
134,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,18095871
135,Thinking out Loud,Ed Sheeran,17828374
136,Narcos,Migos,3829238
137,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix; David Guetta; Jamie Scott; Romy Dya,11696244
138,Red Roses (feat. Landon Cube),Lil Skies; Landon Cube,19209937
