ID,Track,Singer(s),Stream
1,God's Plan,Drake,202222066
2,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,144884698
3,All The Stars (with SZA),Kendrick Lamar; SZA,107314864
4,IDGAF,Dua Lipa,99964557
5,Mine,Bazzi,90840718
6,FRIENDS,Marshmello; Anne-Marie,107825910
7,Look Alive (feat. Drake),BlocBoy JB; Drake,93409172
8,Pray For Me,The Weeknd; Kendrick Lamar,73179495
9,rockstar (feat. 21 Savage),Post Malone; 21 Savage,79178460
10,The Middle,Zedd; Maren Morris; Grey,93372220
11,Amorfoda,Bad Bunny,59955512
12,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,83680647
13,Love Lies (with Normani),Khalid; Normani,81443515
14,Havana (feat. Young Thug),Camila Cabello; Young Thug,72324521
15,Dura,Daddy Yankee,73105093
16,River (feat. Ed Sheeran),Eminem; Ed Sheeran,54023881
17,Stir Fry,Migos,56542089
18,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,54883563
19,Never Be the Same,Camila Cabello,61537384
20,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,63850515
21,Échame La Culpa,Luis Fonsi; Demi Lovato,56745586
22,I Fall Apart,Post Malone,51360406
23,New Rules,Dua Lipa,55004834
24,Sick Boy,The Chainsmokers,49320154
25,Wolves,Selena Gomez; Marshmello,50252068
26,For You (With Rita Ora),Liam Payne; Rita Ora,46078401
27,Perfect,Ed Sheeran,51137215
28,King's Dead (with Kendrick Lamar Future & James Blake),Jay Rock; Kendrick Lamar; Future; James Blake,47645558
29,Him & I (with Halsey),G-Eazy; Halsey,41396865
30,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,42293901
31,Bella,Wolfine,49607119
32,Let You Down,NF,44849166
33,Capital Letters,Hailee Steinfeld; BloodPop®,42597672
34,Shape of You,Ed Sheeran,47889830
35,Heaven,Julia Michaels,43337002
36,Say Something (feat. Chris Stapleton),Justin Timberlake; Chris Stapleton,47204564
37,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,46239177
38,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,36391765
39,Downtown,Anitta; J Balvin,41526389
40,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,41654648
41,Criminal,NATTI NATASHA; Ozuna,39028843
42,44 More,Logic,36919341
43,Silence,Marshmello; Khalid,35432789
44,Feel It Still,Portugal. The Man,39901601
45,Too Good At Goodbyes,Sam Smith,34387813
46,Thunder,Imagine Dragons,37011832
47,What Lovers Do (feat. SZA),Maroon 5; SZA,31666046
48,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,34030763
49,Rewrite The Stars,Zac Efron; Zendaya,30552149
50,This Is Me,Keala Settle; The Greatest Showman Ensemble,33366720
51,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,46447958
52,XO Tour Llif3,Lil Uzi Vert,35073582
53,Congratulations,Post Malone; Quavo,33102051
54,Narcos,Migos,28184848
55,EL BAÑO,Enrique Iglesias; Bad Bunny,33068742
56,HUMBLE.,Kendrick Lamar,30983671
57,Síguelo Bailando,Ozuna,38486450
58,The Ways (with Swae Lee),Khalid; Swae Lee,12045032
59,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,50383338
60,Young Dumb & Broke,Khalid,30384612
61,Betrayed,Lil Xan,27837680
62,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,23562512
63,X (with 2 Chainz & Saudi),ScHoolboy Q; 2 Chainz; Saudi,22427949
64,Candy Paint,Post Malone,28149301
65,Tip Toe (feat. French Montana),Jason Derulo; French Montana,25800431
66,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,27859104
67,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix; David Guetta; Jamie Scott; Romy Dya,25334431
68,Anywhere,Rita Ora,28600803
69,Dembow,Danny Ocean,31624243
