ID,Track,Singer(s),Stream
1,rockstar (feat. 21 Savage),Post Malone; 21 Savage,119665042
2,Havana (feat. Young Thug),Camila Cabello; Young Thug,119147905
3,New Rules,Dua Lipa,83301349
4,Wolves,Selena Gomez; Marshmello,85450732
5,Shape of You,Ed Sheeran,65102037
6,River (feat. Ed Sheeran),Eminem; Ed Sheeran,95631900
7,Échame La Culpa,Luis Fonsi; Demi Lovato,80552080
8,What Lovers Do (feat. SZA),Maroon 5; SZA,66012472
9,Gucci Gang,Lil Pump,52859194
10,Him & I (with Halsey),G-Eazy; Halsey,79130823
11,Perfect,Ed Sheeran,75665877
12,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,29707248
13,Let You Down,NF,77057730
14,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,57383001
15,Silence,Marshmello; Khalid,60749123
16,Criminal,NATTI NATASHA; Ozuna,49218759
17,Too Good At Goodbyes,Sam Smith,61464280
18,Young Dumb & Broke,Khalid,45466544
19,Mi Gente,J Balvin; Willy William,39263834
20,I Fall Apart,Post Malone,63235945
21,No Limit,G-Eazy; A$AP Rocky; Cardi B,57307750
22,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,60164286
23,Feel It Still,Portugal. The Man,44779647
24,Me Rehúso,Danny Ocean,35134199
25,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,51294031
26,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,62318100
27,Downtown,Anitta; J Balvin,53941947
28,Thunder,Imagine Dragons,48433982
29,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,52077195
30,XO Tour Llif3,Lil Uzi Vert,45643230
31,Mayores,Becky G; Bad Bunny,35196817
32,Se Preparó,Ozuna,39238841
33,Bartier Cardi (feat. 21 Savage),Cardi B; 21 Savage,51337655
34,1-800-273-8255,Logic; Alessia Cara; Khalid,37196351
35,Unforgettable,French Montana; Swae Lee,38508754
36,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,54909895
37,How Long,Charlie Puth,44918349
38,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta; ZAAC; Maejor; Tropkillaz; DJ Yuri Martins,30307381
39,Congratulations,Post Malone; Quavo,43185927
40,HUMBLE.,Kendrick Lamar,40690317
41,Man's Not Hot,Big Shaq,27757647
42,Stargazing,Kygo; Justin Jesso,36631513
43,Candy Paint,Post Malone,43396032
44,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,46979973
45,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,43983824
46,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,54690282
47,Something Just Like This,The Chainsmokers; Coldplay,31641447
48,Bank Account,21 Savage,34517145
49,Closer,The Chainsmokers; Halsey,22889151
50,One Dance,Drake; Wizkid; Kyla,20810733
51,Havana - Remix,Camila Cabello; Daddy Yankee,27633956
52,Felices los 4,Maluma,25393203
53,Attention,Charlie Puth,33316567
54,Perro Fiel (feat. Nicky Jam),Shakira; Nicky Jam,29696745
55,Bodak Yellow,Cardi B,29364719
56,Despacito,Luis Fonsi; Daddy Yankee,21197402
57,Que Va,Alex Sensation; Ozuna,28408701
58,More Than You Know,Axwell /\ Ingrosso,30066053
59,Never Be the Same,Camila Cabello,70155669
60,MotorSport,Migos; Nicki Minaj; Cardi B,35407260
61,Báilame - Remix,Nacho; Yandel; Bad Bunny; Mambo Kingz; DJ Luian,27557700
62,Sorry Not Sorry,Demi Lovato,32107674
63,There's Nothing Holdin' Me Back,Shawn Mendes,26173591
64,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix; David Guetta; Jamie Scott; Romy Dya,40634185
65,Billie Jean,Michael Jackson,899244
66,Believer,Imagine Dragons,31155350
67,Bum Bum Tam Tam,MC Fioti; Future; J Balvin; Stefflon Don; Juan Magán,30631286
68,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,25974949
69,Plain Jane,A$AP Ferg,29949873
70,Robarte un Beso,Carlos Vives; Sebastian Yatra,25083306
71,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,24172697
72,Anywhere,Rita Ora,43419706
73,PICK IT UP (feat. A$AP Rocky),Famous Dex; A$AP Rocky,31583735
74,Suena El Dembow,Joey Montana; Sebastian Yatra,26397230
75,Codeine Dreaming (feat. Lil Wayne),Kodak Black; Lil Wayne,34565452
76,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,32045346
77,I Like Me Better,Lauv,31203156
78,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,22626730
79,Mi Gente (feat. Beyoncé),J Balvin; Willy William; Beyoncé,6657183
80,All Falls Down (feat. Juliander),Alan Walker; Noah Cyrus; Digital Farm Animals; Juliander,32030835
81,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,21933520
82,goosebumps,Travis Scott,25414707
