ID,Track,Singer(s),Stream
1,Better Now,Post Malone,143661383
2,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,105321144
3,Nice For What,Drake,125034623
4,Paranoid,Post Malone,68342671
5,no tears left to cry,Ariana Grande,110073546
6,God's Plan,Drake,111134380
7,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,125993635
8,rockstar (feat. 21 Savage),Post Malone; 21 Savage,79698473
9,Spoil My Night (feat. Swae Lee),Post Malone; Swae Lee,52541673
10,Rich & Sad,Post Malone,48712316
11,Stay,Post Malone,53365000
12,FRIENDS,Marshmello; Anne-Marie,89387080
13,X,Nicky Jam; J Balvin,89329916
14,Over Now,Post Malone,42243106
15,Ball For Me (feat. Nicki Minaj),Post Malone; Nicki Minaj,51284775
16,I Like It,Cardi B; Bad Bunny; J Balvin,85244946
17,Zack And Codeine,Post Malone,38238036
18,Same Bitches (feat. G-Eazy & YG),Post Malone; G-Eazy; YG,37271690
19,Call Out My Name,The Weeknd,63261267
20,Takin' Shots,Post Malone,35087209
21,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,68686417
22,The Middle,Zedd; Maren Morris; Grey,73181928
23,92 Explorer,Post Malone,36836369
24,Candy Paint,Post Malone,42813772
25,Love Lies (with Normani),Khalid; Normani,70076774
26,Otherside,Post Malone,27971264
27,Blame It On Me,Post Malone,24401796
28,SAD!,XXXTENTACION,52899664
29,IDGAF,Dua Lipa,61347868
30,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,59503268
31,Look Alive (feat. Drake),BlocBoy JB; Drake,63129440
32,KOD,J. Cole,40382772
33,Nevermind,Dennis Lloyd,61128966
34,Sugar Wraith,Post Malone,22388691
35,Mine,Bazzi,45912018
36,In My Blood,Shawn Mendes,56230728
37,OTW,Khalid; 6LACK; Ty Dolla $ign,52036456
38,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,78062284
39,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,49227758
40,Remind Me to Forget,Kygo; Miguel,50908650
41,Havana (feat. Young Thug),Camila Cabello; Young Thug,46731839
42,Walk It Talk It,Migos; Drake,45957108
43,All The Stars (with SZA),Kendrick Lamar; SZA,46816373
44,Dura,Daddy Yankee,40378231
45,Plug Walk,Rich The Kid,44106299
46,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,50717744
47,Like I Do,David Guetta; Martin Garrix; Brooks,41791716
48,Wake Me Up,Avicii,32881228
49,Playinwitme (feat. Kehlani),KYLE; Kehlani,47940796
50,Jonestown (Interlude),Post Malone,8702968
51,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,43058114
52,Flames,David Guetta; Sia,55470922
53,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,28889580
54,I Fall Apart,Post Malone,33373231
55,New Rules,Dua Lipa,39281567
56,Kevin’s Heart,J. Cole,15913124
57,2002,Anne-Marie,42913794
58,Say Something (feat. Chris Stapleton),Justin Timberlake; Chris Stapleton,29454813
59,JAPAN,Famous Dex,33884985
60,Shape of You,Ed Sheeran,40191463
61,Let Me,ZAYN,31464471
62,ATM,J. Cole,15429674
63,Mad Love,Sean Paul; David Guetta; Becky G,33814018
64,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,36207174
65,Youngblood,5 Seconds of Summer,48993465
66,Be Careful,Cardi B,26977126
67,Bella,Wolfine,26943778
68,Famous,Mason Ramsey,8782916
69,Lift Yourself,Kanye West,10677745
70,Perfect,Ed Sheeran,33339513
71,Delicate,Taylor Swift,26943411
72,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi; Juicy J,36303378
73,Échame La Culpa,Luis Fonsi; Demi Lovato,33867924
74,Motiv8,J. Cole,11742724
75,Síguelo Bailando,Ozuna,33841887
76,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,30780355
77,Moonlight,XXXTENTACION,25874832
78,Never Be the Same,Camila Cabello,28424575
79,I Wanna Know (feat. Bea Miller),NOTD; Bea Miller,27097223
80,1950,King Princess,28071968
81,Familiar,Liam Payne; J Balvin,32947238
82,Wolves,Selena Gomez; Marshmello,28438067
83,Esskeetit,Lil Pump,26552520
84,El Préstamo,Maluma,32741658
85,Levels - Radio Edit,Avicii,12993307
86,Somebody,The Chainsmokers; Drew Love,31714112
87,1985 - Intro to “The Fall Off”,J. Cole,7231376
88,Thunder,Imagine Dragons,29002165
89,Criminal,NATTI NATASHA; Ozuna,27817757
90,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,22673903
91,Congratulations,Post Malone; Quavo,25406150
92,Feel It Still,Portugal. The Man,26747363
93,XO Tour Llif3,Lil Uzi Vert,28746364
94,Chun-Li,Nicki Minaj,26725469
95,Believer,Imagine Dragons,28770528
96,lovely (with Khalid),Billie Eilish; Khalid,35578998
97,King's Dead (with Kendrick Lamar Future & James Blake),Jay Rock; Kendrick Lamar; Future; James Blake,26092717
98,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,19856618
99,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,25642779
100,Too Good At Goodbyes,Sam Smith,25641621
101,La player (Bandolera),Zion & Lennox,31124953
102,Amorfoda,Bad Bunny,23844768
103,Photograph,J. Cole,16353849
104,Stir Fry,Migos,23482431
105,River (feat. Ed Sheeran),Eminem; Ed Sheeran,23212051
106,Pray For Me,The Weeknd; Kendrick Lamar,24753994
107,Jocelyn Flores,XXXTENTACION,24530550
108,Everyday,Logic; Marshmello,22430634
109,Silence,Marshmello; Khalid,25243542
110,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,25505988
111,Let You Down,NF,22989998
112,Dembow,Danny Ocean,25657108
113,Te Amo,Piso 21; Paulo Londra,27816219
114,Young Dumb & Broke,Khalid,24062419
115,Waiting For Love,Avicii,6990682
116,HUMBLE.,Kendrick Lamar,25509129
117,Downtown,Anitta; J Balvin,23653831
118,Dura - Remix,Daddy Yankee; NATTI NATASHA; Becky G; Bad Bunny,33188348
119,Wasted Times,The Weeknd,2980259
120,Say You Won't Let Go,James Arthur,22947456
121,Ye vs. the People (starring TI as the People),Kanye West,2828337
122,What Lovers Do (feat. SZA),Maroon 5; SZA,21665634
123,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,22390983
124,changes,XXXTENTACION,18938150
125,Unforgettable,French Montana; Swae Lee,22177853
126,Sick Boy,The Chainsmokers,10087341
127,Bodak Yellow,Cardi B,19284798
128,Sin Pijama,Becky G; NATTI NATASHA,34091370
129,Breathe (feat. Ina Wroldsen),Jax Jones; Ina Wroldsen,20796395
130,Rewrite The Stars,Zac Efron; Zendaya,21078605
131,Answerphone (feat. Yxng Bane),Banx & Ranx; Ella Eyre; Yxng Bane,22217255
132,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,21663153
133,This Is Me,Keala Settle; The Greatest Showman Ensemble,21144956
134,The Nights,Avicii,3896336
135,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,19814838
136,Solita,Ozuna; Mambo Kingz; DJ Luian; Bad Bunny; Wisin; Almighty,21013309
137,Hey Brother,Avicii,3854364
138,Madura,Cosculluela; Bad Bunny,25975657
139,Happier,Ed Sheeran,24620450
140,One Dance,Drake; Wizkid; Kyla,22041963
141,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,21077493
142,Beautiful,Bazzi,8202135
143,EL BAÑO,Enrique Iglesias; Bad Bunny,19467374
144,goosebumps,Travis Scott,20930137
145,Something Just Like This,The Chainsmokers; Coldplay,21248892
