ID,Track,Singer(s),Stream
1,God's Plan,Drake,198038176
2,rockstar (feat. 21 Savage),Post Malone; 21 Savage,87389312
3,Havana (feat. Young Thug),Camila Cabello; Young Thug,82808776
4,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,70347707
5,IDGAF,Dua Lipa,84892749
6,River (feat. Ed Sheeran),Eminem; Ed Sheeran,69378672
7,Échame La Culpa,Luis Fonsi; Demi Lovato,63709730
8,Never Be the Same,Camila Cabello,62398823
9,Let You Down,NF,56016769
10,Wolves,Selena Gomez; Marshmello,58309520
11,Him & I (with Halsey),G-Eazy; Halsey,56379051
12,New Rules,Dua Lipa,58497951
13,Perfect,Ed Sheeran,57156349
14,All The Stars (with SZA),Kendrick Lamar; SZA,100300286
15,Stir Fry,Migos,58248815
16,Sick Boy,The Chainsmokers,56793180
17,I Fall Apart,Post Malone,54211295
18,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,49717542
19,The Middle,Zedd; Maren Morris; Grey,66531744
20,Shape of You,Ed Sheeran,49337468
21,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,54706441
22,Too Good At Goodbyes,Sam Smith,41125205
23,Rewrite The Stars,Zac Efron; Zendaya,42826469
24,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,45316356
25,What Lovers Do (feat. SZA),Maroon 5; SZA,41833779
26,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,46378032
27,Silence,Marshmello; Khalid,41597813
28,Downtown,Anitta; J Balvin,44604465
29,This Is Me,Keala Settle; The Greatest Showman Ensemble,40250535
30,No Limit,G-Eazy; A$AP Rocky; Cardi B,33553031
31,Mine,Bazzi,77680877
32,Bella,Wolfine,47961945
33,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,38237458
34,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,34756855
35,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,43884838
36,Criminal,NATTI NATASHA; Ozuna,42371009
37,Narcos,Migos,37432191
38,Anywhere,Rita Ora,31617089
39,Bartier Cardi (feat. 21 Savage),Cardi B; 21 Savage,33090276
40,Thunder,Imagine Dragons,38492285
41,MotorSport,Migos; Nicki Minaj; Cardi B,28485298
42,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,33746959
43,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,34886963
44,Dura,Daddy Yankee,64980036
45,Say Something (feat. Chris Stapleton),Justin Timberlake; Chris Stapleton,44921557
46,Tip Toe (feat. French Montana),Jason Derulo; French Montana,33919491
47,XO Tour Llif3,Lil Uzi Vert,36638828
48,Feel It Still,Portugal. The Man,38695102
49,HUMBLE.,Kendrick Lamar,33839657
50,Young Dumb & Broke,Khalid,33067715
51,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,61269370
52,Walk It Talk It,Migos; Drake,24337310
53,Congratulations,Post Malone; Quavo,32580224
54,EL BAÑO,Enrique Iglesias; Bad Bunny,34732084
55,Candy Paint,Post Malone,30433400
56,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,31911991
57,How Long,Charlie Puth,29335145
58,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix; David Guetta; Jamie Scott; Romy Dya,31550515
59,Gucci Gang,Lil Pump,28034868
60,Se Preparó,Ozuna,28326620
61,PICK IT UP (feat. A$AP Rocky),Famous Dex; A$AP Rocky,27118139
62,1-800-273-8255,Logic; Alessia Cara; Khalid,25795761
63,Machika,J Balvin; Jeon; Anitta,29396150
64,Betrayed,Lil Xan,29836616
65,Bum Bum Tam Tam,MC Fioti; Future; J Balvin; Stefflon Don; Juan Magán,28328335
66,For You (With Rita Ora),Liam Payne; Rita Ora,43621773
67,Unforgettable,French Montana; Swae Lee,27252042
68,She Loves Control,Camila Cabello,26011765
69,Me Rehúso,Danny Ocean,27081873
70,Bank Account,21 Savage,26422999
71,Mi Gente,J Balvin; Willy William,26534697
72,Sky Walker (feat. Travis Scott),Miguel; Travis Scott,27033536
73,Attention,Charlie Puth,25460537
74,Diplomatic Immunity,Drake,12519772
75,Believer,Imagine Dragons,27167488
76,Plain Jane,A$AP Ferg,24648433
77,Notice Me,Migos; Post Malone,18836071
78,All Falls Down (feat. Juliander),Alan Walker; Noah Cyrus; Digital Farm Animals; Juliander,24886266
79,Mayores,Becky G; Bad Bunny,24671532
80,Stargazing,Kygo; Justin Jesso,23987672
81,Codeine Dreaming (feat. Lil Wayne),Kodak Black; Lil Wayne,21312856
82,I Like Me Better,Lauv,25091743
83,Sorry Not Sorry,Demi Lovato,24077104
84,Something Just Like This,The Chainsmokers; Coldplay,24636235
85,Naked,James Arthur,23638072
86,My My My!,Troye Sivan,20172714
87,Location,Khalid,23237345
88,Say You Won't Let Go,James Arthur,24254569
89,More Than You Know,Axwell /\ Ingrosso,22860678
90,BBO (Bad Bitches Only),Migos; 21 Savage,6064335
91,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,22980777
92,Tell Me You Love Me,Demi Lovato,20525907
93,End Game,Taylor Swift; Ed Sheeran; Future,18966085
94,Jocelyn Flores,XXXTENTACION,23079925
95,SUTRA,Sebastian Yatra; Dalmata,21400878
96,The Greatest Show,Hugh Jackman; Keala Settle; Zac Efron; Zendaya; The Greatest Showman Ensemble,21478306
97,Bodak Yellow,Cardi B,23400062
98,Quiero Repetir,Ozuna; J Balvin,24060284
99,Perro Fiel (feat. Nicky Jam),Shakira; Nicky Jam,19879278
100,That's What I Like,Bruno Mars,20287582
101,Solita,Ozuna; Mambo Kingz; DJ Luian; Bad Bunny; Wisin; Almighty,25584296
102,Que Va,Alex Sensation; Ozuna,21377535
103,Báilame - Remix,Nacho; Yandel; Bad Bunny; Mambo Kingz; DJ Luian,21593012
104,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,20385955
105,King's Dead (with Kendrick Lamar Future & James Blake),Jay Rock; Kendrick Lamar; Future; James Blake,41261111
106,Nowadays (feat. Landon Cube),Lil Skies; Landon Cube,22866103
107,Esperándote,Manuel Turizo,21763988
108,Suena El Dembow,Joey Montana; Sebastian Yatra,20668551
109,goosebumps,Travis Scott,21776537
110,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat; Major Lazer; Tory Lanez,20674122
111,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),Anitta; ZAAC; Maejor; Tropkillaz; DJ Yuri Martins,17363193
112,Never Enough,Loren Allred,19311028
113,Strip That Down (feat. Quavo),Liam Payne; Quavo,20107479
114,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,20097063
115,A Million Dreams,Ziv Zaifman; Hugh Jackman; Michelle Williams,19597531
116,Dembow,Danny Ocean,25136866
117,Capital Letters,Hailee Steinfeld; BloodPop®,35282732
118,Gang Gang,Migos,4909385
119,Robarte un Beso,Carlos Vives; Sebastian Yatra,19938095
