ID,Track,Singer(s),Stream
1,Nonstop,Drake,104540655
2,Don’t Matter To Me (with Michael Jackson),Drake; Michael Jackson,122167767
3,God's Plan,Drake,83995750
4,SAD!,XXXTENTACION,114547549
5,In My Feelings,Drake,237079948
6,Emotionless,Drake,45222276
7,I'm Upset,Drake,62449126
8,Elevate,Drake,38742518
9,Survival,Drake,26170642
10,8 Out Of 10,Drake,27169042
11,Nice For What,Drake,78860868
12,Mob Ties,Drake,51991023
13,Lucid Dreams,Juice WRLD,110998852
14,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,102844088
15,I Like It,Cardi B; Bad Bunny; J Balvin,116150411
16,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,118352595
17,Talk Up (feat. Jay-Z),Drake; JAY-Z,24666267
18,Better Now,Post Malone,99536561
19,Can’t Take A Joke,Drake,34671945
20,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,101242561
21,Moonlight,XXXTENTACION,77784319
22,Sandra’s Rose,Drake,20333553
23,no tears left to cry,Ariana Grande,67877693
24,Taste (feat. Offset),Tyga; Offset,98997876
25,changes,XXXTENTACION,59592923
26,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,76989428
27,Back To You,Selena Gomez,41478198
28,Summer Games,Drake,21544213
29,Jocelyn Flores,XXXTENTACION,57912484
30,Jackie Chan,Tiësto; Dzeko; Preme; Post Malone,87227505
31,Youngblood,5 Seconds of Summer,84334819
32,Blue Tint,Drake,22189002
33,X,Nicky Jam; J Balvin,55378900
34,Jaded,Drake,16422511
35,Peak,Drake,13898094
36,Is There More,Drake,12428691
37,Finesse,Drake,16993373
38,After Dark (feat. Static Major & Ty Dolla $ign),Drake; Static Major; Ty Dolla $ign,21238564
39,That’s How You Feel,Drake,18166531
40,Ocean (feat. Khalid),Martin Garrix; Khalid,73341409
41,Sin Pijama,Becky G; NATTI NATASHA,64169298
42,Nevermind,Dennis Lloyd,54701480
43,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,52288027
44,Ratchet Happy Birthday,Drake,11307049
45,Born To Be Yours,Kygo; Imagine Dragons,57412354
46,Bed (feat. Ariana Grande),Nicki Minaj; Ariana Grande,51687926
47,rockstar (feat. 21 Savage),Post Malone; 21 Savage,50412638
48,Flames,David Guetta; Sia,47070233
49,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,39305003
50,FRIENDS,Marshmello; Anne-Marie,47656293
51,Rise,Jonas Blue; Jack & Jack,76437900
52,2002,Anne-Marie,54784835
53,March 14,Drake,9303240
54,APESHIT,The Carters,43197756
55,Final Fantasy,Drake,10180548
56,Yes Indeed,Lil Baby; Drake,44884192
57,Everybody Dies In Their Nightmares,XXXTENTACION,32300885
58,lovely (with Khalid),Billie Eilish; Khalid,42017583
59,The Middle,Zedd; Maren Morris; Grey,43696522
60,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,42435229
61,Look Alive (feat. Drake),BlocBoy JB; Drake,39007491
62,IDGAF,Dua Lipa,38421668
63,All Mine,Kanye West,31495779
64,the remedy for a broken heart (why am I so in love),XXXTENTACION,28621698
65,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky; Skepta,45542763
66,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,34481802
67,La Cintura,Alvaro Soler,44338352
68,Havana (feat. Young Thug),Camila Cabello; Young Thug,35506013
69,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,37640549
70,Look At Me!,XXXTENTACION,30440199
71,La player (Bandolera),Zion & Lennox,35498606
72,Shape of You,Ed Sheeran,39775694
73,Mi Cama,KAROL G,35055814
74,Dura - Remix,Daddy Yankee; NATTI NATASHA; Becky G; Bad Bunny,33214642
75,This Is America,Childish Gambino,30187936
76,All Girls Are The Same,Juice WRLD,31521672
77,Mine,Bazzi,29699955
78,Start Again (feat. Logic),OneRepublic; Logic,12668381
79,Body,Loud Luxury; Brando,51592610
80,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,30543845
81,No Es Justo,J Balvin; Zion & Lennox,46922010
82,Love Lies (with Normani),Khalid; Normani,31863895
83,In My Blood,Shawn Mendes,28207352
84,New Rules,Dua Lipa,32229893
85,Madura,Cosculluela; Bad Bunny,30239471
86,Hope,XXXTENTACION,23090185
87,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,26096085
88,Perfect,Ed Sheeran,29184760
89,OTW,Khalid; 6LACK; Ty Dolla $ign,28231417
90,Playinwitme (feat. Kehlani),KYLE; Kehlani,29793440
91,Síguelo Bailando,Ozuna,24898546
92,Believer,Imagine Dragons,29651381
93,Unica,Ozuna,31840945
94,Call Out My Name,The Weeknd,25494198
95,Clandestino,Shakira; Maluma,35833676
96,Walk It Talk It,Migos; Drake,25191546
97,Live It Up - Official Song 2018 FIFA World Cup Russia,Nicky Jam; Will Smith; Era Istrefi,24007220
98,New Light,John Mayer,24576970
99,Thunder,Imagine Dragons,28470706
100,X (feat. Maluma & Ozuna) - Remix,Nicky Jam; J Balvin; Maluma; Ozuna,43324795
101,Por Perro,Sebastian Yatra; Luis Figueroa; Lary Over,28687092
102,Plug Walk,Rich The Kid,25701610
103,NUMB,XXXTENTACION,18163272
104,Ball For Me (feat. Nicki Minaj),Post Malone; Nicki Minaj,26964807
105,I Fall Apart,Post Malone,25496883
106,DDU-DU DDU-DU,BLACKPINK,23299902
107,El Préstamo,Maluma,24134881
108,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,22983481
109,High Hopes,Panic! At The Disco,31433098
110,XO Tour Llif3,Lil Uzi Vert,25093775
111,Somebody,The Chainsmokers; Drew Love,21150015
112,Dura,Daddy Yankee,23817957
113,Remind Me to Forget,Kygo; Miguel,23314799
114,All The Stars (with SZA),Kendrick Lamar; SZA,24258788
115,Bella - Remix,Wolfine; Maluma,25342422
116,Familiar,Liam Payne; J Balvin,24106038
117,Audio (feat. Sia Diplo and Labrinth),Sia; Diplo; Labrinth; LSD,25088612
118,I'll Be There,Jess Glynne,22822538
119,Happier,Ed Sheeran,23887752
120,Estamos Bien,Bad Bunny,26889484
121,Boo'd Up,Ella Mai,30652150
122,Te Amo,Piso 21; Paulo Londra,23318182
123,Too Good At Goodbyes,Sam Smith,23728560
124,Échame La Culpa,Luis Fonsi; Demi Lovato,21239933
125,Vaina Loca,Ozuna; Manuel Turizo,40728344
126,Candy Paint,Post Malone,20731914
127,JAPAN,Famous Dex,21653119
128,One Dance,Drake; Wizkid; Kyla,20064325
129,Ambiente,J Balvin,20660007
130,Mad Love,Sean Paul; David Guetta; Becky G,21186587
131,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,19968140
132,I'm a Mess,Bebe Rexha,28468887
133,Shotgun,George Ezra,27453380
134,Feel It Still,Portugal. The Man,19855619
135,If You're Over Me,Years & Years,30295472
136,Dembow,Danny Ocean,19848887
137,Congratulations,Post Malone; Quavo,20380432
138,HUMBLE.,Kendrick Lamar,21014401
139,Youth (feat. Khalid),Shawn Mendes; Khalid,9185351
140,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi; Juicy J,18840561
141,Closer,The Chainsmokers; Halsey,21756155
142,Yikes,Kanye West,7258575
143,Wake Me Up,Avicii,21795188
144,Like I Do,David Guetta; Martin Garrix; Brooks,18776370
145,Wolves,Selena Gomez; Marshmello,19348130
146,Enemies,Lauv,21488878
147,ocean eyes,Billie Eilish,19764773
148,Esskeetit,Lil Pump,16329734
149,Say You Won't Let Go,James Arthur,20315788
150,Unforgettable,French Montana; Swae Lee,19574949
151,FAKE LOVE,BTS,5222819
152,I Like Me Better,Lauv,19332163
153,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,19481730
154,Like To Be You (feat. Julia Michaels),Shawn Mendes; Julia Michaels,13789853
155,Girls (feat. Cardi B Bebe Rexha & Charli XCX),Rita Ora; Bebe Rexha; Charli XCX; Cardi B,3679442
156,Silence,Marshmello; Khalid,18650733
157,Paranoid,Post Malone,14534162
158,Roll in Peace (feat. XXXTENTACION),Kodak Black; XXXTENTACION,1160723
159,Young Dumb & Broke,Khalid,18265829
160,Asesina,Brytiago; Darell,25588514
161,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,19760643
162,Humility (feat. George Benson),Gorillaz; George Benson,1121794
163,Criminal,NATTI NATASHA; Ozuna,17255466
164,Never Be the Same,Camila Cabello,18532062
165,Revenge,XXXTENTACION,1676069
166,Something Just Like This,The Chainsmokers; Coldplay,19665951
167,Duro y Suave,Leslie Grace; Noriel,20961876
168,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,6993980
169,goosebumps,Travis Scott,18408015
170,Dance To This (feat. Ariana Grande),Troye Sivan; Ariana Grande,8135500
171,Bigger Than You (feat. Drake & Quavo),2 Chainz; Drake; Quavo,11471193
172,TATI,6ix9ine; DJ SpinKing,11113738
173,I'm Yours,Jason Mraz,20927943
174,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,8349028
175,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,2777751
176,Africa,TOTO,18274473
177,Mi Gente,J Balvin; Willy William,15129976
178,Spoil My Night (feat. Swae Lee),Post Malone; Swae Lee,6750558
179,Solita,Ozuna; Mambo Kingz; DJ Luian; Bad Bunny; Wisin; Almighty,15179473
180,BIG BANK (feat. 2 Chainz Big Sean Nicki Minaj),YG; 2 Chainz; Big Sean; Nicki Minaj,21003503
181,Simple,Florida Georgia Line,12773526
182,Let You Down,NF,13334151
183,What Lovers Do (feat. SZA),Maroon 5; SZA,18356843
184,Sorry Not Sorry,Demi Lovato,12896151
185,Ao Vivo E A Cores,Matheus & Kauan; Anitta,12451406
186,Nena Maldición (feat. Lenny Tavárez),Paulo Londra; Lenny Tavárez,3260804
187,Guatemala - From Swaecation,Rae Sremmurd; Swae Lee; Slim Jxmmi,9817587
188,This Is Me,Keala Settle; The Greatest Showman Ensemble,5910375
189,Location,Khalid,11233093
190,Stay,Post Malone,3295626
191,Betrayed,Lil Xan,1051864
192,Bodak Yellow,Cardi B,2165469
193,Better Not (with Wafia),Louis The Child; Wafia,18364513
194,Thinking out Loud,Ed Sheeran,15448996
195,More Than You Know,Axwell /\ Ingrosso,17734143
196,Bank Account,21 Savage,4713223
197,Whatever It Takes,Imagine Dragons,13583586
198,1-800-273-8255,Logic; Alessia Cara; Khalid,6344620
199,That's What I Like,Bruno Mars,15443632
200,1950,King Princess,1574448
201,I Wanna Know (feat. Bea Miller),NOTD; Bea Miller,7624158
202,Let Me Down Slowly,Alec Benjamin,11496404
203,Let Me,ZAYN,1091796
204,Rich & Sad,Post Malone,533807
205,Usted,Juan Magán; Mala Rodríguez,1139773
206,Halo,Beyoncé,14628907
207,No Hay Nadie Más,Sebastian Yatra,1653560
208,Wonderwall - Remastered,Oasis,14138429
209,Party In The U.S.A.,Miley Cyrus,1679156
210,September,Earth; Wind & Fire,1504436
211,Ride,Twenty One Pilots,775173
