ID,Track,Singer(s),Stream
1,Better Now,Post Malone,122193768
2,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,116197174
3,Nice For What,Drake,90227466
4,God's Plan,Drake,84388371
5,I Like It,Cardi B; Bad Bunny; J Balvin,107258675
6,no tears left to cry,Ariana Grande,90464532
7,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,79885373
8,X,Nicky Jam; J Balvin,75944368
9,This Is America,Childish Gambino,56578795
10,Back To You,Selena Gomez,92352577
11,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,68548462
12,FRIENDS,Marshmello; Anne-Marie,61650979
13,I'm Upset,Drake,62948812
14,Lucid Dreams,Juice WRLD,100144401
15,Yes Indeed,Lil Baby; Drake,56465661
16,Youngblood,5 Seconds of Summer,82841398
17,rockstar (feat. 21 Savage),Post Malone; 21 Savage,57316520
18,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,85243214
19,Nevermind,Dennis Lloyd,58701216
20,Flames,David Guetta; Sia,58766645
21,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,96610924
22,Love Lies (with Normani),Khalid; Normani,47814840
23,The Middle,Zedd; Maren Morris; Grey,50468410
24,In My Blood,Shawn Mendes,44044495
25,Look Alive (feat. Drake),BlocBoy JB; Drake,49210329
26,IDGAF,Dua Lipa,47004113
27,Youth (feat. Khalid),Shawn Mendes; Khalid,36123961
28,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,39451864
29,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,44934354
30,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,44900999
31,2002,Anne-Marie,52382341
32,lovely (with Khalid),Billie Eilish; Khalid,54268077
33,Playinwitme (feat. Kehlani),KYLE; Kehlani,41564603
34,Sin Pijama,Becky G; NATTI NATASHA,52430761
35,Call Out My Name,The Weeknd,38379066
36,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky; Skepta,49938951
37,OTW,Khalid; 6LACK; Ty Dolla $ign,41711273
38,Remind Me to Forget,Kygo; Miguel,35479191
39,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,37872365
40,Havana (feat. Young Thug),Camila Cabello; Young Thug,38781001
41,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,38230271
42,SAD!,XXXTENTACION,98647247
43,Paranoid,Post Malone,27336592
44,Taste (feat. Offset),Tyga; Offset,66460775
45,All The Stars (with SZA),Kendrick Lamar; SZA,31764695
46,New Rules,Dua Lipa,33833485
47,FAKE LOVE,BTS,28694767
48,Shape of You,Ed Sheeran,36210667
49,Give Yourself A Try,The 1975,5170857
50,Walk It Talk It,Migos; Drake,32167564
51,Nervous,Shawn Mendes,22124559
52,Dura - Remix,Daddy Yankee; NATTI NATASHA; Becky G; Bad Bunny,36119876
53,Mine,Bazzi,34195262
54,Ball For Me (feat. Nicki Minaj),Post Malone; Nicki Minaj,31916099
55,Jackie Chan,Tiësto; Dzeko; Preme; Post Malone,58195776
56,Plug Walk,Rich The Kid,32795597
57,La player (Bandolera),Zion & Lennox,34351485
58,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,29868890
59,Síguelo Bailando,Ozuna,31296474
60,TATI,6ix9ine; DJ SpinKing,21953920
61,Like I Do,David Guetta; Martin Garrix; Brooks,26990536
62,El Préstamo,Maluma,28528016
63,All Girls Are The Same,Juice WRLD,35867850
64,Dura,Daddy Yankee,27017995
65,Somebody,The Chainsmokers; Drew Love,31430920
66,Familiar,Liam Payne; J Balvin,28982478
67,New Light,John Mayer,30938204
68,Perfect,Ed Sheeran,29636888
69,Spoil My Night (feat. Swae Lee),Post Malone; Swae Lee,24470991
70,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi; Juicy J,25335300
71,Échame La Culpa,Luis Fonsi; Demi Lovato,26228752
72,I Fall Apart,Post Malone,28785779
73,Candy Paint,Post Malone,26061843
74,Stay,Post Malone,21573651
75,Madura,Cosculluela; Bad Bunny,30306626
76,Por Perro,Sebastian Yatra; Luis Figueroa; Lary Over,27268643
77,Believer,Imagine Dragons,28122151
78,La Cintura,Alvaro Soler,33450019
79,JAPAN,Famous Dex,25077989
80,Mad Love,Sean Paul; David Guetta; Becky G,24013560
81,Rich & Sad,Post Malone,20759848
82,Te Amo,Piso 21; Paulo Londra,24360009
83,Bella - Remix,Wolfine; Maluma,25606184
84,Welcome to the Party (with French Montana & Lil Pump feat. Zhavia Ward) - from Deadpool 2,Diplo; French Montana; Lil Pump; Zhavia,16143902
85,Thunder,Imagine Dragons,26664954
86,KOD,J. Cole,16938846
87,Humility (feat. George Benson),Gorillaz; George Benson,2687838
88,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,23462066
89,XO Tour Llif3,Lil Uzi Vert,25915488
90,I'll Be There,Jess Glynne,29609190
91,Girls (feat. Cardi B Bebe Rexha & Charli XCX),Rita Ora; Bebe Rexha; Charli XCX; Cardi B,27920260
92,Wake Me Up,Avicii,22758324
93,Audio (feat. Sia Diplo and Labrinth),Sia; Diplo; Labrinth; LSD,28223213
94,Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott; Lil Uzi Vert; Kanye West,14101781
95,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,21311423
96,Criminal,NATTI NATASHA; Ozuna,21114053
97,Wolves,Selena Gomez; Marshmello,22423956
98,Done for Me (feat. Kehlani),Charlie Puth; Kehlani,21264128
99,Never Be the Same,Camila Cabello,21961778
100,Dembow,Danny Ocean,22457772
101,Shoota (feat. Lil Uzi Vert),Playboi Carti; Lil Uzi Vert,17729869
102,Ambiente,J Balvin,22639430
103,Happier,Ed Sheeran,24653673
104,HUMBLE.,Kendrick Lamar,22359741
105,Congratulations,Post Malone; Quavo,22394430
106,Feel It Still,Portugal. The Man,21444788
107,Say Something (feat. Chris Stapleton),Justin Timberlake; Chris Stapleton,11196456
108,Esskeetit,Lil Pump,21381529
109,Silence,Marshmello; Khalid,20826805
110,Let Me,ZAYN,17997649
111,King's Dead (with Kendrick Lamar Future & James Blake),Jay Rock; Kendrick Lamar; Future; James Blake,18032854
112,Ahora,J Balvin,10488154
113,1950,King Princess,20475902
114,Over Now,Post Malone,12064263
115,Too Good At Goodbyes,Sam Smith,22840456
116,Chun-Li,Nicki Minaj,12816907
117,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,19438071
118,Be Careful,Cardi B,10496050
119,Mi Gente,J Balvin; Willy William,18742947
120,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,19801635
121,Sangria Wine,Pharrell Williams; Camila Cabello,9136379
122,I Wanna Know (feat. Bea Miller),NOTD; Bea Miller,16974894
123,Downtown,Anitta; J Balvin,14578765
124,Young Dumb & Broke,Khalid,19745438
125,Lost In Japan,Shawn Mendes,9561328
126,92 Explorer,Post Malone,11611175
127,Jocelyn Flores,XXXTENTACION,62596358
128,One Night Stand,Capital Bra,3717840
129,If You Know You Know,Pusha T,1315850
130,Unforgettable,French Montana; Swae Lee,19411430
131,Say You Won't Let Go,James Arthur,20597642
132,One Dance,Drake; Wizkid; Kyla,19664833
133,Start Again (feat. Logic),OneRepublic; Logic,31672532
134,What Lovers Do (feat. SZA),Maroon 5; SZA,19407167
135,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,9358673
136,Delicate,Taylor Swift,17547320
137,Solita,Ozuna; Mambo Kingz; DJ Luian; Bad Bunny; Wisin; Almighty,17255455
138,Pray For Me,The Weeknd; Kendrick Lamar,10558267
139,Amorfoda,Bad Bunny,7338547
140,Unica,Ozuna,24534720
141,goosebumps,Travis Scott,19022738
142,This Is Me,Keala Settle; The Greatest Showman Ensemble,15573871
143,Moonlight,XXXTENTACION,63098949
144,Let You Down,NF,17797316
145,Same Bitches (feat. G-Eazy & YG),Post Malone; G-Eazy; YG,8414904
146,I Like Me Better,Lauv,19470882
147,Africa,TOTO,17780621
148,River (feat. Ed Sheeran),Eminem; Ed Sheeran,12590543
149,Where Were You In The Morning?,Shawn Mendes,4783522
150,Everyday,Logic; Marshmello,9889404
151,Something Just Like This,The Chainsmokers; Coldplay,19063687
152,Zack And Codeine,Post Malone,6627141
153,More Than You Know,Axwell /\ Ingrosso,18171116
154,El Farsante - Remix,Ozuna; Romeo Santos,7739633
155,Answerphone (feat. Yxng Bane),Banx & Ranx; Ella Eyre; Yxng Bane,5252753
156,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,13843715
157,Rewrite The Stars,Zac Efron; Zendaya,9735191
158,You Deserve Better,James Arthur,675557
159,Closer,The Chainsmokers; Halsey,19395638
160,Mi Cama,KAROL G,27377015
161,PICK IT UP (feat. A$AP Rocky),Famous Dex; A$AP Rocky,14813749
162,Bella,Wolfine,6015845
163,Stir Fry,Migos,9404048
164,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,19264193
165,Whatever It Takes,Imagine Dragons,17523507
166,Location,Khalid,12928805
167,5 in the Morning,Charli XCX,651096
168,Body,Loud Luxury; Brando,24789720
169,Me Rehúso,Danny Ocean,9336105
170,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,5883947
171,Attention,Charlie Puth,8823014
172,The Night We Met,Lord Huron,7847265
173,Duro y Suave,Leslie Grace; Noriel,18235151
174,Takin' Shots,Post Malone,4673638
175,Champion (feat. Travis Scott),NAV; Travis Scott,18593829
176,Ao Vivo E A Cores,Matheus & Kauan; Anitta,17506692
177,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,12844715
178,Bodak Yellow,Cardi B,12619301
179,Wonderwall - Remastered,Oasis,14061568
180,EL BAÑO,Enrique Iglesias; Bad Bunny,3469386
181,Entertainer,ZAYN,2941215
182,Amor Falso,Aldair Playboy,3974448
183,I'm Yours,Jason Mraz,18378333
184,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,5822675
185,Nena Maldición (feat. Lenny Tavárez),Paulo Londra; Lenny Tavárez,13875368
186,Thinking out Loud,Ed Sheeran,15170180
187,1-800-273-8255,Logic; Alessia Cara; Khalid,14585275
188,Bank Account,21 Savage,16530817
189,To My Love - Tainy Remix,Bomba Estéreo; Tainy,5197359
190,Sorry Not Sorry,Demi Lovato,16735394
191,Simple,Florida Georgia Line,13410220
192,Redbone,Childish Gambino,3993820
193,There's Nothing Holdin' Me Back,Shawn Mendes,8237002
194,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,3457962
195,Propaganda - Ao Vivo,Jorge & Mateus,3565002
196,BUTTERFLY EFFECT,Travis Scott,2185746
197,Bipolar,Chris Jedi; Ozuna; Brytiago,588703
198,1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy; Yo Gotti; YBN Nahmir,2324868
199,Breathe (feat. Ina Wroldsen),Jax Jones; Ina Wroldsen,585834
200,Photograph,Ed Sheeran,9051579
201,All Mine,Kanye West,73724916
202,Yikes,Kanye West,45026778
203,Ghost Town,Kanye West; PARTYNEXTDOOR,37526386
204,Wouldn't Leave,Kanye West; PARTYNEXTDOOR,21028429
205,I Thought About Killing You,Kanye West,17928724
206,Violent Crimes,Kanye West,22065965
207,No Mistakes,Kanye West,17137287
208,Romance Com Safadeza,Wesley Safadão; Anitta,1165651
209,Live It Up - Official Song 2018 FIFA World Cup Russia,Nicky Jam; Will Smith; Era Istrefi,22020984
210,Lullaby,Sigala; Paloma Faith,1141866
211,That's What I Like,Bruno Mars,5413423
212,changes,XXXTENTACION,50353557
213,If You're Over Me,Years & Years,13666845
214,Rise,Jonas Blue; Jack & Jack,31108587
215,No Hay Nadie Más,Sebastian Yatra,2800028
216,Leave a Light On,Tom Walker,10260808
217,Don't Stop Believin',Journey,1193623
218,Clandestino,Shakira; Maluma,18011022
219,Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS; Ty Dolla $ign,9325125
220,Feel The Love,KIDS SEE GHOSTS; Pusha T,12762131
221,4th Dimension,KIDS SEE GHOSTS; Louis Prima,12812242
222,Fire,KIDS SEE GHOSTS,8977609
223,Reborn,KIDS SEE GHOSTS,27701435
224,Berlin lebt,Capital Bra,6071486
225,Kids See Ghosts,KIDS SEE GHOSTS; Yasiin Bey,7931623
226,Cudi Montage,KIDS SEE GHOSTS,7788507
227,Casanova,Summer Cem; Bausa,603534
228,Jogo do Amor,MC Bruninho,2297925
229,Better Not (with Wafia),Louis The Child; Wafia,13261816
230,Jump (with Trippie Redd),Julia Michaels; Trippie Redd,11081822
231,Rich Sex (feat. Lil Wayne),Nicki Minaj; Lil Wayne,3488688
232,Dance To This (feat. Ariana Grande),Troye Sivan; Ariana Grande,15376441
233,Mr. Brightside,The Killers,1774599
234,Smog,Damso,3023763
235,Bed (feat. Ariana Grande),Nicki Minaj; Ariana Grande,32008525
236,Ocean (feat. Khalid),Martin Garrix; Khalid,34617859
237,Born To Be Yours,Kygo; Imagine Dragons,28350709
238,Bigger Than You (feat. Drake & Quavo),2 Chainz; Drake; Quavo,14113285
239,DDU-DU DDU-DU,BLACKPINK,16680494
240,Valentine,5 Seconds of Summer,2070173
241,Growing Pains,Alessia Cara,9809956
242,Forever Young,BLACKPINK,2691830
243,Lie To Me,5 Seconds of Summer,718161
