ID,Track,Singer(s),Stream
1,In My Feelings,Drake,194005535
2,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,112206770
3,No Brainer,DJ Khaled; Justin Bieber; Quavo; Chance the Rapper,110018234
4,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,109749013
5,I Like It,Cardi B; Bad Bunny; J Balvin,94137265
6,Lucid Dreams,Juice WRLD,98316913
7,Taste (feat. Offset),Tyga; Offset,87202633
8,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,83609730
9,SAD!,XXXTENTACION,82679048
10,God is a woman,Ariana Grande,92302462
11,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,96429933
12,Rise,Jonas Blue; Jack & Jack,78956089
13,Better Now,Post Malone,77810396
14,Jackie Chan,Tiësto; Dzeko; Preme; Post Malone,77169517
15,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,72246041
16,Youngblood,5 Seconds of Summer,72487017
17,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,67921270
18,In My Mind,Dynoro; Gigi D'Agostino,86893503
19,Moonlight,XXXTENTACION,60671284
20,Don’t Matter To Me (with Michael Jackson),Drake; Michael Jackson,43033616
21,Nonstop,Drake,59588468
22,Body,Loud Luxury; Brando,67641786
23,Sin Pijama,Becky G; NATTI NATASHA,57523144
24,God's Plan,Drake,56285830
25,Ocean (feat. Khalid),Martin Garrix; Khalid,46054889
26,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,45217075
27,Born To Be Yours,Kygo; Imagine Dragons,47452091
28,Nice For What,Drake,46597156
29,2002,Anne-Marie,50057600
30,No Es Justo,J Balvin; Zion & Lennox,51221747
31,Vaina Loca,Ozuna; Manuel Turizo,60496380
32,no tears left to cry,Ariana Grande,55721835
33,Nevermind,Dennis Lloyd,47632452
34,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky; Skepta,43342008
35,Jocelyn Flores,XXXTENTACION,45487654
36,changes,XXXTENTACION,43477930
37,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,44954011
38,rockstar (feat. 21 Savage),Post Malone; 21 Savage,46158273
39,Happy Now,Zedd; Elley Duhé,51588588
40,Clandestino,Shakira; Maluma,44181727
41,X (feat. Maluma & Ozuna) - Remix,Nicky Jam; J Balvin; Maluma; Ozuna,36662656
42,FRIENDS,Marshmello; Anne-Marie,34631312
43,X,Nicky Jam; J Balvin,35246181
44,The Middle,Zedd; Maren Morris; Grey,35009487
45,Yes Indeed,Lil Baby; Drake,35974376
46,Flames,David Guetta; Sia,30304357
47,Bed (feat. Ariana Grande),Nicki Minaj; Ariana Grande,28296120
48,Shape of You,Ed Sheeran,37669715
49,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,33615039
50,lovely (with Khalid),Billie Eilish; Khalid,31716004
51,Shotgun,George Ezra,43163326
52,La Cintura,Alvaro Soler,25626497
53,High Hopes,Panic! At The Disco,36104719
54,I'm Upset,Drake,26138581
55,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,33636818
56,Natural,Imagine Dragons,34408285
57,IDGAF,Dua Lipa,33113782
58,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,30395677
59,SWISH,Tyga,35343488
60,Look Alive (feat. Drake),BlocBoy JB; Drake,31245646
61,Havana (feat. Young Thug),Camila Cabello; Young Thug,32599535
62,Summertime Magic,Childish Gambino,11439538
63,I'm a Mess,Bebe Rexha,34954018
64,La player (Bandolera),Zion & Lennox,30955654
65,you should see me in a crown,Billie Eilish,23528160
66,New Rules,Dua Lipa,29460755
67,One Day (feat. Ryan Tedder),Logic; Ryan Tedder,6592272
68,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,28441012
69,Mi Cama - Remix,KAROL G; J Balvin; Nicky Jam,26484508
70,Mob Ties,Drake,22616773
71,Believer,Imagine Dragons,30327487
72,Unica,Ozuna,28623318
73,All Girls Are The Same,Juice WRLD,28697018
74,Don't Leave Me Alone (feat. Anne-Marie),David Guetta; Anne-Marie,34224963
75,Everybody Dies In Their Nightmares,XXXTENTACION,26622328
76,Love Lies (with Normani),Khalid; Normani,26728714
77,Be Alright,Dean Lewis,46008380
78,Dura - Remix,Daddy Yankee; NATTI NATASHA; Becky G; Bad Bunny,26068077
79,Perfect,Ed Sheeran,27815626
80,Thunder,Imagine Dragons,28251391
81,Asesina,Brytiago; Darell,30212228
82,Only You (with Little Mix),Cheat Codes; Little Mix,22877671
83,Wasted (feat. Lil Uzi Vert),Juice WRLD; Lil Uzi Vert,27576702
84,If You're Over Me,Years & Years,17551212
85,Look At Me!,XXXTENTACION,25514807
86,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,25448411
87,Por Perro,Sebastian Yatra; Luis Figueroa; Lary Over,26761136
88,Estamos Bien,Bad Bunny,25847224
89,Madura,Cosculluela; Bad Bunny,25205314
90,Mine,Bazzi,24733099
91,Ball For Me (feat. Nicki Minaj),Post Malone; Nicki Minaj,22144962
92,Connection,OneRepublic,22210253
93,I Fall Apart,Post Malone,26064187
94,OTW,Khalid; 6LACK; Ty Dolla $ign,23056585
95,XO Tour Llif3,Lil Uzi Vert,24910268
96,Boo'd Up,Ella Mai,10691774
97,In My Blood,Shawn Mendes,23102460
98,Calypso,Luis Fonsi; Stefflon Don,22367151
99,Darkside,Alan Walker; Au/Ra; Tomine Harket,30396994
100,APESHIT,The Carters,19189184
101,Playinwitme (feat. Kehlani),KYLE; Kehlani,17350062
102,the remedy for a broken heart (why am I so in love),XXXTENTACION,22208832
103,Happier,Ed Sheeran,51832609
104,No Me Acuerdo,Thalia; NATTI NATASHA,28074009
105,This Is America,Childish Gambino,18871286
106,Bella - Remix,Wolfine; Maluma,21458074
107,Too Good At Goodbyes,Sam Smith,22473496
108,Sober,Demi Lovato,10080691
109,Plug Walk,Rich The Kid,20349551
110,BIG BANK (feat. 2 Chainz Big Sean Nicki Minaj),YG; 2 Chainz; Big Sean; Nicki Minaj,27700932
111,Call Out My Name,The Weeknd,20985654
112,Remind Me to Forget,Kygo; Miguel,21312006
113,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,19978819
114,Audio (feat. Sia Diplo and Labrinth),Sia; Diplo; Labrinth; LSD,5329405
115,Síguelo Bailando,Ozuna,20528807
116,Familiar,Liam Payne; J Balvin,13968000
117,All The Stars (with SZA),Kendrick Lamar; SZA,19949135
118,All Mine,Kanye West,9934587
119,Side Effects,The Chainsmokers; Emily Warren,25897032
120,I'm Yours,Jason Mraz,21822217
121,Te Amo,Piso 21; Paulo Londra,20453807
122,Closer,The Chainsmokers; Halsey,21543314
123,HUMBLE.,Kendrick Lamar,20572117
124,Walk It Talk It,Migos; Drake,20014030
125,Mi Cama,KAROL G,8867997
126,I'll Be There,Jess Glynne,10131419
127,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa; Swae Lee,15064644
128,Say You Won't Let Go,James Arthur,20663297
129,JAPAN,Famous Dex,10006989
130,El Préstamo,Maluma,14355840
131,Dura,Daddy Yankee,15677405
132,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,19765877
133,Congratulations,Post Malone; Quavo,20811535
134,Hope,XXXTENTACION,19288527
135,DDU-DU DDU-DU,BLACKPINK,15068525
136,Duro y Suave,Leslie Grace; Noriel,14603545
137,Something Just Like This,The Chainsmokers; Coldplay,19659253
138,Wake Me Up,Avicii,19655027
139,goosebumps,Travis Scott,20113734
140,Échame La Culpa,Luis Fonsi; Demi Lovato,14302711
141,Candy Paint,Post Malone,18848894
142,Feel It Still,Portugal. The Man,18776450
143,Africa,TOTO,20274303
144,I Like Me Better,Lauv,21259018
145,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,18136444
146,Wolves,Selena Gomez; Marshmello,16696655
147,What Lovers Do (feat. SZA),Maroon 5; SZA,18474248
148,Enemies,Lauv,1197315
149,One Dance,Drake; Wizkid; Kyla,18993584
