ID,Track,Singer(s),Stream
1,Lucky You (feat. Joyner Lucas),Eminem; Joyner Lucas,109789569
2,In My Feelings,Drake,109433668
3,The Ringer,Eminem,66504446
4,Greatest,Eminem,43460333
5,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,80733613
6,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,83902132
7,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,97378636
8,In My Mind,Dynoro; Gigi D'Agostino,90486065
9,SICKO MODE,Travis Scott,83070401
10,Not Alike (feat. Royce Da 5'9),Eminem; Royce Da 5'9",45845014
11,Lucid Dreams,Juice WRLD,81314640
12,No Brainer,DJ Khaled; Justin Bieber; Quavo; Chance the Rapper,68359139
13,Kamikaze,Eminem,37467738
14,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,93058677
15,Fall,Eminem,50569106
16,Taste (feat. Offset),Tyga; Offset,67213013
17,I Like It,Cardi B; Bad Bunny; J Balvin,66225333
18,God is a woman,Ariana Grande,59870000
19,Normal,Eminem,25899211
20,Happier,Marshmello; Bastille,113899816
21,Vaina Loca,Ozuna; Manuel Turizo,64848882
22,Stepping Stone,Eminem,24976023
23,breathin,Ariana Grande,60563219
24,SAD!,XXXTENTACION,66705364
25,Rise,Jonas Blue; Jack & Jack,56262223
26,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,55480221
27,Body,Loud Luxury; Brando,55977826
28,Better Now,Post Malone,59646553
29,Jackie Chan,Tiësto; Dzeko; Preme; Post Malone,51616943
30,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,54397372
31,Paul - Skit,Paul Rosenberg,16903420
32,Venom - Music From The Motion Picture,Eminem,30298240
33,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,48692405
34,Youngblood,5 Seconds of Summer,54009867
35,BEBE,6ix9ine; Anuel AA,62690634
36,Be Alright,Dean Lewis,69702719
37,Nonstop,Drake,52086970
38,Em Calls Paul - Skit,Eminem,11969100
39,Good Guy (feat. Jessie Reyez),Eminem; Jessie Reyez,20687993
40,Moonlight,XXXTENTACION,52347893
41,Nice Guy (with Jessie Reyez),Eminem; Jessie Reyez,16189473
42,Sin Pijama,Becky G; NATTI NATASHA,43873001
43,No Es Justo,J Balvin; Zion & Lennox,46019776
44,God's Plan,Drake,43886177
45,Happy Now,Zedd; Elley Duhé,41819658
46,no tears left to cry,Ariana Grande,41950477
47,Beautiful (feat. Camila Cabello),Bazzi; Camila Cabello,48205060
48,Shotgun,George Ezra,45811305
49,Natural,Imagine Dragons,56528541
50,rockstar (feat. 21 Savage),Post Malone; 21 Savage,40418689
51,STARGAZING,Travis Scott,37410434
52,Jocelyn Flores,XXXTENTACION,42360044
53,Whenever (feat. Conor Maynard),Kris Kross Amsterdam; The Boy Next Door; Conor Maynard,37882698
54,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,34876438
55,2002,Anne-Marie,33524337
56,Clandestino,Shakira; Maluma,33033507
57,Nevermind,Dennis Lloyd,31971280
58,High Hopes,Panic! At The Disco,37397436
59,changes,XXXTENTACION,37321090
60,Born To Be Yours,Kygo; Imagine Dragons,30516450
61,Nice For What,Drake,31251092
62,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky; Skepta,34995106
63,Don't Leave Me Alone (feat. Anne-Marie),David Guetta; Anne-Marie,35830133
64,Shape of You,Ed Sheeran,33687330
65,Ocean (feat. Khalid),Martin Garrix; Khalid,30858455
66,Cuando Te Besé,Becky G; Paulo Londra,37661193
67,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,30833161
68,Mala Mía,Maluma,35229292
69,No Me Acuerdo,Thalia; NATTI NATASHA,30125284
70,I'm a Mess,Bebe Rexha,30293505
71,Thunderclouds (feat. Sia Diplo and Labrinth),Sia; Diplo; Labrinth; LSD,45945029
72,Yes Indeed,Lil Baby; Drake,32684556
73,Asesina,Brytiago; Darell,29759479
74,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,32246405
75,Havana (feat. Young Thug),Camila Cabello; Young Thug,29156567
76,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,25803946
77,SWISH,Tyga,27753767
78,X,Nicky Jam; J Balvin,23850455
79,X (feat. Maluma & Ozuna) - Remix,Nicky Jam; J Balvin; Maluma; Ozuna,25320040
80,La player (Bandolera),Zion & Lennox,25335934
81,Believer,Imagine Dragons,29708735
82,Don’t Matter To Me (with Michael Jackson),Drake; Michael Jackson,23078263
83,FRIENDS,Marshmello; Anne-Marie,27539730
84,IDGAF,Dua Lipa,29118587
85,The Middle,Zedd; Maren Morris; Grey,27090327
86,Thunder,Imagine Dragons,27001558
87,Look Alive (feat. Drake),BlocBoy JB; Drake,25863942
88,Mo Bamba,Sheck Wes,37134648
89,New Rules,Dua Lipa,27296330
90,Darkside,Alan Walker; Au/Ra; Tomine Harket,27394743
91,Unica,Ozuna,22507643
92,All Girls Are The Same,Juice WRLD,26201970
93,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,22573594
94,Quiere Beber,Anuel AA,33320176
95,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo; David Guetta; Nicki Minaj; Willy William,35542909
96,lovely (with Khalid),Billie Eilish; Khalid,28117768
97,Perfect,Ed Sheeran,27613305
98,BIG BANK (feat. 2 Chainz Big Sean Nicki Minaj),YG; 2 Chainz; Big Sean; Nicki Minaj,25257222
99,Lean Wit Me,Juice WRLD,26529541
100,High On Life (feat. Bonn),Martin Garrix; Bonn,26248050
101,Mi Cama - Remix,KAROL G; J Balvin; Nicky Jam,20044811
102,Por Perro,Sebastian Yatra; Luis Figueroa; Lary Over,19268559
103,Everybody Dies In Their Nightmares,XXXTENTACION,24651251
104,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,22601915
105,WORKIN ME,Quavo,18879501
106,I Like Me Better,Lauv,25317947
107,YOSEMITE,Travis Scott,23910542
108,Look At Me!,XXXTENTACION,23370589
109,I Fall Apart,Post Malone,24029927
110,Dura - Remix,Daddy Yankee; NATTI NATASHA; Becky G; Bad Bunny,19014771
111,Flames,David Guetta; Sia,22724493
112,Love Lies (with Normani),Khalid; Normani,25061503
113,Madura,Cosculluela; Bad Bunny,20444059
114,Hipócrita,Anuel AA; Zion,22380257
115,Side Effects,The Chainsmokers; Emily Warren,16174661
116,XO Tour Llif3,Lil Uzi Vert,23601771
117,Estamos Bien,Bad Bunny,19676865
118,Wasted (feat. Lil Uzi Vert),Juice WRLD; Lil Uzi Vert,22789642
119,Toda - Remix,Alex Rose; Cazzu; Rauw Alejandro; Lenny Tavárez,24450626
120,sweetener,Ariana Grande,9798078
121,Taking A Walk,Trippie Redd,18540268
122,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,22396371
123,IDOL,BTS; Nicki Minaj,15416626
124,Mine,Bazzi,20844327
125,Closer,The Chainsmokers; Halsey,21135258
126,8 Letters,Why Don't We,22140456
127,Blah Blah Blah,Armin van Buuren,22619451
128,Africa,TOTO,19765975
129,I'm Yours,Jason Mraz,20573648
130,Dance To This (feat. Ariana Grande),Troye Sivan; Ariana Grande,3062702
131,Tie Me Down (with Elley Duhé),Gryffin; Elley Duhé,10179560
132,everytime,Ariana Grande,5599043
133,Me Dijeron,Ozuna,20054621
134,La Cintura,Alvaro Soler,7685034
135,Bella - Remix,Wolfine; Maluma,5318835
136,In My Blood,Shawn Mendes,19818723
137,the remedy for a broken heart (why am I so in love),XXXTENTACION,19930047
138,Too Good At Goodbyes,Sam Smith,21491375
139,BUTTERFLY EFFECT,Travis Scott,16392744
140,Congratulations,Post Malone; Quavo,19464161
141,I'm Upset,Drake,12437937
142,OTW,Khalid; 6LACK; Ty Dolla $ign,20180911
143,HUMBLE.,Kendrick Lamar,19654816
144,Say You Won't Let Go,James Arthur,21036084
145,Remind Me to Forget,Kygo; Miguel,15963223
146,Mob Ties,Drake,10780930
147,Ya No Tiene Novio,Sebastian Yatra; Mau y Ricky,24188441
148,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa; Swae Lee,17586775
149,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,17916839
150,Chica Paranormal,Paulo Londra,16650994
151,IDOL,BTS,631455
152,Drew Barrymore,Bryce Vine,22040781
153,Lose Yourself - From "8 Mile" Soundtrack,Eminem,10276517
154,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,7912517
155,Medicina,Anitta,12211271
156,No Quiero Amarte (feat. Zion & Lennox),Justin Quiles; Zion & Lennox,14418057
157,Something Just Like This,The Chainsmokers; Coldplay,17589645
158,Call Out My Name,The Weeknd,17911937
159,One Dance,Drake; Wizkid; Kyla,12018943
160,Hope,XXXTENTACION,17536439
161,Plug Walk,Rich The Kid,16018726
162,Wonderwall - Remastered,Oasis,18221037
163,Te Amo,Piso 21; Paulo Londra,6825228
164,Wake Me Up,Avicii,9891903
165,Síguelo Bailando,Ozuna,3982649
166,Walk It Talk It,Migos; Drake,13741028
167,Ball For Me (feat. Nicki Minaj),Post Malone; Nicki Minaj,6452791
168,Till I Collapse,Eminem; Nate Dogg,5150055
169,Amigos Con Derechos,Reik; Maluma,25612272
170,What Lovers Do (feat. SZA),Maroon 5; SZA,18568669
171,Feel It Still,Portugal. The Man,14948835
172,Celoso,Lele Pons,18717814
173,September,Earth; Wind & Fire,7269771
174,Largado Às Traças - Ao Vivo,Zé Neto & Cristiano,1769655
175,goosebumps,Travis Scott,15879315
176,Thinking out Loud,Ed Sheeran,17979311
177,Noticed,Lil Mosey,30731337
178,Only You (with Little Mix),Cheat Codes; Little Mix,2773696
179,Bohemian Rhapsody - Remastered 2011,Queen,10882870
180,All The Stars (with SZA),Kendrick Lamar; SZA,14409318
181,River (feat. Ed Sheeran),Eminem; Ed Sheeran,3536529
182,Culpables,Manuel Turizo,26865296
183,Bed (feat. Ariana Grande),Nicki Minaj; Ariana Grande,3391915
184,My Blood,Twenty One Pilots,1141420
185,Nephew (feat. Lil Pump),Smokepurpp; Lil Pump,3328546
186,Billie Jean,Michael Jackson,1059941
187,Duro y Suave,Leslie Grace; Noriel,1624881
188,Unforgettable,French Montana; Swae Lee,14847849
189,Calypso,Luis Fonsi; Stefflon Don,566977
190,Candy Paint,Post Malone,4431510
191,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,13355801
192,Whatever It Takes,Imagine Dragons,15796662
193,Melodien,Capital Bra; Juju,559120
194,Don't Stop Believin',Journey,1116664
195,Take on Me,a-ha,557306
196,Halo,Beyoncé,10425071
197,If You're Over Me,Years & Years,1633737
198,Silence,Marshmello; Khalid,13884182
199,Lucky Strike,Troye Sivan,551836
200,you should see me in a crown,Billie Eilish,2259501
201,All of Me,John Legend,6633926
202,Young Dumb & Broke,Khalid,13779927
203,Photograph,Ed Sheeran,13265345
204,Wolves,Selena Gomez; Marshmello,7311445
205,Magic In The Hamptons (feat. Lil Yachty),Social House; Lil Yachty,6800602
206,R.E.M,Ariana Grande,488506
207,Let Her Go,Passenger,4876912
208,REMEDY,Alesso,30300128
209,Feels Like Summer,Childish Gambino,16588449
210,Connection,OneRepublic,1649744
211,Mr. Brightside,The Killers,6815210
212,WAKE UP,Travis Scott,2250142
213,Ibiza,Ozuna; Romeo Santos,8470484
214,1-800-273-8255,Logic; Alessia Cara; Khalid,7696649
215,All I Am,Jess Glynne,15528644
216,Electricity (with Dua Lipa),Silk City; Dua Lipa; Diplo; Mark Ronson,54066087
217,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug; Young Stoner Life; Gunna; Lil Baby,567444
218,Take Me To Church,Hozier,3961995
219,I Love It (& Lil Pump),Kanye West; Lil Pump,107914976
220,Nina Cried Power,Hozier; Mavis Staples,983191
221,Want To,Dua Lipa,12733863
222,Everybody Dies,Logic,2620238
