Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Better Now,Post Malone,3.784.020,1,1,24
2,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,3.546.812,2,2,45
3,This Is America,Childish Gambino,3.440.842,1,3,15
4,Nice For What,Drake,3.403.415,1,4,44
5,God's Plan,Drake,3.168.311,1,5,121
6,no tears left to cry,Ariana Grande,2.824.713,2,6,31
7,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,2.681.851,1,8,87
8,X,Nicky Jam; J Balvin,2.650.482,3,7,80
9,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,2.537.816,9,9,37
10,FRIENDS,Marshmello; Anne-Marie,2.533.142,3,10,101
11,I Like It,Cardi B; Bad Bunny; J Balvin,2.408.320,6,11,45
12,rockstar (feat. 21 Savage),Post Malone; 21 Savage,2.113.842,1,12,248
13,The Middle,Zedd; Maren Morris; Grey,2.071.508,6,13,115
14,FAKE LOVE,BTS,2.022.240,14,14,3
15,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,1.938.298,7,15,66
16,Love Lies (with Normani),Khalid; Normani,1.897.868,9,17,94
17,Back To You,Selena Gomez,1.884.714,17,19,11
18,Yes Indeed,Lil Baby; Drake,1.870.480,12,16,6
19,Nevermind,Dennis Lloyd,1.782.064,18,20,70
20,Look Alive (feat. Drake),BlocBoy JB; Drake,1.781.427,6,18,101
21,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,1.707.978,9,21,119
22,IDGAF,Dua Lipa,1.700.916,3,22,146
23,Call Out My Name,The Weeknd,1.673.882,1,24,52
24,Flames,David Guetta; Sia,1.633.978,22,23,59
25,Paranoid,Post Malone,1.563.221,2,26,24
26,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,1.495.165,20,25,93
27,Remind Me to Forget,Kygo; Miguel,1.463.145,26,28,66
28,Playinwitme (feat. Kehlani),KYLE; Kehlani,1.457.983,27,27,46
29,SAD!,XXXTENTACION,1.449.332,3,33,80
30,In My Blood,Shawn Mendes,1.446.705,4,31,60
31,OTW,Khalid; 6LACK; Ty Dolla $ign,1.429.840,23,29,31
32,Youngblood,5 Seconds of Summer,1.420.116,28,30,38
33,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1.402.495,16,34,249
34,Walk It Talk It,Migos; Drake,1.374.981,14,32,115
35,Havana (feat. Young Thug),Camila Cabello; Young Thug,1.359.975,1,35,290
36,Ball For Me (feat. Nicki Minaj),Post Malone; Nicki Minaj,1.333.155,12,36,24
37,Mine,Bazzi,1.296.077,3,39,120
38,All The Stars (with SZA),Kendrick Lamar; SZA,1.295.947,2,38,136
39,2002,Anne-Marie,1.255.023,39,44,31
40,Youth (feat. Khalid),Shawn Mendes; Khalid,1.246.308,17,40,18
41,Shape of You,Ed Sheeran,1.227.923,1,41,500
42,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,1.220.115,31,37,90
43,Plug Walk,Rich The Kid,1.218.969,18,42,77
44,Stay,Post Malone,1.195.941,11,45,24
45,Spoil My Night (feat. Swae Lee),Post Malone; Swae Lee,1.168.299,4,46,24
46,Like I Do,David Guetta; Martin Garrix; Brooks,1.162.237,24,43,87
47,Dura,Daddy Yankee,1.148.581,8,47,122
48,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,1.130.102,42,50,3
49,Sin Pijama,Becky G; NATTI NATASHA,1.113.379,49,49,27
50,Dura - Remix,Daddy Yankee; NATTI NATASHA; Becky G; Bad Bunny,1.113.020,48,48,22
51,New Rules,Dua Lipa,1.107.194,2,52,315
52,Rich & Sad,Post Malone,1.059.333,6,55,24
53,The Truth Untold (feat. Steve Aoki),BTS; Steve Aoki,1.047.179,50,51,3
