Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,rockstar (feat. 21 Savage),Post Malone; 21 Savage,4.208.156,1,1,114
2,Havana (feat. Young Thug),Camila Cabello; Young Thug,3.633.939,2,2,156
3,River (feat. Ed Sheeran),Eminem; Ed Sheeran,3.154.559,2,3,23
4,New Rules,Dua Lipa,3.000.817,2,4,181
5,Wolves,Selena Gomez; Marshmello,2.884.759,3,5,74
6,Échame La Culpa,Luis Fonsi; Demi Lovato,2.678.764,6,7,51
7,Him & I (with Halsey),G-Eazy; Halsey,2.614.024,6,6,37
8,Let You Down,NF,2.502.174,6,8,94
9,Perfect,Ed Sheeran,2.498.537,3,9,310
10,What Lovers Do (feat. SZA),Maroon 5; SZA,2.401.823,4,10,130
11,Shape of You,Ed Sheeran,2.214.010,1,15,366
12,Too Good At Goodbyes,Sam Smith,2.187.373,1,11,121
13,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,2.183.465,12,12,3
14,Silence,Marshmello; Khalid,2.136.303,7,14,149
15,I Fall Apart,Post Malone,2.087.784,10,16,104
16,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,2.086.677,3,17,37
17,Gucci Gang,Lil Pump,2.069.916,4,18,120
18,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,2.022.938,14,22,65
19,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,2.012.478,14,20,121
20,No Limit,G-Eazy; A$AP Rocky; Cardi B,1.942.489,18,21,92
21,Filthy,Justin Timberlake,1.872.193,13,13,2
22,Bartier Cardi (feat. 21 Savage),Cardi B; 21 Savage,1.868.716,21,24,16
23,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,1.813.178,3,23,122
24,Downtown,Anitta; J Balvin,1.754.792,19,25,49
25,All The Stars (with SZA),Kendrick Lamar; SZA,1.741.810,19,19,2
26,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,1.722.755,19,26,65
27,Criminal,NATTI NATASHA; Ozuna,1.714.846,16,30,118
28,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,1.659.722,20,29,72
29,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1.648.318,22,27,115
30,Thunder,Imagine Dragons,1.626.500,7,28,254
31,How Long,Charlie Puth,1.599.727,15,31,24
32,XO Tour Llif3,Lil Uzi Vert,1.527.617,9,33,288
33,Young Dumb & Broke,Khalid,1.521.211,11,32,197
34,Candy Paint,Post Malone,1.474.336,16,34,105
