Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,God's Plan,Drake,6.491.702,1,1,52
2,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,4.630.487,2,2,18
3,All The Stars (with SZA),Kendrick Lamar; SZA,3.736.001,2,3,67
4,FRIENDS,Marshmello; Anne-Marie,3.501.498,4,4,32
5,IDGAF,Dua Lipa,3.254.156,3,5,77
6,The Middle,Zedd; Maren Morris; Grey,3.113.485,6,6,46
7,Look Alive (feat. Drake),BlocBoy JB; Drake,2.959.737,6,8,32
8,Mine,Bazzi,2.924.983,3,7,51
9,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,2.737.088,9,9,50
10,Love Lies (with Normani),Khalid; Normani,2.587.755,10,11,25
11,SAD!,XXXTENTACION,2.586.499,11,15,11
12,Pray For Me,The Weeknd; Kendrick Lamar,2.497.597,3,13,39
13,rockstar (feat. 21 Savage),Post Malone; 21 Savage,2.494.120,1,10,179
14,Havana (feat. Young Thug),Camila Cabello; Young Thug,2.296.231,1,14,221
15,Dura,Daddy Yankee,2.267.767,8,12,53
16,Everyday,Logic; Marshmello,2.225.474,14,16,11
17,X,Nicky Jam; J Balvin,2.205.465,17,17,11
18,Never Be the Same,Camila Cabello,2.097.615,4,18,96
19,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,2.006.315,16,20,180
20,Amorfoda,Bad Bunny,1.890.855,10,19,25
21,Stir Fry,Migos,1.841.125,15,22,71
22,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,1.803.480,4,23,68
23,Échame La Culpa,Luis Fonsi; Demi Lovato,1.797.921,5,21,116
24,New Rules,Dua Lipa,1.767.561,2,25,246
25,River (feat. Ed Sheeran),Eminem; Ed Sheeran,1.759.773,2,24,88
26,I Fall Apart,Post Malone,1.758.076,10,26,169
27,Perfect,Ed Sheeran,1.670.637,3,27,375
28,44 More,Logic,1.660.575,28,30,18
29,Sick Boy,The Chainsmokers,1.652.141,13,28,54
30,For You (With Rita Ora),Liam Payne; Rita Ora,1.618.139,24,31,67
31,Wolves,Selena Gomez; Marshmello,1.602.200,3,29,139
32,King's Dead (with Kendrick Lamar Future & James Blake),Jay Rock; Kendrick Lamar; Future; James Blake,1.584.784,26,34,60
33,Heaven,Julia Michaels,1.532.543,32,36,33
34,Shape of You,Ed Sheeran,1.494.019,1,33,431
35,Say Something (feat. Chris Stapleton),Justin Timberlake; Chris Stapleton,1.492.092,21,37,46
36,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,1.482.914,36,40,24
37,Let You Down,NF,1.481.409,6,35,159
38,Capital Letters,Hailee Steinfeld; BloodPop®,1.477.073,31,39,52
39,Bella,Wolfine,1.445.099,24,32,77
40,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,1.441.212,29,43,133
41,Him & I (with Halsey),G-Eazy; Halsey,1.403.859,6,42,102
42,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,1.384.699,14,44,186
43,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,1.375.950,29,38,127
44,Feel It Still,Portugal. The Man,1.317.008,17,48,244
45,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,1.306.400,14,41,130
46,Contra,Logic,1.281.705,25,47,4
47,Downtown,Anitta; J Balvin,1.265.443,19,45,114
48,This Is Me,Keala Settle; The Greatest Showman Ensemble,1.230.677,26,49,71
49,Criminal,NATTI NATASHA; Ozuna,1.216.021,16,46,183
50,Like I Do,David Guetta; Martin Garrix; Brooks,1.196.089,50,54,18
51,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,1.174.368,20,52,137
