Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,In My Feelings,Drake,8.444.184,1,1,32
2,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,4.419.437,2,2,9
3,No Brainer,DJ Khaled; Justin Bieber; Quavo; Chance the Rapper,4.171.454,3,3,4
4,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,3.795.136,2,4,60
5,I Like It,Cardi B; Bad Bunny; J Balvin,3.626.477,2,5,116
6,Lucid Dreams,Juice WRLD,3.395.839,2,6,79
7,Taste (feat. Offset),Tyga; Offset,3.241.453,5,7,74
8,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,3.188.128,7,10,74
9,God is a woman,Ariana Grande,3.136.526,2,8,18
10,SAD!,XXXTENTACION,3.122.089,1,9,151
11,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,2.909.984,11,13,18
12,Rise,Jonas Blue; Jack & Jack,2.907.695,12,12,57
13,Better Now,Post Malone,2.869.769,1,11,95
14,Jackie Chan,Tiësto; Dzeko; Preme; Post Malone,2.831.655,11,14,74
15,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,2.752.737,1,15,116
16,Youngblood,5 Seconds of Summer,2.605.628,6,16,109
17,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,2.359.458,7,17,108
18,Don’t Matter To Me (with Michael Jackson),Drake; Michael Jackson,2.279.845,1,18,32
19,Moonlight,XXXTENTACION,2.252.435,2,19,137
20,In My Mind,Dynoro; Gigi D'Agostino,2.173.344,20,25,27
21,Nonstop,Drake,2.138.461,1,20,32
22,Sin Pijama,Becky G; NATTI NATASHA,2.102.531,20,22,98
23,Ocean (feat. Khalid),Martin Garrix; Khalid,2.082.013,13,24,46
24,God's Plan,Drake,2.066.633,1,21,192
25,Body,Loud Luxury; Brando,2.027.735,22,23,64
26,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1.938.981,4,27,82
27,Nice For What,Drake,1.872.542,1,26,115
28,Born To Be Yours,Kygo; Imagine Dragons,1.861.759,22,29,46
29,2002,Anne-Marie,1.837.742,25,28,102
30,No Es Justo,J Balvin; Zion & Lennox,1.738.135,29,30,39
31,Vaina Loca,Ozuna; Manuel Turizo,1.695.559,31,31,32
32,Nevermind,Dennis Lloyd,1.684.777,17,34,141
33,no tears left to cry,Ariana Grande,1.658.740,2,35,102
