Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Nice For What,Drake,5.773.576,1,1,4
2,God's Plan,Drake,5.195.522,1,2,81
3,Call Out My Name,The Weeknd,3.847.971,1,3,12
4,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,3.814.232,2,4,47
5,FRIENDS,Marshmello; Anne-Marie,3.497.749,3,5,61
6,X,Nicky Jam; J Balvin,3.348.554,4,6,40
7,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,3.052.779,7,7,26
8,SAD!,XXXTENTACION,2.949.049,3,8,40
9,IDGAF,Dua Lipa,2.910.263,3,9,106
10,The Middle,Zedd; Maren Morris; Grey,2.865.464,6,10,75
11,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,2.854.697,11,13,5
12,Look Alive (feat. Drake),BlocBoy JB; Drake,2.796.905,6,12,61
13,Love Lies (with Normani),Khalid; Normani,2.760.284,9,11,54
14,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,2.543.728,9,14,79
15,Mine,Bazzi,2.411.485,3,15,80
16,All The Stars (with SZA),Kendrick Lamar; SZA,2.372.130,2,16,96
17,In My Blood,Shawn Mendes,2.189.156,4,17,20
18,Plug Walk,Rich The Kid,2.121.785,18,18,37
19,rockstar (feat. 21 Savage),Post Malone; 21 Savage,2.080.171,1,19,208
20,Dura,Daddy Yankee,1.951.513,8,20,82
21,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1.930.682,16,22,209
22,I Like It,Cardi B; Bad Bunny; J Balvin,1.923.905,22,24,5
23,Havana (feat. Young Thug),Camila Cabello; Young Thug,1.886.493,1,21,250
24,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,1.792.161,20,25,53
25,Walk It Talk It,Migos; Drake,1.770.270,14,28,75
26,Wasted Times,The Weeknd,1.769.344,5,23,12
27,Be Careful,Cardi B,1.709.375,27,27,12
28,Nevermind,Dennis Lloyd,1.681.352,28,32,30
29,Delicate,Taylor Swift,1.645.527,24,30,25
30,Never Be the Same,Camila Cabello,1.641.108,4,29,125
31,Try Me,The Weeknd,1.640.746,3,26,12
32,Like I Do,David Guetta; Martin Garrix; Brooks,1.601.932,24,31,47
33,New Rules,Dua Lipa,1.540.327,2,33,275
34,Remind Me to Forget,Kygo; Miguel,1.530.827,34,36,26
35,Say Something (feat. Chris Stapleton),Justin Timberlake; Chris Stapleton,1.477.586,21,37,75
36,Pray For Me,The Weeknd; Kendrick Lamar,1.465.837,3,35,68
37,Échame La Culpa,Luis Fonsi; Demi Lovato,1.447.358,5,39,145
38,Bella,Wolfine,1.443.365,24,38,106
39,Moonlight,XXXTENTACION,1.433.031,14,34,26
40,Shape of You,Ed Sheeran,1.396.641,1,40,460
41,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,1.390.987,41,45,50
42,Mad Love,Sean Paul; David Guetta; Becky G,1.374.635,41,47,40
43,Perfect,Ed Sheeran,1.369.265,3,43,404
44,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,1.366.140,29,41,162
45,I Fall Apart,Post Malone,1.351.328,10,44,198
46,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,1.334.993,29,46,156
47,Wolves,Selena Gomez; Marshmello,1.333.090,3,49,168
48,Drip (feat. Migos),Cardi B; Migos,1.321.418,29,42,6
49,JAPAN,Famous Dex,1.301.697,49,50,20
50,I Do (feat. SZA),Cardi B; SZA,1.300.894,48,48,5
51,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi; Juicy J,1.237.915,51,53,40
52,Amorfoda,Bad Bunny,1.234.007,10,51,54
53,Síguelo Bailando,Ozuna,1.216.644,40,52,100
54,Everyday,Logic; Marshmello,1.211.109,14,54,40
55,Bartier Cardi (feat. 21 Savage),Cardi B; 21 Savage,1.176.681,20,55,110
56,Flames,David Guetta; Sia,1.172.079,56,69,19
57,River (feat. Ed Sheeran),Eminem; Ed Sheeran,1.164.941,2,57,117
58,Bodak Yellow,Cardi B,1.145.504,15,58,256
59,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,1.130.640,4,62,97
60,Feel It Still,Portugal. The Man,1.130.284,17,60,273
61,Stir Fry,Migos,1.123.428,15,59,100
62,King's Dead (with Kendrick Lamar Future & James Blake),Jay Rock; Kendrick Lamar; Future; James Blake,1.088.011,26,64,89
63,Lemon (feat. Drake) - Drake Remix,N.E.R.D; Rihanna; Drake,1.082.489,56,63,23
64,1950,King Princess,1.080.359,64,71,24
65,Lost In Japan,Shawn Mendes,1.068.982,20,65,19
66,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,1.062.799,14,72,215
67,Thunder,Imagine Dragons,1.059.103,7,70,348
68,Best Life (feat. Chance The Rapper),Cardi B; Chance the Rapper,1.043.325,61,61,5
69,Ring (feat. Kehlani),Cardi B; Kehlani,1.040.543,66,66,5
70,Get Up 10,Cardi B,1.037.800,54,56,5
71,Let You Down,NF,1.027.439,6,73,188
72,Criminal,NATTI NATASHA; Ozuna,1.026.838,16,74,212
73,Downtown,Anitta; J Balvin,1.016.247,19,77,143
74,Bickenhead,Cardi B,1.014.079,68,68,5
75,Sick Boy,The Chainsmokers,1.009.954,13,76,83
76,Too Good At Goodbyes,Sam Smith,998.653,1,78,215
77,Hurt You,The Weeknd; Gesaffelstein,982.984,9,67,12
78,XO Tour Llif3,Lil Uzi Vert,978.354,9,81,382
79,El Préstamo,Maluma,976.404,69,84,32
80,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,974.384,14,82,159
81,Believer,Imagine Dragons,972.166,15,83,433
82,A$AP Forever (feat. Moby),A$AP Rocky; Moby,960.380,53,75,6
83,Silence,Marshmello; Khalid,958.569,7,85,243
84,changes,XXXTENTACION,947.658,23,79,40
85,Dembow,Danny Ocean,942.794,59,86,92
86,Congratulations,Post Malone; Quavo,920.662,20,88,442
87,Breathe (feat. Ina Wroldsen),Jax Jones; Ina Wroldsen,912.950,44,89,92
88,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,908.166,20,92,166
89,I Was Never There,The Weeknd; Gesaffelstein,902.169,8,80,12
90,Jocelyn Flores,XXXTENTACION,901.978,15,87,229
91,Capital Letters,Hailee Steinfeld; BloodPop®,896.579,31,91,81
92,For You (With Rita Ora),Liam Payne; Rita Ora,881.978,24,96,96
93,This Is Me,Keala Settle; The Greatest Showman Ensemble,869.386,26,95,100
94,Him & I (with Halsey),G-Eazy; Halsey,862.652,6,94,131
95,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,862.107,19,97,159
96,EL BAÑO,Enrique Iglesias; Bad Bunny,858.756,36,93,89
97,PICK IT UP (feat. A$AP Rocky),Famous Dex; A$AP Rocky,849.636,53,98,151
98,HUMBLE.,Kendrick Lamar,847.449,1,102,376
99,Rewrite The Stars,Zac Efron; Zendaya,846.771,18,99,100
