Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,God's Plan,Drake,7.393.443,1,1,3
2,Havana (feat. Young Thug),Camila Cabello; Young Thug,3.806.993,1,2,172
3,rockstar (feat. 21 Savage),Post Malone; 21 Savage,3.570.032,1,3,130
4,River (feat. Ed Sheeran),Eminem; Ed Sheeran,2.966.972,2,4,39
5,Finesse - Remix; feat. Cardi B,Bruno Mars; Cardi B,2.687.293,4,6,19
6,Wolves,Selena Gomez; Marshmello,2.683.718,3,5,90
7,Never Be the Same,Camila Cabello,2.602.846,4,9,47
8,Diplomatic Immunity,Drake,2.558.352,8,8,3
9,Échame La Culpa,Luis Fonsi; Demi Lovato,2.503.895,6,7,67
10,Him & I (with Halsey),G-Eazy; Halsey,2.497.353,6,11,53
11,New Rules,Dua Lipa,2.468.500,2,10,197
12,IDGAF,Dua Lipa,2.438.625,12,14,28
13,Perfect,Ed Sheeran,2.423.887,3,12,326
14,Let You Down,NF,2.400.685,6,13,110
15,All The Stars (with SZA),Kendrick Lamar; SZA,2.113.192,12,16,18
16,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,2.029.454,14,18,137
17,Shape of You,Ed Sheeran,1.969.841,1,15,382
18,I Fall Apart,Post Malone,1.969.618,10,17,120
19,Rewrite The Stars,Zac Efron; Zendaya,1.957.949,19,24,22
20,Sick Boy,The Chainsmokers,1.903.753,13,27,5
21,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,1.888.630,3,19,53
22,What Lovers Do (feat. SZA),Maroon 5; SZA,1.862.193,4,20,146
23,Too Good At Goodbyes,Sam Smith,1.856.400,1,23,137
24,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1.831.309,22,28,131
25,Silence,Marshmello; Khalid,1.827.513,7,22,165
26,No Limit,G-Eazy; A$AP Rocky; Cardi B,1.778.244,18,25,108
27,This Is Me,Keala Settle; The Greatest Showman Ensemble,1.763.961,27,30,22
28,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,1.759.584,20,29,88
29,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,1.742.563,14,21,81
30,Downtown,Anitta; J Balvin,1.718.358,19,26,65
31,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,1.592.346,3,33,138
32,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,1.562.366,19,31,81
33,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,1.526.514,30,35,78
34,Bartier Cardi (feat. 21 Savage),Cardi B; 21 Savage,1.501.478,20,37,32
35,Thunder,Imagine Dragons,1.490.546,7,36,270
36,Criminal,NATTI NATASHA; Ozuna,1.481.050,16,32,134
37,Gucci Gang,Lil Pump,1.436.918,4,34,136
38,Anywhere,Rita Ora,1.410.441,38,45,92
39,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,1.408.692,29,44,84
40,Feel It Still,Portugal. The Man,1.400.163,17,41,195
41,EL BAÑO,Enrique Iglesias; Bad Bunny,1.396.199,36,39,11
42,XO Tour Llif3,Lil Uzi Vert,1.393.534,9,38,304
43,How Long,Charlie Puth,1.385.882,15,46,40
44,Bella,Wolfine,1.379.767,43,43,28
45,Young Dumb & Broke,Khalid,1.375.377,11,40,213
46,Congratulations,Post Malone; Quavo,1.360.112,20,42,364
47,Candy Paint,Post Malone,1.349.188,16,47,121
48,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix; David Guetta; Jamie Scott; Romy Dya,1.344.424,40,50,53
49,Tip Toe (feat. French Montana),Jason Derulo; French Montana,1.339.727,44,49,74
50,My My My!,Troye Sivan,1.219.327,25,53,12
