Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Better Now,Post Malone,4.399.694,1,1,36
2,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,4.321.172,1,2,57
3,Nice For What,Drake,3.737.476,1,3,56
4,God's Plan,Drake,3.311.636,1,4,133
5,I Like It,Cardi B; Bad Bunny; J Balvin,3.297.304,5,6,57
6,no tears left to cry,Ariana Grande,3.280.131,2,5,43
7,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,2.990.776,7,8,49
8,X,Nicky Jam; J Balvin,2.980.488,3,9,92
9,This Is America,Childish Gambino,2.932.590,1,7,27
10,Back To You,Selena Gomez,2.823.591,10,11,23
11,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,2.757.741,1,10,99
12,FRIENDS,Marshmello; Anne-Marie,2.559.694,3,12,113
13,I'm Upset,Drake,2.531.555,13,14,6
14,Lucid Dreams,Juice WRLD,2.463.829,13,13,20
15,Yes Indeed,Lil Baby; Drake,2.317.240,12,15,18
16,Youngblood,5 Seconds of Summer,2.302.730,16,16,50
17,rockstar (feat. 21 Savage),Post Malone; 21 Savage,2.241.882,1,17,260
18,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,2.134.457,18,24,15
19,Nevermind,Dennis Lloyd,2.098.749,17,20,82
20,Flames,David Guetta; Sia,2.097.133,20,21,71
21,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,2.057.927,21,—,1
22,Love Lies (with Normani),Khalid; Normani,2.053.969,9,19,106
23,The Middle,Zedd; Maren Morris; Grey,2.027.004,6,22,127
24,In My Blood,Shawn Mendes,2.022.870,4,18,72
25,Look Alive (feat. Drake),BlocBoy JB; Drake,1.952.472,6,25,113
26,IDGAF,Dua Lipa,1.941.513,3,23,158
27,Youth (feat. Khalid),Shawn Mendes; Khalid,1.898.818,17,26,30
28,Freaky Friday (feat. Chris Brown),Lil Dicky; Chris Brown,1.881.816,7,27,78
29,These Days (feat. Jess Glynne Macklemore & Dan Caplen),Rudimental; Jess Glynne; Macklemore; Dan Caplen,1.775.290,9,29,131
30,Me Niego (feat. Ozuna & Wisin),Reik; Ozuna; Wisin,1.709.721,20,35,105
31,2002,Anne-Marie,1.697.749,31,34,43
32,lovely (with Khalid),Billie Eilish; Khalid,1.679.688,31,31,40
33,Playinwitme (feat. Kehlani),KYLE; Kehlani,1.677.574,26,32,58
34,Sin Pijama,Becky G; NATTI NATASHA,1.668.168,34,36,39
35,Call Out My Name,The Weeknd,1.659.675,1,30,64
36,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky; Skepta,1.657.050,14,28,8
37,OTW,Khalid; 6LACK; Ty Dolla $ign,1.623.974,23,33,43
38,Remind Me to Forget,Kygo; Miguel,1.583.248,26,37,78
39,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1.549.197,16,38,261
40,Havana (feat. Young Thug),Camila Cabello; Young Thug,1.481.730,1,41,302
41,1 2 3 (feat. Jason Derulo & De La Ghetto),Sofía Reyes; Jason Derulo; De La Ghetto,1.450.605,31,43,102
42,SAD!,XXXTENTACION,1.425.251,3,44,92
43,Paranoid,Post Malone,1.408.986,2,42,36
44,Taste (feat. Offset),Tyga; Offset,1.394.111,44,51,15
45,All The Stars (with SZA),Kendrick Lamar; SZA,1.391.362,2,45,148
46,New Rules,Dua Lipa,1.384.206,2,46,327
47,FAKE LOVE,BTS,1.383.226,14,40,15
48,Shape of You,Ed Sheeran,1.370.803,1,48,512
49,Give Yourself A Try,The 1975,1.369.134,49,—,1
50,Walk It Talk It,Migos; Drake,1.348.626,14,47,127
51,Nervous,Shawn Mendes,1.306.883,16,39,8
52,Dura - Remix,Daddy Yankee; NATTI NATASHA; Becky G; Bad Bunny,1.289.586,47,54,34
53,Mine,Bazzi,1.276.915,3,49,132
54,Ball For Me (feat. Nicki Minaj),Post Malone; Nicki Minaj,1.265.589,12,50,36
55,Jackie Chan,Tiësto; Dzeko; Preme; Post Malone,1.243.986,53,53,15
56,Plug Walk,Rich The Kid,1.238.493,18,52,89
57,La player (Bandolera),Zion & Lennox,1.194.832,57,60,74
58,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,1.177.620,29,57,214
59,Síguelo Bailando,Ozuna,1.169.963,40,59,152
60,TATI,6ix9ine; DJ SpinKing,1.150.372,50,55,6
61,Like I Do,David Guetta; Martin Garrix; Brooks,1.149.487,24,58,99
62,El Préstamo,Maluma,1.144.354,47,61,84
63,All Girls Are The Same,Juice WRLD,1.135.861,56,56,21
64,Dura,Daddy Yankee,1.133.329,8,63,134
65,Somebody,The Chainsmokers; Drew Love,1.102.142,46,62,43
66,Familiar,Liam Payne; J Balvin,1.099.589,51,70,43
67,New Light,John Mayer,1.083.887,66,66,7
68,Perfect,Ed Sheeran,1.075.482,3,69,456
69,Spoil My Night (feat. Swae Lee),Post Malone; Swae Lee,1.068.243,4,65,36
70,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi; Juicy J,1.066.907,40,64,92
71,Échame La Culpa,Luis Fonsi; Demi Lovato,1.058.046,5,72,197
72,I Fall Apart,Post Malone,1.046.394,10,68,250
73,Candy Paint,Post Malone,1.044.649,16,71,251
74,Stay,Post Malone,1.023.129,11,67,36
75,Madura,Cosculluela; Bad Bunny,1.017.662,75,75,48
