ID,Track,Singer(s),Stream
1,Look What You Made Me Do,Taylor Swift,114852323
2,Mi Gente,J Balvin; Willy William,119249769
3,Friends (with BloodPop®),Justin Bieber; BloodPop®,88038803
4,New Rules,Dua Lipa,108385751
5,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,79583175
6,Unforgettable,French Montana; Swae Lee,101983888
7,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,65751565
8,Sorry Not Sorry,Demi Lovato,79197223
9,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,63565801
10,XO Tour Llif3,Lil Uzi Vert,66409151
11,Havana (feat. Young Thug),Camila Cabello; Young Thug,87148478
12,Attention,Charlie Puth,67130204
13,Shape of You,Ed Sheeran,69177393
14,Silence,Marshmello; Khalid,81714378
15,2U (feat. Justin Bieber),David Guetta; Justin Bieber,57187624
16,More Than You Know,Axwell /\ Ingrosso,61407068
17,Thunder,Imagine Dragons,66665472
18,1-800-273-8255,Logic; Alessia Cara; Khalid,92574208
19,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,63552870
20,Strip That Down (feat. Quavo),Liam Payne; Quavo,60705236
21,Mama,Jonas Blue; William Singe,56148274
22,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,65711328
23,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,58846157
24,There's Nothing Holdin' Me Back,Shawn Mendes,51789823
25,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,48702756
26,Bank Account,21 Savage,58334074
27,Young Dumb & Broke,Khalid,63411619
28,Me Rehúso,Danny Ocean,53525767
29,HUMBLE.,Kendrick Lamar,51071058
30,Jocelyn Flores,XXXTENTACION,62366789
31,What Lovers Do (feat. SZA),Maroon 5; SZA,71886725
32,I Like Me Better,Lauv,53156869
33,Bodak Yellow,Cardi B,57286501
34,What About Us,P!nk,50194057
35,Felices los 4,Maluma,44555723
36,Congratulations,Post Malone; Quavo,47326492
37,Your Song,Rita Ora,41848635
38,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,44894693
39,Something Just Like This,The Chainsmokers; Coldplay,41084838
40,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,39674588
41,Despacito,Luis Fonsi; Daddy Yankee,36164707
42,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,36195215
43,Slow Hands,Niall Horan,36040885
44,BUTTERFLY EFFECT,Travis Scott,37065168
45,Believer,Imagine Dragons,40695262
46,Bonita,J Balvin; Jowell & Randy,40229004
47,There for You,Martin Garrix; Troye Sivan,33621979
48,Rich Love (with Seeb),OneRepublic; Seeb,33617218
49,Una Lady Como Tú,Manuel Turizo,37619896
50,Fetish (feat. Gucci Mane),Selena Gomez; Gucci Mane,27661425
51,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,29463502
52,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,34349612
53,Feel It Still,Portugal. The Man,40423089
54,Know No Better (feat. Travis Scott Camila Cabello & Quavo),Major Lazer; Travis Scott; Camila Cabello; Quavo,25797188
55,Location,Khalid,31609145
56,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,29147909
57,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert; Oh Wonder,32239763
58,Mayores,Becky G; Bad Bunny,36073260
59,Would You Ever,Skrillex; Poo Bear,28734755
60,Praying,Kesha,24035120
61,Questions,Chris Brown,31541894
62,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,28185338
63,That's What I Like,Bruno Mars,27252857
64,Everybody Dies In Their Nightmares,XXXTENTACION,25160052
65,Stay,Zedd; Alessia Cara,25611733
66,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,26832799
67,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,26154184
68,Robarte un Beso,Carlos Vives; Sebastian Yatra,29389992
69,If I'm Lucky,Jason Derulo,23536271
70,Redbone,Childish Gambino,26168767
71,Mask Off,Future,26446499
72,goosebumps,Travis Scott,28490217
73,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones; Demi Lovato; Stefflon Don,24523940
74,Galway Girl,Ed Sheeran,24722058
75,Reggaetón Lento (Remix),CNCO; Little Mix,29839627
76,Tú Foto,Ozuna,25994991
77,Love Galore (feat. Travis Scott),SZA; Travis Scott,26123046
78,I Get the Bag (feat. Migos),Gucci Mane; Migos,28438341
79,Hey DJ,CNCO; Yandel,23768925
80,Krippy Kush,Farruko; Bad Bunny; Rvssian,23699172
81,DNA.,Kendrick Lamar,24138295
82,Magnolia,Playboi Carti,23122577
83,OK,Robin Schulz; James Blunt,22944254
84,Down (feat. Gucci Mane),Fifth Harmony; Gucci Mane,9240680
85,Say You Won't Let Go,James Arthur,26337713
86,OMG (feat. Quavo),Camila Cabello; Quavo,23113646
87,Get Low (with Liam Payne),Zedd; Liam Payne,17478797
88,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,20983884
89,Signs,Drake,20625974
90,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,20674691
91,Closer,The Chainsmokers; Halsey,23058763
92,Issues,Julia Michaels,21709655
93,Báilame - Remix,Nacho; Yandel; Bad Bunny; Mambo Kingz; DJ Luian,29125163
94,Crying in the Club,Camila Cabello,19442318
95,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,23078872
96,Revenge,XXXTENTACION,15998231
97,Swish Swish,Katy Perry; Nicki Minaj,21250008
98,Roll in Peace (feat. XXXTENTACION),Kodak Black; XXXTENTACION,23853668
99,Bad Liar,Selena Gomez,19116927
100,Malibu,Miley Cyrus,19901658
101,Rake It Up (feat. Nicki Minaj),Yo Gotti; Nicki Minaj,24574609
102,Passionfruit,Drake,20951723
103,Most Girls,Hailee Steinfeld,20457553
104,Bella y Sensual,Romeo Santos; Daddy Yankee; Nicky Jam,20722602
105,It's A Vibe,2 Chainz; Ty Dolla $ign; Trey Songz; Jhené Aiko,19464961
106,La Rompe Corazones,Daddy Yankee; Ozuna,18807800
107,Starboy,The Weeknd; Daft Punk,20377070
108,One Dance,Drake; Wizkid; Kyla,19856175
109,Slippery (feat. Gucci Mane),Migos; Gucci Mane,22281315
110,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,14583225
111,Me Enamoré,Shakira,17388179
112,Perfect,Ed Sheeran,31370472
113,Solo Dance,Martin Jensen,17195606
114,Scared to Be Lonely,Martin Garrix; Dua Lipa,18817566
115,I Feel It Coming,The Weeknd; Daft Punk,19150818
116,Came Here for Love,Sigala; Ella Eyre,16242618
117,Photograph,Ed Sheeran,19516788
118,El Amante,Nicky Jam,15592040
119,Body Like A Back Road,Sam Hunt,18550107
120,Sauce It Up,Lil Uzi Vert,16606038
121,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,18860825
122,X,Lil Uzi Vert,4633512
123,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,18237285
124,El Farsante,Ozuna,20684035
125,Sigo Extrañándote,J Balvin,17178097
126,Now Or Never,Halsey,15800364
127,Summer Air,ItaloBrothers,15448838
128,Sign of the Times,Harry Styles,18160902
129,Depression & Obsession,XXXTENTACION,7301475
130,First Time,Kygo; Ellie Goulding,15934000
131,Castle on the Hill,Ed Sheeran,17283967
132,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer; Anitta; Pabllo Vittar,16370036
133,Sola (Remix),Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin,17179884
134,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,17079008
135,Look At Me!,XXXTENTACION,18225505
136,Se Preparó,Ozuna,27404696
137,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,18114688
138,Provider,Frank Ocean,630067
139,Si Tú La Ves (feat. Wisin),Nicky Jam; Wisin,17088918
140,Super Far,LANY,17346453
141,Perplexing Pegasus - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi,16818170
142,444+222,Lil Uzi Vert,3649938
143,Carry On,XXXTENTACION,6539581
144,Chantaje (feat. Maluma),Shakira; Maluma,16049359
145,Rain,The Script,14087393
146,Loco Enamorado,Abraham Mateo; Farruko; Christian Daniel,17801924
147,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,16421880
148,do re mi (feat. Gucci Mane),blackbear; Gucci Mane,17238566
149,Paris,The Chainsmokers,16800141
150,Thinking out Loud,Ed Sheeran,17788245
151,Ahora Me Llama,KAROL G; Bad Bunny,17100259
152,Que Va,Alex Sensation; Ozuna,22519164
153,Besándote,Piso 21,10112886
154,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike; David Guetta; Dimitri Vegas; Kiiara,14149921
155,Don't Let Me Down,The Chainsmokers; Daya,15900878
156,Me llamas (feat. Maluma) - Remix,Piso 21; Maluma,16069699
157,Let Me Love You,DJ Snake; Justin Bieber,16104932
158,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,16287928
159,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,18996916
160,Save Me,XXXTENTACION,3920631
161,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,13485776
162,Treat You Better,Shawn Mendes,16211552
163,Girls on Boys,Galantis; ROZES,575093
164,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,8409016
165,Marmalade (feat. Lil Yachty),Macklemore; Lil Yachty,7242624
166,Reggaetón Lento (Bailemos),CNCO,3783064
167,Starving,Hailee Steinfeld; Grey; Zedd,15764862
168,24K Magic,Bruno Mars,15044811
169,Unforgettable,Thomas Rhett,550855
170,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),Justin Timberlake,12927479
171,Báilame,Nacho,4802677
172,Bounce Back,Big Sean,14865731
173,Why,Sabrina Carpenter,10897941
174,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,4221064
175,Fake Love,Drake,8604753
176,Think Before I Talk,Astrid S,11826834
177,Side To Side,Ariana Grande; Nicki Minaj,9631376
178,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,3757679
179,Lose Yourself - From "8 Mile" Soundtrack,Eminem,14780155
180,Go Flex,Post Malone,17776157
181,Tuesday,Burak Yeter; Danelle Sandoval,1956364
182,All My Love (feat. Conor Maynard),Cash Cash; Conor Maynard,959852
183,Love Yourself,Justin Bieber,14604756
184,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin; Offset; Drake,12842491
185,He Like That,Fifth Harmony,512170
186,In the Name of Love,Martin Garrix; Bebe Rexha,7450034
187,T-Shirt,Migos,7381681
188,White Iverson,Post Malone,16173405
189,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,4447180
190,I Took A Pill In Ibiza - Seeb Remix,Mike Posner; Seeb,4874334
191,Till I Collapse,Eminem; Nate Dogg,6037660
192,Happier,Ed Sheeran,12635161
193,Mercy,Shawn Mendes,11738457
194,Tunnel Vision,Kodak Black,11650114
195,do re mi,blackbear,6206361
196,Faded,Alan Walker,6632318
197,Portland,Drake; Quavo; Travis Scott,3467367
198,In the End,Linkin Park,3396679
199,Bebe (feat. Anuel AA),Ozuna; Anuel AA,3171754
200,Swang,Rae Sremmurd,469625
201,The Race,Tay-K,17738327
202,Loca (feat. Cali y El Dandee),Maite Perroni; Cali Y El Dandee,4066168
203,Broccoli (feat. Lil Yachty),DRAM; Lil Yachty,864916
204,Cheap Thrills,Sia,886503
205,Wonderwall - Remastered,Oasis,5638164
206,Heathens,Twenty One Pilots,1686112
207,...Ready For It?,Taylor Swift,59182856
208,The Night We Met,Lord Huron,6949900
209,Sucker for Pain (with Wiz Khalifa Imagine Dragons Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne; Wiz Khalifa; Imagine Dragons; X Ambassadors; Logic; Ty Dolla $ign,801848
210,The Scientist,Coldplay,8311322
211,Shake It Off,Taylor Swift,1293795
212,Blank Space,Taylor Swift,871673
213,Mr. Brightside,The Killers,3442789
214,The Cure,Lady Gaga,856908
215,Explícale (feat. Bad Bunny),Yandel; Bad Bunny,16445993
216,Relationship (feat. Future),Young Thug; Future,13474072
217,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,70160692
218,Too Good At Goodbyes,Sam Smith,88982037
219,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,24608648
220,disco tits,Tove Lo,749205
221,No Limit,G-Eazy; A$AP Rocky; Cardi B,2536966
222,Love So Soft,Kelly Clarkson,733078
223,You’re The Best Thing About Me,U2,663904
224,You Don't Do It For Me Anymore,Demi Lovato,647880
225,Stay With Me,Sam Smith,9549402
226,I Believe I'm Fine,Robin Schulz; HUGEL,549233
227,Leave Right Now,Thomas Rhett,537126
228,Gucci Gang,Lil Pump,14464194
229,I'm Not The Only One,Sam Smith,2300665
230,Let Her Go,Passenger,394026
231,All of Me,John Legend,1253805
232,Como Antes (feat. Wisin),Yandel; Wisin,8498954
233,Criminal,NATTI NATASHA; Ozuna,13721572
234,Still Got Time (feat. PARTYNEXTDOOR),ZAYN; PARTYNEXTDOOR,432917
235,Transportin',Kodak Black,11051782
236,Bad At Love,Halsey,10407123
237,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,12262391
238,Suena El Dembow,Joey Montana; Sebastian Yatra,10661756
239,rockstar (feat. 21 Savage),Post Malone; 21 Savage,91576381
240,Too Much To Ask,Niall Horan,22209909
241,Homemade Dynamite (Feat. Khalid Post Malone & SZA) - REMIX,Lorde; Khalid; Post Malone; SZA,16410683
242,Curve (feat. The Weeknd),Gucci Mane; The Weeknd,10970430
243,Arrows,Foo Fighters,765715
244,Run,Foo Fighters,1181899
245,Find You,Nick Jonas,695461
246,The Sky Is A Neighborhood,Foo Fighters,1159380
247,Make It Right,Foo Fighters,607070
