ID,Track,Singer(s),Stream
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,162373024
2,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,128586642
3,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,113087038
4,2U (feat. Justin Bieber),David Guetta; Justin Bieber,100846405
5,Shape of You,Ed Sheeran,99619812
6,Unforgettable,French Montana; Swae Lee,106754249
7,Attention,Charlie Puth,92756162
8,Thunder,Imagine Dragons,85600044
9,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,97353108
10,Strip That Down (feat. Quavo),Liam Payne; Quavo,83539967
11,There's Nothing Holdin' Me Back,Shawn Mendes,77131602
12,Mama,Jonas Blue; William Singe,82084234
13,Despacito,Luis Fonsi; Daddy Yankee,68797316
14,XO Tour Llif3,Lil Uzi Vert,75263863
15,HUMBLE.,Kendrick Lamar,67140315
16,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,67221835
17,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,59838894
18,Something Just Like This,The Chainsmokers; Coldplay,66460199
19,Signs,Drake,58957377
20,There for You,Martin Garrix; Troye Sivan,63731352
21,Believer,Imagine Dragons,60568203
22,Felices los 4,Maluma,61989961
23,Stay,Zedd; Alessia Cara,52273108
24,Congratulations,Post Malone; Quavo,59932183
25,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,58014750
26,That's What I Like,Bruno Mars,52118405
27,More Than You Know,Axwell /\ Ingrosso,64422333
28,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,52987009
29,Me Rehúso,Danny Ocean,58206910
30,Mask Off,Future,48336271
31,Bad Liar,Selena Gomez,50393343
32,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,42432355
33,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,39370877
34,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,46671368
35,Know No Better (feat. Travis Scott Camila Cabello & Quavo),Major Lazer; Travis Scott; Camila Cabello; Quavo,53311606
36,Your Song,Rita Ora,53621072
37,Crying in the Club,Camila Cabello,51339265
38,Slow Hands,Niall Horan,53038578
39,Malibu,Miley Cyrus,39126317
40,Redbone,Childish Gambino,46747270
41,Galway Girl,Ed Sheeran,41916625
42,First Time,Kygo; Ellie Goulding,35428957
43,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,44633075
44,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,44998530
45,Passionfruit,Drake,35375166
46,Location,Khalid,43226276
47,Mi Gente,J Balvin; Willy William,101168353
48,Now Or Never,Halsey,34961312
49,DNA.,Kendrick Lamar,36149128
50,1-800-273-8255,Logic; Alessia Cara; Khalid,34622762
51,Swish Swish,Katy Perry; Nicki Minaj,26237705
52,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,39365717
53,Hey DJ,CNCO; Yandel,35742921
54,Sign of the Times,Harry Styles,28501409
55,OK,Robin Schulz; James Blunt,31802930
56,Issues,Julia Michaels,28457301
57,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,28236948
58,Most Girls,Hailee Steinfeld,32880682
59,goosebumps,Travis Scott,29964146
60,Bonita,J Balvin; Jowell & Randy,33940962
61,BUTTERFLY EFFECT,Travis Scott,37565186
62,Closer,The Chainsmokers; Halsey,28691329
63,Magnolia,Playboi Carti,28300643
64,El Amante,Nicky Jam,25137639
65,Body Like A Back Road,Sam Hunt,29760035
66,Una Lady Como Tú,Manuel Turizo,37211016
67,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,24826665
68,I Like Me Better,Lauv,43057177
69,Me Enamoré,Shakira,27362545
70,Tuesday,Burak Yeter; Danelle Sandoval,22310056
71,Scared to Be Lonely,Martin Garrix; Dua Lipa,25887517
72,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,24485896
73,Say You Won't Let Go,James Arthur,28637572
74,Down (feat. Gucci Mane),Fifth Harmony; Gucci Mane,28843496
75,I Feel It Coming,The Weeknd; Daft Punk,24436232
76,Tú Foto,Ozuna,27003130
77,Slippery (feat. Gucci Mane),Migos; Gucci Mane,27100891
78,Sigo Extrañándote,J Balvin,24162575
79,One Dance,Drake; Wizkid; Kyla,24293652
80,La Rompe Corazones,Daddy Yankee; Ozuna,25489296
81,Starboy,The Weeknd; Daft Punk,24098337
82,Whatever It Takes,Imagine Dragons,15331038
83,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,22947690
84,Castle on the Hill,Ed Sheeran,23807398
85,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,21961632
86,Chantaje (feat. Maluma),Shakira; Maluma,23342955
87,Paris,The Chainsmokers,22070874
88,Solo Dance,Martin Jensen,22770694
89,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,22063269
90,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,20339082
91,Cash Out (feat. ScHoolboy Q PARTYNEXTDOOR & D.R.A.M.),Calvin Harris; ScHoolboy Q; PARTYNEXTDOOR; DRAM; Funk Wav,3243221
92,Came Here for Love,Sigala; Ella Eyre,24583194
93,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,20390479
94,No Vacancy,OneRepublic,22141701
95,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin; Offset; Drake,19313309
96,Prayers Up (feat. Travis Scott & A-Trak),Calvin Harris; Travis Scott; A-Trak; Funk Wav,3136137
97,Let Me Love You,DJ Snake; Justin Bieber,20540673
98,Sola (Remix),Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin,21489762
99,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,20508275
100,4 AM,2 Chainz; Travis Scott,19820202
101,Heatstroke (feat. Young Thug Pharrell Williams & Ariana Grande),Calvin Harris; Young Thug; Pharrell Williams; Ariana Grande; Funk Wav,3274704
102,24K Magic,Bruno Mars,19125462
103,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,20574835
104,Portland,Drake; Quavo; Travis Scott,17562953
105,Báilame,Nacho,21864552
106,Reggaetón Lento (Bailemos),CNCO,19523587
107,Perfect,Ed Sheeran,21494041
108,Don't Let Me Down,The Chainsmokers; Daya,19952035
109,The Cure,Lady Gaga,18606397
110,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,18316326
111,Hunter,Galantis,18405466
112,Me llamas (feat. Maluma) - Remix,Piso 21; Maluma,18985185
113,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),Justin Timberlake,17990125
114,Don't Quit (feat. Travis Scott & Jeremih),DJ Khaled; Calvin Harris; Travis Scott; Jeremih,3378512
115,Fake Love,Drake,16877728
116,Skrt On Me (feat. Nicki Minaj),Calvin Harris; Nicki Minaj; Funk Wav,1513185
117,Faking It (feat. Kehlani & Lil Yachty),Calvin Harris; Kehlani; Lil Yachty; Funk Wav,1536550
118,Bon Appétit,Katy Perry; Migos,15175860
119,Tunnel Vision,Kodak Black,15243968
120,Starving,Hailee Steinfeld; Grey; Zedd,18588313
121,Tired,Alan Walker; Gavin James,17245655
122,Photograph,Ed Sheeran,20129541
123,It's A Vibe,2 Chainz; Ty Dolla $ign; Trey Songz; Jhené Aiko,19417754
124,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,12564470
125,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,16996022
126,Side To Side,Ariana Grande; Nicki Minaj,17589721
127,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,18562239
128,Treat You Better,Shawn Mendes,18348455
129,Be Mine,Ofenbach,15092675
130,Bounce Back,Big Sean,16849775
131,Chained To The Rhythm,Katy Perry; Skip Marley,15188009
132,Cold (feat. Future),Maroon 5; Future,15338692
133,Homemade Dynamite,Lorde,10561097
134,Paradinha,Anitta,15645210
135,Si Tú La Ves (feat. Wisin),Nicky Jam; Wisin,17472468
136,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Tyler; The Creator; Frank Ocean; Steve Lacy,5546847
137,Green Light,Lorde,10089256
138,Hear Me Now,Alok; Zeeba; Bruno Martini,16172050
139,Reminding Me,Shawn Hook; Vanessa Hudgens,12829973
140,I Took A Pill In Ibiza - Seeb Remix,Mike Posner; Seeb,16472945
141,Look At Me!,XXXTENTACION,15450638
142,Swang,Rae Sremmurd,15498320
143,In the Name of Love,Martin Garrix; Bebe Rexha,16269954
144,Besándote,Piso 21,17400299
145,One Last Time,Ariana Grande,14898221
146,Vente Pa' Ca (feat. Maluma),Ricky Martin; Maluma,13907831
147,Weak,AJR,14953079
148,T-Shirt,Migos,14199322
149,Young Dumb & Broke,Khalid,22503865
150,Alguien Robo,Sebastian Yatra; Nacho; Wisin,16041160
151,Thinking out Loud,Ed Sheeran,17246089
152,Hot2Touch,Felix Jaehn; Hight; Alex Aiono,14982164
153,Nights With You,MØ,7363924
154,Summer Air,ItaloBrothers,17537483
155,Rolex,Ayo & Teo,14166540
156,Cheap Thrills,Sia,15093881
157,ELEMENT.,Kendrick Lamar,12918624
158,Love Yourself,Justin Bieber,15310510
159,Holiday (feat. Snoop Dogg John Legend & Takeoff),Calvin Harris; Snoop Dogg; John Legend; Takeoff; Funk Wav,510464
160,This Is What You Came For,Calvin Harris; Rihanna,8848676
161,Two High,Moon Taxi,18232687
162,Happier,Ed Sheeran,15531207
163,Traicionera,Sebastian Yatra,10313340
164,Safari,J Balvin; Pharrell Williams; BIA; Sky Rompiendo,12907448
165,Sorry,Justin Bieber,11317616
166,Faded,Alan Walker,14102614
167,The Way I Are (Dance with Somebody) [feat. Lil Wayne],Bebe Rexha; Lil Wayne,6680356
168,Heathens,Twenty One Pilots,13398694
169,How Far I'll Go - From "Moana",Alessia Cara,13562775
170,Te Quiero Pa´Mi,Don Omar; Zion & Lennox,8570936
171,Mercy,Shawn Mendes,13929666
172,Gyalchester,Drake,5251950
173,Si Tu Novio Te Deja Sola,J Balvin; Bad Bunny,6196281
174,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5; Kendrick Lamar,9599512
175,Work from Home (feat. Ty Dolla $ign),Fifth Harmony; Ty Dolla $ign,9105680
176,Ride,Twenty One Pilots,11061561
177,Broccoli (feat. Lil Yachty),DRAM; Lil Yachty,5634453
178,Can I Be Him,James Arthur,6246919
179,Stressed Out,Twenty One Pilots,11223475
180,do re mi,blackbear,14132458
181,Love Galore (feat. Travis Scott),SZA; Travis Scott,17479392
182,White Iverson,Post Malone,13324527
183,Still Got Time (feat. PARTYNEXTDOOR),ZAYN; PARTYNEXTDOOR,8209717
184,Perfect Strangers,Jonas Blue; JP Cooper,7866118
185,The Night We Met,Lord Huron,13278660
186,Panda,Desiigner,8292164
187,Vacaciones,Wisin,6985440
188,Power (feat. Stormzy),Little Mix; Stormzy,3356582
