ID,Track,Singer(s),Stream
1,rockstar (feat. 21 Savage),Post Malone; 21 Savage,196193022
2,New Rules,Dua Lipa,111601629
3,Too Good At Goodbyes,Sam Smith,96034563
4,Havana (feat. Young Thug),Camila Cabello; Young Thug,109843438
5,Mi Gente,J Balvin; Willy William,75486960
6,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,96768348
7,1-800-273-8255,Logic; Alessia Cara; Khalid,89631704
8,Sorry Not Sorry,Demi Lovato,69250147
9,Look What You Made Me Do,Taylor Swift,66125002
10,Silence,Marshmello; Khalid,83680780
11,Unforgettable,French Montana; Swae Lee,69094601
12,What Lovers Do (feat. SZA),Maroon 5; SZA,87710981
13,Friends (with BloodPop®),Justin Bieber; BloodPop®,62295672
14,Mi Gente (feat. Beyoncé),J Balvin; Willy William; Beyoncé,59008048
15,Bodak Yellow,Cardi B,55488619
16,Thunder,Imagine Dragons,63118593
17,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,64540016
18,Shape of You,Ed Sheeran,64114594
19,Young Dumb & Broke,Khalid,67499541
20,Perfect,Ed Sheeran,82438027
21,XO Tour Llif3,Lil Uzi Vert,59804100
22,Jocelyn Flores,XXXTENTACION,54452466
23,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,49851242
24,Bank Account,21 Savage,57137952
25,Attention,Charlie Puth,52381469
26,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,44701742
27,Congratulations,Post Malone; Quavo,54381631
28,Strip That Down (feat. Quavo),Liam Payne; Quavo,40875215
29,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,46393129
30,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,41718972
31,I Like Me Better,Lauv,45839589
32,Me Rehúso,Danny Ocean,49264153
33,More Than You Know,Axwell /\ Ingrosso,47213782
34,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,42083999
35,What About Us,P!nk,53787406
36,HUMBLE.,Kendrick Lamar,45869948
37,Mama,Jonas Blue; William Singe,39109596
38,There's Nothing Holdin' Me Back,Shawn Mendes,41395489
39,Feel It Still,Portugal. The Man,55789748
40,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,50958674
41,Felices los 4,Maluma,36777846
42,Bonita,J Balvin; Jowell & Randy,36040585
43,Believer,Imagine Dragons,37401160
44,2U (feat. Justin Bieber),David Guetta; Justin Bieber,30629264
45,Mayores,Becky G; Bad Bunny,42341241
46,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,31071565
47,Se Preparó,Ozuna,45439870
48,Something Just Like This,The Chainsmokers; Coldplay,35756176
49,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert; Oh Wonder,36438994
50,...Ready For It?,Taylor Swift,25416573
51,Too Much To Ask,Niall Horan,39173131
52,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,43325696
53,I Fall Apart,Post Malone,65814884
54,Stargazing,Kygo; Justin Jesso,53016073
55,BUTTERFLY EFFECT,Travis Scott,33554366
56,Báilame - Remix,Nacho; Yandel; Bad Bunny; Mambo Kingz; DJ Luian,32571826
57,Despacito,Luis Fonsi; Daddy Yankee,28202857
58,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,31617455
59,Reggaetón Lento (Remix),CNCO; Little Mix,32962114
60,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,27806589
61,Location,Khalid,29729649
62,Una Lady Como Tú,Manuel Turizo,28282013
63,Questions,Chris Brown,30226836
64,Your Song,Rita Ora,26874690
65,Robarte un Beso,Carlos Vives; Sebastian Yatra,29406648
66,Criminal,NATTI NATASHA; Ozuna,40197182
