ID,Track,Singer(s),Stream
1,Starboy,The Weeknd; Daft Punk,102810484
2,Closer,The Chainsmokers; Halsey,88512635
3,Let Me Love You,DJ Snake; Justin Bieber,71173292
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,96329159
5,One Dance,Drake; Wizkid; Kyla,55770424
6,Fake Love,Drake,74721406
7,24K Magic,Bruno Mars,66431336
8,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5; Kendrick Lamar,78130516
9,Black Beatles,Rae Sremmurd; Gucci Mane,58657359
10,I Feel It Coming,The Weeknd; Daft Punk,77699751
11,Chantaje (feat. Maluma),Shakira; Maluma,66157203
12,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,98892766
13,Say You Won't Let Go,James Arthur,80383176
14,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,70426534
15,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,53728053
16,In the Name of Love,Martin Garrix; Bebe Rexha,52965112
17,Side To Side,Ariana Grande; Nicki Minaj,53851696
18,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,68028476
19,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),Justin Timberlake,34136191
20,Don't Let Me Down,The Chainsmokers; Daya,37523845
21,Treat You Better,Shawn Mendes,39434233
22,Just Hold On,Steve Aoki; Louis Tomlinson,62932645
23,My Way,Calvin Harris,44447236
24,Starving,Hailee Steinfeld; Grey; Zedd,45157972
25,Bad Things (with Camila Cabello),Machine Gun Kelly; Camila Cabello,60216544
26,Heathens,Twenty One Pilots,41132484
27,Cheap Thrills,Sia,29268824
28,All We Know,The Chainsmokers; Phoebe Ryan,45101465
29,Mercy,Shawn Mendes,50319937
30,Reggaetón Lento (Bailemos),CNCO,40480155
31,Broccoli (feat. Lil Yachty),DRAM; Lil Yachty,30335011
32,I Took A Pill In Ibiza - Seeb Remix,Mike Posner; Seeb,27511696
33,Safari,J Balvin; Pharrell Williams; BIA; Sky Rompiendo,32772711
34,This Is What You Came For,Calvin Harris; Rihanna,25150683
35,Work from Home (feat. Ty Dolla $ign),Fifth Harmony; Ty Dolla $ign,23333103
36,Scars To Your Beautiful,Alessia Cara,42044749
37,Vente Pa' Ca (feat. Maluma),Ricky Martin; Maluma,26808272
38,All Night,The Vamps; Matoma,47312986
39,By Your Side,Jonas Blue; RAYE,40200366
40,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,33065304
41,Caroline,Aminé,35343158
42,Now and Later,Sage The Gemini,43865441
43,Love Me Now,John Legend,42361883
44,The Mack,Nevada; Mark Morrison; Fetty Wap,28731221
45,Alone,Alan Walker,38111311
46,Work,Rihanna; Drake,20449291
47,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,28568060
48,I Would Like,Zara Larsson,42852393
49,Hear Me Now,Alok; Zeeba; Bruno Martini,44616520
50,Shed a Light,Robin Schulz; David Guetta; Cheat Codes,43455202
51,Bounce Back,Big Sean,36074529
52,Love Yourself,Justin Bieber,21341376
53,Cake By The Ocean,DNCE,18002657
54,Party Monster,The Weeknd,26915283
55,Sorry,Justin Bieber,20938790
56,Ride,Twenty One Pilots,23726612
57,La Bicicleta,Carlos Vives; Shakira,19648691
58,Perfect Strangers,Jonas Blue; JP Cooper,23766999
59,Panda,Desiigner,22070440
60,Too Good,Drake; Rihanna,22808925
61,How Far I'll Go - From "Moana",Alessia Cara,46828116
62,Sexual,NEIKED; Dyo,26257142
63,Into You,Ariana Grande,17277522
64,Stressed Out,Twenty One Pilots,22586724
65,Deja Vu,J. Cole,24311105
66,Shaky Shaky,Daddy Yankee,16864163
67,Faded,Alan Walker,22164645
68,The Greatest (feat. Kendrick Lamar),Sia; Kendrick Lamar,29002221
69,Controlla,Drake,19528178
70,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer; Nyla; Fuse ODG,18377453
71,Traicionera,Sebastian Yatra,19867066
72,X (feat. Future),21 Savage; Metro Boomin; Future,21815231
73,Send My Love (To Your New Lover),Adele,16477727
74,Juju on That Beat (TZ Anthem),Zay Hilfigerrr; Zayion McCall,15346701
75,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias; Wisin,15430392
76,Hymn for the Weekend - Seeb Remix,Coldplay; Seeb,19893134
77,i hate u i love u (feat. olivia o'brien),gnash; Olivia O'Brien,22280727
78,Sucker for Pain (with Wiz Khalifa Imagine Dragons Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne; Wiz Khalifa; Imagine Dragons; X Ambassadors; Logic; Ty Dolla $ign,20771702
79,Solo Dance,Martin Jensen,38223290
80,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone; J. Davi$; J Spooks,21498028
81,Deu Onda,MC G15,11692125
82,The Ocean (feat. Shy Martin),Mike Perry; shy martin,19688219
83,Needed Me,Rihanna,18814036
84,Human,Rag'n'Bone Man,28191699
85,Setting Fires,The Chainsmokers; XYLØ,21652625
86,The Greatest,Sia,13056039
87,7 Years,Lukas Graham,17805589
88,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs; Cookin' On 3 Burners,16637990
89,Sneakin’,Drake; 21 Savage,19592024
90,OOOUUU,Young M.A,10791091
91,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat; Selena Gomez; Tory Lanez,21195346
92,Make Me (Cry),Noah Cyrus; Labrinth,27181360
93,Lot to Learn,Luke Christopher,25873178
94,Fast Car,Jonas Blue; Dakota,15814738
95,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper; Lil Wayne; 2 Chainz,15556843
96,Water Under the Bridge,Adele,27056273
97,Shout Out to My Ex,Little Mix,19748740
98,No Heart,21 Savage; Metro Boomin,19413978
99,Middle,DJ Snake; Bipolar Sunshine,16749043
100,Dile Que Tu Me Quieres,Ozuna,18304594
101,Me Myself & I,G-Eazy; Bebe Rexha,15131402
102,Capsize,FRENSHIP; Emily Warren,18506892
103,Billie Jean,Michael Jackson,538134
104,Lean On (feat. MØ & DJ Snake),Major Lazer; MØ; DJ Snake,15623098
105,Ay Mi Dios,IAmChino; Pitbull; Yandel; El Chacal,19059365
106,Borro Cassette,Maluma,13682005
107,Andas En Mi Cabeza,Chino & Nacho; Daddy Yankee,14736653
108,Sunset Lover,Petit Biscuit,25988350
109,Sidewalks,The Weeknd; Kendrick Lamar,18097219
110,Sex,Cheat Codes; Kris Kross Amsterdam,14384282
111,Final Song,MØ,16142254
112,All Time Low,Jon Bellion,33502755
113,Versace on the Floor,Bruno Mars,20430101
114,Six Feet Under,The Weeknd,17922361
115,Fresh Eyes,Andy Grammer,18272052
116,Vacaciones,Wisin,17674539
117,Bohemian Rhapsody - Remastered 2011,Queen,887125
118,pick up the phone,Young Thug; Travis Scott,15327554
119,You Was Right,Lil Uzi Vert,16323742
120,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice; Jasmine Thompson; Skizzy Mars,20454998
121,Roses,The Chainsmokers; ROZES,14489428
122,Jumpman,Drake; Future,12613575
123,Photograph,Ed Sheeran,28150141
124,PILLOWTALK,ZAYN,13685432
125,Pumped Up Kicks,Foster The People,1234250
126,What Do You Mean?,Justin Bieber,13519140
127,Lush Life,Zara Larsson,13920527
128,Hotline Bling,Drake,13024988
129,Redbone,Childish Gambino,21307835
130,No Money,Galantis,8200465
131,Happy - From "Despicable Me 2",Pharrell Williams,453426
132,Hello,Adele,14760462
133,This Town,Niall Horan,17247792
134,Never Be Like You,Flume; kai,11752192
135,I Got You,Bebe Rexha,23585626
136,Titanium (feat. Sia),David Guetta; Sia,441628
137,Love on Me,Galantis; Hook N Sling,16155246
138,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis; Macklemore; Ryan Lewis; Ray Dalton,440038
139,Me llamas (feat. Maluma) - Remix,Piso 21; Maluma,17314300
140,Lighthouse - Andrelli Remix,Hearts & Colors; Andrelli,21340822
141,Thinking out Loud,Ed Sheeran,22667690
142,I Want You Back,The Jackson 5,436184
143,Weak,AJR,26714702
144,Stitches,Shawn Mendes,14145514
145,Neighbors,J. Cole,11194745
146,Dancing On My Own,Calum Scott,16229697
147,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,24639910
148,Dynamite (feat. Pretty Sister),Nause; Pretty Sister,7378139
149,Ain't No Mountain High Enough,Marvin Gaye; Tammi Terrell,413039
150,Ain't My Fault,Zara Larsson,12952998
151,Gold,Kiiara,4820345
152,Low Life (feat. The Weeknd),Future; The Weeknd,12901275
153,Gyal You a Party Animal - Remix,Charly Black; Daddy Yankee,13220821
154,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy; Marc E. Bassy,19107139
155,Hasta el Amanecer,Nicky Jam,738330
156,Can't Feel My Face,The Weeknd,6967799
157,Love On The Brain,Rihanna,16753839
158,Desde Esa Noche (feat. Maluma),Thalia; Maluma,396612
159,Reminder,The Weeknd,11770483
160,Cuatro Babys (feat. Trap Capos Noriel Bryant Myers & Juhn),Maluma; Trap Capos; Noriel; Bryant Myers; Juhn,13235587
161,My House,Flo Rida,727895
162,No Role Modelz,J. Cole,12906161
163,The Hills,The Weeknd,13256322
164,Swang,Rae Sremmurd,16238478
165,Don't Stop Me Now - Remastered 2011,Queen,387160
166,Let Me Hold You (Turn Me On),Cheat Codes; Dante Klein,11329589
167,Uptown Funk (feat. Bruno Mars),Mark Ronson; Bruno Mars,1096665
168,La Gozadera (feat. Marc Anthony),Gente De Zona; Marc Anthony,377647
169,Say It,Flume; Tove Lo,4179336
170,goosebumps,Travis Scott,12715809
171,That's What I Like,Bruno Mars,14705049
172,Light,San Holo,17044936
173,Immortal,J. Cole,5439337
174,Chillax (feat. Ky-Mani Marley),Farruko; Ky-Mani Marley,11149779
175,Wake Up Where You Are,State of Sound,4120947
176,Would I Lie to You - Radio Edit,David Guetta; Cedric Gervais; Chris Willis,4721678
177,Please Don't Go,Joel Adams,7465793
178,Rockin’,The Weeknd,8249325
179,Sugar (feat. Francesco Yates),Robin Schulz; Francesco Yates,1783590
180,Hymn for the Weekend,Coldplay,3794978
181,Alarm,Anne-Marie,3518987
182,You & Me,Marc E. Bassy; G-Eazy,7393811
183,No Lie,Sean Paul; Dua Lipa,18876880
184,Bobo,J Balvin,350414
185,Stay (feat. Maty Noyes),Kygo; Maty Noyes,347597
186,Used to This (feat. Drake),Future; Drake,12681220
187,Purple Lamborghini (with Rick Ross),Skrillex; Rick Ross,343807
188,Cool Girl,Tove Lo,5292923
189,Miss You,James Hersey,5591092
190,Die For You,The Weeknd,10615941
191,Lose Yourself - From "8 Mile" Soundtrack,Eminem,13900260
192,Paper Planes,M.I.A.,341003
193,Let It Go,James Bay,13880587
194,Famous,Kanye West,710708
195,Taped Up Heart (feat. Clara Mae),KREAM; Clara Mae,14299972
196,White Iverson,Post Malone,9599210
197,Oh Lord,MiC LOWRY,11450506
198,Superstition - Single Version,Stevie Wonder,331376
199,Secrets,The Weeknd,3807084
200,Ni**as In Paris,JAY-Z; Kanye West,325951
201,Touch,Little Mix,18312497
202,September Song,JP Cooper,17316386
203,Not Going Home,DVBBS; CMC$; Gia Koka,16882279
204,Million Reasons,Lady Gaga,10535973
205,All of Me,John Legend,10552254
206,Cocoon,Milky Chance,12620634
207,True Colors,The Weeknd,3765575
208,Let Her Go,Passenger,10749552
209,Stay With Me,Sam Smith,7877357
210,When We Were Young,Adele,2155291
211,Love$ick (feat. A$AP Rocky),Mura Masa; A$AP Rocky,12856715
212,The Scientist,Coldplay,5318440
213,Adventure of a Lifetime,Coldplay,1081847
214,Till I Collapse,Eminem; Nate Dogg,11985366
215,Sugar,Maroon 5,335115
216,Kill Em With Kindness,Selena Gomez,694001
217,Mr. Brightside,The Killers,3056177
218,Don't,Bryson Tiller,3438647
219,Take Me To Church,Hozier,2621282
220,It's Gotta Be You,Isaiah Firebrace,17919765
221,Somebody Else,VÉRITÉ,3488819
222,Change,J. Cole,1130775
223,Cake - Challenge Version,Flo Rida; 99 Percent,14738780
224,Party (feat. Usher & Gucci Mane),Chris Brown; Usher; Gucci Mane,10762938
225,Stronger,Kanye West,2320343
226,Shape of You,Ed Sheeran,183196416
227,Castle on the Hill,Ed Sheeran,102146844
228,Don't Leave,Snakehips; MØ,22734080
229,The A Team,Ed Sheeran,4710149
230,Say Something Loving,The xx,4494825
231,Move Your Body - Single Mix,Sia,550009
232,I See Fire - From "The Hobbit - The Desolation Of Smaug",Ed Sheeran,9555232
233,Feel Me,Tyga; Kanye West,521824
234,Give Me Love,Ed Sheeran,1897087
235,Rooting For You,London Grammar,475026
236,Tenerife Sea,Ed Sheeran,5689235
237,Moves,Big Sean,11343150
238,Lay It All on Me (feat. Ed Sheeran),Rudimental; Ed Sheeran,1146583
239,Te Quiero Pa´Mi,Don Omar; Zion & Lennox,7489794
240,Kiss Me,Ed Sheeran,712566
241,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,13859106
242,Oceans Away,A R I Z O N A,11369523
243,Paris,The Chainsmokers,71201594
244,Dangerous,The xx,2682316
245,On Hold,The xx,6461237
246,Not Afraid Anymore,Halsey,656039
247,On My Way,Tiësto; Bright Sparks,1883351
248,I Dare You,The xx,1062414
249,Lips,The xx,1063718
250,A Violent Noise,The xx,1045460
251,Replica,The xx,964786
252,Brave For You,The xx,554419
253,Performance,The xx,947359
254,Test Me,The xx,420589
255,Despacito,Luis Fonsi; Daddy Yankee,36702046
256,History,Olivia Holt,9606300
257,Romantic - NOTD Remix,Stanaj; NOTD,9086655
258,The Other,Lauv,8325168
259,T-Shirt,Migos,15136129
260,Another Day Of Sun,La La Land Cast,5101191
261,City Of Stars - From "La La Land" Soundtrack,Ryan Gosling; Emma Stone,5754158
262,Issues,Julia Michaels,14193148
263,Selfish,PnB Rock,4555698
264,Both (feat. Drake),Gucci Mane; Drake,6175974
265,Wonderwall - Remastered,Oasis,431853
266,Moving On and Getting Over,John Mayer,3102636
267,El Amante,Nicky Jam,10362070
268,Changing,John Mayer,624512
269,Love on the Weekend,John Mayer,2277766
270,High For Hours,J. Cole,560413
271,You're Gonna Live Forever in Me,John Mayer,484341
272,Water,Ugly God,756935
273,Radioactive,Imagine Dragons,756795
274,Congratulations,Post Malone; Quavo,4006336
275,Sola (Remix),Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin,3134044
276,Come and See Me (feat. Drake),PARTYNEXTDOOR; Drake,774561
277,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer; PARTYNEXTDOOR; Nicki Minaj,7120578
278,Scared to Be Lonely,Martin Garrix; Dua Lipa,8609693
279,So Good (feat. Ty Dolla $ign),Zara Larsson; Ty Dolla $ign,3483094
280,Get Right Witcha,Migos,3024578
281,Call Casting,Migos,3115887
282,Culture (feat. DJ Khaled),Migos; DJ Khaled,1199265
283,Slippery (feat. Gucci Mane),Migos; Gucci Mane,2951012
284,Kelly Price (feat. Travis Scott),Migos; Travis Scott,3232943
285,What the Price,Migos,1032038
286,Brown Paper Bag,Migos,1720560
287,Big On Big,Migos,485872
288,Deadz (feat. 2 Chainz),Migos; 2 Chainz,478959
289,Love Me Better,James Blunt,458310
290,All Ass,Migos,432265
291,Manicomio,Cosculluela,781209
292,Traicionera - Remix,Sebastian Yatra; Cosculluela; Cali Y El Dandee,408379
293,Halo,Beyoncé,373292
294,City Of Stars,Ryan Gosling,763113
295,Someone In The Crowd,Emma Stone; Callie Hernandez; Sonoya Mizuno; Jessica Rothe,796593
296,Mia & Sebastian’s Theme,Justin Hurwitz,385300
297,Too Many Years,Kodak Black; PnB Rock,390969
