ID,Track,Singer(s),Stream
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,222601229
2,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,172044452
3,Shape of You,Ed Sheeran,142920166
4,HUMBLE.,Kendrick Lamar,128497016
5,Something Just Like This,The Chainsmokers; Coldplay,95495776
6,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,94633500
7,Mask Off,Future,95746651
8,Stay,Zedd; Alessia Cara,94192614
9,That's What I Like,Bruno Mars,89441864
10,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,86442993
11,Despacito,Luis Fonsi; Daddy Yankee,91877541
12,Passionfruit,Drake,77605459
13,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,91670575
14,DNA.,Kendrick Lamar,66129101
15,There's Nothing Holdin' Me Back,Shawn Mendes,88932574
16,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,63333108
17,Scared to Be Lonely,Martin Garrix; Dua Lipa,60543814
18,Issues,Julia Michaels,63280584
19,XO Tour Llif3,Lil Uzi Vert,72735039
20,Galway Girl,Ed Sheeran,61699557
21,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,52859899
22,Paris,The Chainsmokers,47211537
23,Sign of the Times,Harry Styles,69142469
24,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,50804726
25,Believer,Imagine Dragons,47809638
26,Felices los 4,Maluma,71169768
27,Unforgettable,French Montana; Swae Lee,72204774
28,Cold (feat. Future),Maroon 5; Future,39613478
29,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,37515436
30,Me Rehúso,Danny Ocean,54144792
31,Attention,Charlie Puth,78070015
32,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,43163752
33,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,39991327
34,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,53388123
35,The Cure,Lady Gaga,50298311
36,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,45598854
37,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,40676319
38,Location,Khalid,46921990
39,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,40663048
40,ELEMENT.,Kendrick Lamar,32176569
41,First Time,Kygo; Ellie Goulding,68522137
42,Now Or Never,Halsey,48066230
43,I Feel It Coming,The Weeknd; Daft Punk,41627611
44,Solo Dance,Martin Jensen,38378426
45,Congratulations,Post Malone; Quavo,53443576
46,Closer,The Chainsmokers; Halsey,35398145
47,Say You Won't Let Go,James Arthur,37614816
48,El Amante,Nicky Jam,40529292
49,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,55941909
50,Castle on the Hill,Ed Sheeran,33583926
51,Portland,Drake; Quavo; Travis Scott,36085082
52,Chained To The Rhythm,Katy Perry; Skip Marley,28864828
53,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,54415104
54,Green Light,Lorde,26189168
55,The One,The Chainsmokers,27584118
56,Still Got Time (feat. PARTYNEXTDOOR),ZAYN; PARTYNEXTDOOR,32039529
57,The Night We Met,Lord Huron,33779433
58,Tunnel Vision,Kodak Black,33007509
59,Chantaje (feat. Maluma),Shakira; Maluma,31886743
60,Starboy,The Weeknd; Daft Punk,32130663
61,Bon Appétit,Katy Perry; Migos,34663945
62,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer; PARTYNEXTDOOR; Nicki Minaj,24979540
63,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,33260201
64,Selfish (feat. Rihanna),Future; Rihanna,29461151
65,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,38031292
66,Touch,Little Mix,26552927
67,Perfect,Ed Sheeran,28150126
68,September Song,JP Cooper,26007677
69,Tuesday,Burak Yeter; Danelle Sandoval,33612243
70,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,29165656
71,do re mi,blackbear,25541521
72,goosebumps,Travis Scott,31291817
73,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,35611140
74,XXX. FEAT. U2.,Kendrick Lamar; U2,16090937
75,One Dance,Drake; Wizkid; Kyla,29273881
76,Sigo Extrañándote,J Balvin,29305396
77,Fake Love,Drake,27036190
78,Let Me Love You,DJ Snake; Justin Bieber,26250013
79,Body Like A Back Road,Sam Hunt,27110158
80,Weak,AJR,24709315
81,Bounce Back,Big Sean,26677296
82,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,26002246
83,Happier,Ed Sheeran,22215627
84,YAH.,Kendrick Lamar,11916181
85,La Rompe Corazones,Daddy Yankee; Ozuna,25535634
86,How Far I'll Go - From "Moana",Alessia Cara,21296853
87,Reggaetón Lento (Bailemos),CNCO,23068232
88,24K Magic,Bruno Mars,25057159
89,Starving,Hailee Steinfeld; Grey; Zedd,24271466
90,1-800-273-8255,Logic; Alessia Cara; Khalid,52769110
91,T-Shirt,Migos,24349430
92,PRIDE.,Kendrick Lamar,10651064
93,Look At Me!,XXXTENTACION,25200586
94,LUST.,Kendrick Lamar,10641882
95,Hear Me Now,Alok; Zeeba; Bruno Martini,21106234
96,FEEL.,Kendrick Lamar,9747980
97,Gyalchester,Drake,23598586
98,Sola (Remix),Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin,23670026
99,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,23474032
100,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5; Kendrick Lamar,20251448
101,Don't Let Me Down,The Chainsmokers; Daya,22026769
102,Swang,Rae Sremmurd,21158975
103,Redbone,Childish Gambino,27014617
104,Thunder,Imagine Dragons,54167190
105,All Time Low,Jon Bellion,17657270
106,Lust For Life (with The Weeknd),Lana Del Rey; The Weeknd,12550533
107,Whippin (feat. Felix Snow),Kiiara; Felix Snow,22824847
108,Me llamas (feat. Maluma) - Remix,Piso 21; Maluma,21429418
109,Ciao Adios,Anne-Marie,22495889
110,Treat You Better,Shawn Mendes,19421543
111,Break Up Every Night,The Chainsmokers,16370764
112,Dive,Ed Sheeran,18708007
113,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),Justin Timberlake,19941233
114,Everyday,Ariana Grande; Future,3598055
115,Heatstroke (feat. Young Thug Pharrell Williams & Ariana Grande),Calvin Harris; Young Thug; Pharrell Williams; Ariana Grande; Funk Wav,5398260
116,Me Enamoré,Shakira,22806261
117,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,19227721
118,In the Name of Love,Martin Garrix; Bebe Rexha,19768237
119,Rolex,Ayo & Teo,18455768
120,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha; Ty Dolla $ign,18576382
121,Obsession (feat. Jon Bellion),Vice; Jon Bellion,17311822
122,Side To Side,Ariana Grande; Nicki Minaj,19598742
123,Vente Pa' Ca (feat. Maluma),Ricky Martin; Maluma,19456178
124,I Took A Pill In Ibiza - Seeb Remix,Mike Posner; Seeb,19760626
125,FEAR.,Kendrick Lamar,5192560
126,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly; Hailee Steinfeld,13615899
127,Mercy,Shawn Mendes,17253132
128,Hey DJ,CNCO; Yandel,26739194
129,Photograph,Ed Sheeran,19630983
130,GOD.,Kendrick Lamar,5664795
131,Heathens,Twenty One Pilots,17353758
132,Blem,Drake,11200345
133,All Night,The Vamps; Matoma,16896373
134,Safari,J Balvin; Pharrell Williams; BIA; Sky Rompiendo,17470711
135,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,18595403
136,Love On The Brain,Rihanna,16405391
137,Skin,Rag'n'Bone Man,15214935
138,Just Hold On,Steve Aoki; Louis Tomlinson,15853779
139,What Do I Know?,Ed Sheeran,16412850
140,DUCKWORTH.,Kendrick Lamar,3111478
141,Hard Times,Paramore,18538571
142,Faded,Alan Walker,16458879
143,TG4M,Zara Larsson,12151351
144,Human,Rag'n'Bone Man,16067654
145,Vacaciones,Wisin,16541609
146,Alguien Robo,Sebastian Yatra; Nacho; Wisin,17491942
147,Stressed Out,Twenty One Pilots,16067019
148,Love Yourself,Justin Bieber,16820640
149,Cheap Thrills,Sia,16529246
150,Ay Mi Dios,IAmChino; Pitbull; Yandel; El Chacal,16374849
151,BLOOD.,Kendrick Lamar,2041537
152,Thinking out Loud,Ed Sheeran,17335663
153,Saturnz Barz (feat. Popcaan),Gorillaz; Popcaan,1525293
154,My Way,Calvin Harris,15774100
155,Lights Down Low,MAX,3415016
156,Work from Home (feat. Ty Dolla $ign),Fifth Harmony; Ty Dolla $ign,16584828
157,Black Beatles,Rae Sremmurd; Gucci Mane,15712628
158,Te Quiero Pa´Mi,Don Omar; Zion & Lennox,16337216
159,Sorry,Justin Bieber,15654316
160,New Man,Ed Sheeran,7444872
161,Ride,Twenty One Pilots,15360896
162,Traicionera,Sebastian Yatra,15476055
163,Shed a Light,Robin Schulz; David Guetta; Cheat Codes,15136810
164,Broccoli (feat. Lil Yachty),DRAM; Lil Yachty,16194340
165,This Is What You Came For,Calvin Harris; Rihanna,15521762
166,Scars To Your Beautiful,Alessia Cara,14470135
167,Perfect Strangers,Jonas Blue; JP Cooper,15087751
168,Bad Things (with Camila Cabello),Machine Gun Kelly; Camila Cabello,14272957
