ID,Track,Singer(s),Stream
1,Mi Gente,J Balvin; Willy William,140837346
2,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,109473814
3,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,103434313
4,Unforgettable,French Montana; Swae Lee,111134941
5,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,99228543
6,2U (feat. Justin Bieber),David Guetta; Justin Bieber,87105620
7,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,80430457
8,Shape of You,Ed Sheeran,83557944
9,Attention,Charlie Puth,84290733
10,Strip That Down (feat. Quavo),Liam Payne; Quavo,79112475
11,Thunder,Imagine Dragons,77222088
12,Mama,Jonas Blue; William Singe,73923889
13,Sorry Not Sorry,Demi Lovato,76953703
14,There's Nothing Holdin' Me Back,Shawn Mendes,66168658
15,More Than You Know,Axwell /\ Ingrosso,71622659
16,XO Tour Llif3,Lil Uzi Vert,70443783
17,Fetish (feat. Gucci Mane),Selena Gomez; Gucci Mane,54278383
18,New Rules,Dua Lipa,85408678
19,There for You,Martin Garrix; Troye Sivan,53288649
20,HUMBLE.,Kendrick Lamar,57666768
21,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,53664827
22,Something Just Like This,The Chainsmokers; Coldplay,52831052
23,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,68016784
24,Congratulations,Post Malone; Quavo,50950285
25,Believer,Imagine Dragons,49886682
26,Felices los 4,Maluma,54826106
27,Despacito,Luis Fonsi; Daddy Yankee,50079548
28,Me Rehúso,Danny Ocean,58189909
29,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,46255302
30,Your Song,Rita Ora,51044881
31,Slow Hands,Niall Horan,48100607
32,Know No Better (feat. Travis Scott Camila Cabello & Quavo),Major Lazer; Travis Scott; Camila Cabello; Quavo,45645537
33,Signs,Drake,34120551
34,I Like Me Better,Lauv,51449025
35,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,61397214
36,Crying in the Club,Camila Cabello,35506735
37,Bad Liar,Selena Gomez,33850423
38,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,41818204
39,Bank Account,21 Savage,55948720
40,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,34802989
41,That's What I Like,Bruno Mars,40930983
42,Stay,Zedd; Alessia Cara,37469386
43,BUTTERFLY EFFECT,Travis Scott,42544380
44,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,42595695
45,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,39034605
46,Redbone,Childish Gambino,36947262
47,Una Lady Como Tú,Manuel Turizo,42582290
48,Location,Khalid,38537163
49,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,31792636
50,Mask Off,Future,33498553
51,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,31956389
52,Bonita,J Balvin; Jowell & Randy,41074001
53,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,33691741
54,Galway Girl,Ed Sheeran,31105998
55,Most Girls,Hailee Steinfeld,29610101
56,Rich Love (with Seeb),OneRepublic; Seeb,35828570
57,Hey DJ,CNCO; Yandel,29658589
58,Praying,Kesha,37101943
59,1-800-273-8255,Logic; Alessia Cara; Khalid,36405491
60,DNA.,Kendrick Lamar,28561381
61,OK,Robin Schulz; James Blunt,29126013
62,Malibu,Miley Cyrus,26406495
63,Now Or Never,Halsey,23970244
64,Feel It Still,Portugal. The Man,33062568
65,Body Like A Back Road,Sam Hunt,24350528
66,Get Low (with Liam Payne),Zedd; Liam Payne,27521983
67,Passionfruit,Drake,25223047
68,goosebumps,Travis Scott,28581682
69,First Time,Kygo; Ellie Goulding,23917964
70,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,20999696
71,Say You Won't Let Go,James Arthur,27540289
72,Down (feat. Gucci Mane),Fifth Harmony; Gucci Mane,26025386
73,Issues,Julia Michaels,24937476
74,Young Dumb & Broke,Khalid,41609770
75,Closer,The Chainsmokers; Halsey,25957839
76,Slippery (feat. Gucci Mane),Migos; Gucci Mane,25374018
77,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,25444613
78,Love Galore (feat. Travis Scott),SZA; Travis Scott,26444178
79,Me Enamoré,Shakira,23781398
80,Tú Foto,Ozuna,27273190
81,In the End,Linkin Park,16091909
82,Sign of the Times,Harry Styles,21269915
83,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,22321793
84,Magnolia,Playboi Carti,26003146
85,Came Here for Love,Sigala; Ella Eyre,22740840
86,La Rompe Corazones,Daddy Yankee; Ozuna,24089599
87,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,22936405
88,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer; Anitta; Pabllo Vittar,20457490
89,Scared to Be Lonely,Martin Garrix; Dua Lipa,21393304
90,El Amante,Nicky Jam,21753807
91,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,19637236
92,Starboy,The Weeknd; Daft Punk,22187081
93,Solo Dance,Martin Jensen,21146127
94,I Feel It Coming,The Weeknd; Daft Punk,21420600
95,One Dance,Drake; Wizkid; Kyla,21684978
96,Báilame,Nacho,19740388
97,Castle on the Hill,Ed Sheeran,20593153
98,Sigo Extrañándote,J Balvin,20938082
99,Perfect,Ed Sheeran,21695165
100,Numb,Linkin Park,10331313
101,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,19993923
102,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,19278110
103,Chantaje (feat. Maluma),Shakira; Maluma,19553420
104,Photograph,Ed Sheeran,20571657
105,Heavy (feat. Kiiara),Linkin Park; Kiiara,8217046
106,It's A Vibe,2 Chainz; Ty Dolla $ign; Trey Songz; Jhené Aiko,20805896
107,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,20296234
108,Sola (Remix),Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin,19834246
109,Paris,The Chainsmokers,18743555
110,Swish Swish,Katy Perry; Nicki Minaj,19128709
111,Super Far,LANY,18665669
112,Two High,Moon Taxi,16862458
113,All My Love (feat. Conor Maynard),Cash Cash; Conor Maynard,18939395
114,Summer Air,ItaloBrothers,20668527
115,Let Me Love You,DJ Snake; Justin Bieber,18196549
116,Don't Let Me Down,The Chainsmokers; Daya,18023695
117,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,17814520
118,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,17973776
119,Would You Ever,Skrillex; Poo Bear,28839812
120,Mayores,Becky G; Bad Bunny,25764909
121,Si Tú La Ves (feat. Wisin),Nicky Jam; Wisin,18717787
122,Reggaetón Lento (Bailemos),CNCO,17688241
123,Me llamas (feat. Maluma) - Remix,Piso 21; Maluma,17666006
124,Treat You Better,Shawn Mendes,17430636
125,Tuesday,Burak Yeter; Danelle Sandoval,16272838
126,Besándote,Piso 21,17595650
127,24K Magic,Bruno Mars,17362761
128,Starving,Hailee Steinfeld; Grey; Zedd,16924562
129,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,16523260
130,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,16115591
131,Thinking out Loud,Ed Sheeran,17296323
132,4 AM,2 Chainz; Travis Scott,13199553
133,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,17811396
134,Boys,Charli XCX,11540045
135,Bodak Yellow,Cardi B,34034310
