ID,Track,Singer(s),Stream
1,Shape of You,Ed Sheeran,170178172
2,Passionfruit,Drake,103440728
3,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,108366674
4,Something Just Like This,The Chainsmokers; Coldplay,115502969
5,Despacito,Luis Fonsi; Daddy Yankee,89073619
6,That's What I Like,Bruno Mars,95292114
7,Stay,Zedd; Alessia Cara,94739548
8,Mask Off,Future,102361714
9,Galway Girl,Ed Sheeran,78651530
10,HUMBLE.,Kendrick Lamar,137783027
11,Paris,The Chainsmokers,75802237
12,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,87740716
13,Scared to Be Lonely,Martin Garrix; Dua Lipa,69974565
14,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,72184593
15,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,58478693
16,Issues,Julia Michaels,68919661
17,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,58932028
18,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,55528640
19,Chained To The Rhythm,Katy Perry; Skip Marley,48508447
20,Castle on the Hill,Ed Sheeran,49048459
21,Cold (feat. Future),Maroon 5; Future,56847305
22,Believer,Imagine Dragons,56082697
23,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,72620365
24,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,57755871
25,Portland,Drake; Quavo; Travis Scott,47248804
26,I Feel It Coming,The Weeknd; Daft Punk,49152440
27,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,49802369
28,Closer,The Chainsmokers; Halsey,46840757
29,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,47868542
30,Solo Dance,Martin Jensen,49113783
31,Blem,Drake,31631495
32,Perfect,Ed Sheeran,38922780
33,Starboy,The Weeknd; Daft Punk,41079647
34,Fake Love,Drake,35986472
35,Chantaje (feat. Maluma),Shakira; Maluma,39164706
36,How Far I'll Go - From "Moana",Alessia Cara,34363012
37,Tunnel Vision,Kodak Black,39443365
38,Green Light,Lorde,42443939
39,El Amante,Nicky Jam,40146684
40,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer; PARTYNEXTDOOR; Nicki Minaj,39141340
41,Say You Won't Let Go,James Arthur,43328236
42,Happier,Ed Sheeran,34241806
43,Congratulations,Post Malone; Quavo,44452546
44,Location,Khalid,45758743
45,Gyalchester,Drake,29659158
46,Selfish (feat. Rihanna),Future; Rihanna,37323557
47,Weak,AJR,36027336
48,Me Rehúso,Danny Ocean,44348652
49,Still Got Time (feat. PARTYNEXTDOOR),ZAYN; PARTYNEXTDOOR,35656831
50,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,32338107
51,XO Tour Llif3,Lil Uzi Vert,55721401
52,Dive,Ed Sheeran,25947447
53,September Song,JP Cooper,32672977
54,One Dance,Drake; Wizkid; Kyla,30726213
55,Let Me Love You,DJ Snake; Justin Bieber,30766061
56,Bounce Back,Big Sean,30837093
57,24K Magic,Bruno Mars,27783956
58,Free Smoke,Drake,20755589
59,Reggaetón Lento (Bailemos),CNCO,26473488
60,Get It Together,Drake; Black Coffee; Jorja Smith,19610404
61,The One,The Chainsmokers,46583631
62,Touch,Little Mix,31614090
63,T-Shirt,Migos,26645968
64,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,27001852
65,New Man,Ed Sheeran,21016730
66,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5; Kendrick Lamar,25736083
67,Tuesday,Burak Yeter; Danelle Sandoval,28239831
68,What Do I Know?,Ed Sheeran,22544408
69,Teenage Fever,Drake,19434601
70,All Time Low,Jon Bellion,24227933
71,La Rompe Corazones,Daddy Yankee; Ozuna,25410155
72,Love On The Brain,Rihanna,19927073
73,All Night,The Vamps; Matoma,22548875
74,Hear Me Now,Alok; Zeeba; Bruno Martini,24890423
75,Swang,Rae Sremmurd,24822353
76,Look At Me!,XXXTENTACION,25635900
77,Sigo Extrañándote,J Balvin,26620063
78,The Heart Part 4,Kendrick Lamar,9758765
79,Starving,Hailee Steinfeld; Grey; Zedd,25406799
80,Don't Leave,Snakehips; MØ,17498231
81,Body Like A Back Road,Sam Hunt,27000571
82,Heatstroke (feat. Young Thug Pharrell Williams & Ariana Grande),Calvin Harris; Young Thug; Pharrell Williams; Ariana Grande; Funk Wav,23805860
83,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),Justin Timberlake,22045285
84,Don't Let Me Down,The Chainsmokers; Daya,23372805
85,Madiba Riddim,Drake,10444393
86,KMT,Drake; Giggs,12526067
87,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,21901688
88,In the Name of Love,Martin Garrix; Bebe Rexha,21824751
89,Sola (Remix),Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin,22648601
90,Just Hold On,Steve Aoki; Louis Tomlinson,20756449
91,No Long Talk,Drake; Giggs,8688309
92,Everybody,Logic,11232673
93,I Got You,Bebe Rexha,16918538
94,History,Olivia Holt,20540248
95,Barcelona,Ed Sheeran,18255960
96,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,27921147
97,Supermarket Flowers,Ed Sheeran,17234358
98,Sacrifices,Drake; 2 Chainz; Young Thug,10601009
99,Safari,J Balvin; Pharrell Williams; BIA; Sky Rompiendo,18922560
100,Everyday,Ariana Grande; Future,21832710
101,Side To Side,Ariana Grande; Nicki Minaj,20882426
102,Me llamas (feat. Maluma) - Remix,Piso 21; Maluma,20895485
103,Ay Mi Dios,IAmChino; Pitbull; Yandel; El Chacal,19931219
104,My Way,Calvin Harris,18733885
105,4422,Drake; Sampha,7542766
106,Vente Pa' Ca (feat. Maluma),Ricky Martin; Maluma,19265582
107,How Would You Feel (Paean),Ed Sheeran,15857994
108,Heathens,Twenty One Pilots,19184833
109,Shed a Light,Robin Schulz; David Guetta; Cheat Codes,18833679
110,I Took A Pill In Ibiza - Seeb Remix,Mike Posner; Seeb,19682645
111,Black Beatles,Rae Sremmurd; Gucci Mane,18118607
112,Treat You Better,Shawn Mendes,20390313
113,goosebumps,Travis Scott,24404893
114,All Night (feat. Knox Fortune),Chance the Rapper; Knox Fortune,12069318
115,Nancy Mulligan,Ed Sheeran,11748767
116,Jorja Interlude,Drake,6685989
117,Bad Things (with Camila Cabello),Machine Gun Kelly; Camila Cabello,16800049
118,Rolex,Ayo & Teo,20405382
119,Human,Rag'n'Bone Man,17881815
120,Mercy,Shawn Mendes,18979160
121,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,18194169
122,Redbone,Childish Gambino,21325242
123,Broccoli (feat. Lil Yachty),DRAM; Lil Yachty,16906087
124,Stressed Out,Twenty One Pilots,17373282
125,Be the One,Dua Lipa,13022689
126,Vacaciones,Wisin,16913428
127,Caroline,Aminé,15936672
128,Cheap Thrills,Sia,17456388
129,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,34674325
130,Do Not Disturb,Drake,9735351
131,Photograph,Ed Sheeran,18395472
132,Sooner Or Later,Aaron Carter,4583240
133,Skin,Rag'n'Bone Man,17996895
134,Moves,Big Sean,16758427
135,This Is What You Came For,Calvin Harris; Rihanna,16263403
136,Hearts Don't Break Around Here,Ed Sheeran,9408777
137,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly; Hailee Steinfeld,17137645
138,Ride,Twenty One Pilots,16611315
139,Faded,Alan Walker,16994142
140,Alguien Robo,Sebastian Yatra; Nacho; Wisin,16778450
141,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,28490381
142,All We Know,The Chainsmokers; Phoebe Ryan,14604018
143,Te Quiero Pa´Mi,Don Omar; Zion & Lennox,16337269
144,Thinking out Loud,Ed Sheeran,16959285
145,Traicionera,Sebastian Yatra,15646461
146,Alone,Alan Walker,14033659
147,Love Yourself,Justin Bieber,16878849
148,Scars To Your Beautiful,Alessia Cara,16462549
149,Ice Melts,Drake; Young Thug,5180613
150,Down,Marian Hill,9082106
151,Eraser,Ed Sheeran,5288952
152,Work from Home (feat. Ty Dolla $ign),Fifth Harmony; Ty Dolla $ign,16430307
153,Sunset Lover,Petit Biscuit,13393036
154,Sorry,Justin Bieber,15972614
155,Perfect Strangers,Jonas Blue; JP Cooper,16051542
156,The Other,Lauv,10331183
157,Bibia Be Ye Ye,Ed Sheeran,4200252
158,Party Monster,The Weeknd,12887799
159,Skepta Interlude,Drake,3039092
160,Gyal You a Party Animal - Remix,Charly Black; Daddy Yankee,4968535
161,Beauty and the Beast,Ariana Grande; John Legend,6029830
162,Panda,Desiigner,14734108
163,Water Under the Bridge,Adele,13892282
164,Thumbs,Sabrina Carpenter,3800320
165,Ciao Adios,Anne-Marie,18996343
166,Versace on the Floor,Bruno Mars,14270410
167,No Lie,Sean Paul; Dua Lipa,14065001
168,La Bicicleta,Carlos Vives; Shakira,13760922
169,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs; Cookin' On 3 Burners,14911860
170,Dile Que Tu Me Quieres,Ozuna,10337405
171,Can't Have Everything,Drake,2896033
172,Sucker for Pain (with Wiz Khalifa Imagine Dragons Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne; Wiz Khalifa; Imagine Dragons; X Ambassadors; Logic; Ty Dolla $ign,14219695
173,Save Myself,Ed Sheeran,3018684
174,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper; Lil Wayne; 2 Chainz,13197981
175,Deja vu,Prince Royce; Shakira,9498553
176,Lean On (feat. MØ & DJ Snake),Major Lazer; MØ; DJ Snake,14377028
177,Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,1876288
178,By Your Side,Jonas Blue; RAYE,12941040
179,I Would Like,Zara Larsson,4139115
180,TG4M,Zara Larsson,16962272
181,Cake By The Ocean,DNCE,13496733
182,Too Good,Drake; Rihanna,7246542
183,Andas En Mi Cabeza,Chino & Nacho; Daddy Yankee,4510165
184,X (feat. Future),21 Savage; Metro Boomin; Future,7905966
185,Glow,Drake; Kanye West,1874938
186,Nothings Into Somethings,Drake,1873827
187,Now and Later,Sage The Gemini,913287
188,7 Years,Lukas Graham,13661131
189,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer; Nyla; Fuse ODG,8214602
190,Controlla,Drake,2234569
191,I Love You,Axwell /\ Ingrosso; Kid Ink,5140459
192,Work,Rihanna; Drake,1351079
193,Lights Down Low,MAX,14281175
194,Lush Life,Zara Larsson,3758164
195,i hate u i love u (feat. olivia o'brien),gnash; Olivia O'Brien,10386232
196,Lose You,Drake,1348700
197,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone; J. Davi$; J Spooks,900729
198,No Frauds,Nicki Minaj; Drake; Lil Wayne,1322417
199,Sé Que Te Duele,Alejandro Fernández; Morat,453944
200,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias; Wisin,861264
201,Million Reasons,Lady Gaga,9923533
202,Fresh Eyes,Andy Grammer,851781
203,White Iverson,Post Malone,3040263
204,The Scientist,Coldplay,4649051
205,Love,Lana Del Rey,917384
206,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,25722520
207,Into You,Ariana Grande,1359286
208,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,20641537
209,Oceans Away,A R I Z O N A,2261624
210,Obsession (feat. Jon Bellion),Vice; Jon Bellion,15514849
211,Lose Yourself - From "8 Mile" Soundtrack,Eminem,6374144
212,Now Or Never,Halsey,31778183
213,Lumbra,Cali Y El Dandee; Shaggy,10758301
214,Capsize,FRENSHIP; Emily Warren,1353287
215,Sign of the Times,Harry Styles,51480128
216,Break Up Every Night,The Chainsmokers,18653766
217,Bloodstream,The Chainsmokers,5886600
218,Don't Say,The Chainsmokers; Emily Warren,5813252
219,Honest,The Chainsmokers,5097830
220,My Type,The Chainsmokers; Emily Warren,4807552
221,It Won't Kill Ya,The Chainsmokers; Louane,4522533
222,Wake Up Alone,The Chainsmokers; Jhené Aiko,3123816
223,Young,The Chainsmokers,4323687
224,Last Day Alive,The Chainsmokers; Florida Georgia Line,3631718
225,Let Me Out (feat. Mavis Staples & Pusha T),Gorillaz; Mavis Staples; Pusha T,1781151
226,DEVASTATED,Joey Bada$$,2002403
227,ROCKABYE BABY,Joey Bada$$; ScHoolboy Q,525343
228,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,16509868
229,do re mi,blackbear,16299596
230,Unforgettable,French Montana; Swae Lee,20362487
231,The Night We Met,Lord Huron,16263623
232,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha; Ty Dolla $ign,11711725
233,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,12490633
234,Me Enamoré,Shakira,11472398
235,DNA.,Kendrick Lamar,62362418
236,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,42803271
237,ELEMENT.,Kendrick Lamar,40635427
238,YAH.,Kendrick Lamar,29267341
239,BLOOD.,Kendrick Lamar,20579125
240,FEEL.,Kendrick Lamar,27002573
241,PRIDE.,Kendrick Lamar,26655782
242,XXX. FEAT. U2.,Kendrick Lamar; U2,29260679
243,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,35620199
244,LUST.,Kendrick Lamar,24814097
245,FEAR.,Kendrick Lamar,20565383
246,DUCKWORTH.,Kendrick Lamar,18347014
247,GOD.,Kendrick Lamar,18982819
248,Kissing Strangers,DNCE; Nicki Minaj,508453
249,Black SpiderMan,Logic; Damian Lemar Hudson,4729267
250,m.A.A.d city,Kendrick Lamar; MC Eiht,881832
251,Good Goodbye (feat. Pusha T and Stormzy),Linkin Park; Pusha T; Stormzy,449573
252,Peek A Boo,Lil Yachty; Migos,2827633
253,The Cure,Lady Gaga,20165836
254,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,77044245
255,Gang Up (with Young Thug 2 Chainz & Wiz Khalifa feat. PnB Rock),Young Thug; 2 Chainz; Wiz Khalifa; PnB Rock,1878740
256,Hard Times,Paramore,8845306
257,Way down We Go,KALEO,433605
258,Lust For Life (with The Weeknd),Lana Del Rey; The Weeknd,12414850
259,There's Nothing Holdin' Me Back,Shawn Mendes,22019783
260,Attention,Charlie Puth,10558650
261,Nights With You,MØ,2523514
262,Lost In Your Light (feat. Miguel),Dua Lipa; Miguel,648691
263,Felices los 4,Maluma,11898598
264,Get Right Witcha,Migos,4627472
265,Hey DJ,CNCO; Yandel,4481981
266,Up,NAV,2742140
267,Stitches,Shawn Mendes,800807
268,wokeuplikethis*,Playboi Carti; Lil Uzi Vert,1784724
269,Whippin (feat. Felix Snow),Kiiara; Felix Snow,3108917
270,pick up the phone,Young Thug; Travis Scott,447420
271,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,11143496
272,First Time,Kygo; Ellie Goulding,4299346
273,Bon Appétit,Katy Perry; Migos,3985026
274,Thunder,Imagine Dragons,2532807
275,Saturnz Barz (feat. Popcaan),Gorillaz; Popcaan,2136095
276,Ascension (feat. Vince Staples),Gorillaz; Vince Staples,1982368
277,1-800-273-8255,Logic; Alessia Cara; Khalid,2237691
278,Submission (feat. Danny Brown & Kelela),Gorillaz; Danny Brown; Kelela,1327624
279,Strobelite (feat. Peven Everett),Gorillaz; Peven Everett,1292557
280,Andromeda (feat. DRAM),Gorillaz; DRAM,1792047
281,Momentz (feat. De La Soul),Gorillaz; De La Soul; Kelvin Mercer,1267745
282,No Vacancy,OneRepublic,744065
283,Quit (feat. Ariana Grande),Cashmere Cat; Ariana Grande,1190044
284,Most Girls,Hailee Steinfeld,670230
285,Young And Menace,Fall Out Boy,669783
286,Charger (feat. Grace Jones),Gorillaz; Grace Jones,663109
