ID,Track,Singer(s),Stream
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,200064737
2,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,138791523
3,Shape of You,Ed Sheeran,114108175
4,HUMBLE.,Kendrick Lamar,94070990
5,Attention,Charlie Puth,93939234
6,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,83849391
7,There's Nothing Holdin' Me Back,Shawn Mendes,83303698
8,Despacito,Luis Fonsi; Daddy Yankee,80862368
9,Unforgettable,French Montana; Swae Lee,94022438
10,Stay,Zedd; Alessia Cara,72663081
11,Something Just Like This,The Chainsmokers; Coldplay,75992942
12,Malibu,Miley Cyrus,64930743
13,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,64815396
14,XO Tour Llif3,Lil Uzi Vert,78855148
15,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,69099350
16,Mask Off,Future,67260841
17,That's What I Like,Bruno Mars,66269901
18,Strip That Down (feat. Quavo),Liam Payne; Quavo,82782034
19,Thunder,Imagine Dragons,77059314
20,Felices los 4,Maluma,64092595
21,Bad Liar,Selena Gomez,59639226
22,There for You,Martin Garrix; Troye Sivan,68551679
23,First Time,Kygo; Ellie Goulding,53940801
24,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,61471732
25,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,54700478
26,Mama,Jonas Blue; William Singe,71829821
27,Sign of the Times,Harry Styles,48746074
28,Congratulations,Post Malone; Quavo,62311569
29,Issues,Julia Michaels,42797675
30,Passionfruit,Drake,48089258
31,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,50362516
32,1-800-273-8255,Logic; Alessia Cara; Khalid,45999809
33,Galway Girl,Ed Sheeran,48084513
34,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,51689680
35,Me Rehúso,Danny Ocean,53871293
36,DNA.,Kendrick Lamar,43875479
37,Slow Hands,Niall Horan,51312836
38,Scared to Be Lonely,Martin Garrix; Dua Lipa,36281596
39,Now Or Never,Halsey,49020024
40,Crying in the Club,Camila Cabello,47823599
41,The Cure,Lady Gaga,32626531
42,Location,Khalid,43626008
43,Believer,Imagine Dragons,52373098
44,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,35465255
45,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,34486146
46,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,26698922
47,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,34922212
48,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,41666740
49,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,37076189
50,Paris,The Chainsmokers,28804957
51,Redbone,Childish Gambino,47709518
