ID,Track,Singer(s),Stream
1,Shape of You,Ed Sheeran,239248067
2,Something Just Like This,The Chainsmokers; Coldplay,124789372
3,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,130539432
4,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,99694953
5,Paris,The Chainsmokers,97210664
6,Despacito,Luis Fonsi; Daddy Yankee,104156700
7,Scared to Be Lonely,Martin Garrix; Dua Lipa,86212013
8,Chained To The Rhythm,Katy Perry; Skip Marley,78700556
9,Issues,Julia Michaels,79576897
10,Castle on the Hill,Ed Sheeran,99299688
11,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,69696317
12,I Feel It Coming,The Weeknd; Daft Punk,67443379
13,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,73787006
14,Stay,Zedd; Alessia Cara,90221790
15,Say You Won't Let Go,James Arthur,61676924
16,That's What I Like,Bruno Mars,92133533
17,Believer,Imagine Dragons,65632963
18,Closer,The Chainsmokers; Halsey,58450487
19,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,60301625
20,Cold (feat. Future),Maroon 5; Future,66724273
21,Starboy,The Weeknd; Daft Punk,55487464
22,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,48940945
23,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer; PARTYNEXTDOOR; Nicki Minaj,52533182
24,How Far I'll Go - From "Moana",Alessia Cara,52572570
25,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,59723960
26,Chantaje (feat. Maluma),Shakira; Maluma,49166664
27,Just Hold On,Steve Aoki; Louis Tomlinson,39504887
28,Solo Dance,Martin Jensen,50039171
29,Weak,AJR,44805662
30,Bad Things (with Camila Cabello),Machine Gun Kelly; Camila Cabello,31544255
31,All Time Low,Jon Bellion,42024537
32,All Night,The Vamps; Matoma,43020515
33,Let Me Love You,DJ Snake; Justin Bieber,40313766
34,Bounce Back,Big Sean,41589221
35,Fake Love,Drake,50085565
36,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5; Kendrick Lamar,35212346
37,El Amante,Nicky Jam,44675690
38,Congratulations,Post Malone; Quavo,44569130
39,24K Magic,Bruno Mars,37567899
40,Shed a Light,Robin Schulz; David Guetta; Cheat Codes,29272371
41,Don't Leave,Snakehips; MØ,32575655
42,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,53314336
43,Reggaetón Lento (Bailemos),CNCO,35195045
44,One Dance,Drake; Wizkid; Kyla,36682782
45,Tunnel Vision,Kodak Black,40510199
46,Mask Off,Future,70155996
47,Hear Me Now,Alok; Zeeba; Bruno Martini,29056226
48,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,27970254
49,In the Name of Love,Martin Garrix; Bebe Rexha,28532516
50,Now and Later,Sage The Gemini,21548247
51,T-Shirt,Migos,31968810
52,Side To Side,Ariana Grande; Nicki Minaj,26639280
53,Sunset Lover,Petit Biscuit,26233225
