ID,Track,Singer(s),Stream
1,rockstar (feat. 21 Savage),Post Malone; 21 Savage,143424681
2,Havana (feat. Young Thug),Camila Cabello; Young Thug,117594840
3,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran; Beyoncé,87446030
4,Wolves,Selena Gomez; Marshmello,92905903
5,New Rules,Dua Lipa,96603219
6,Perfect,Ed Sheeran,85286531
7,Gucci Gang,Lil Pump,81222891
8,What Lovers Do (feat. SZA),Maroon 5; SZA,77630396
9,Let You Down,NF,80447010
10,Too Good At Goodbyes,Sam Smith,77700143
11,Échame La Culpa,Luis Fonsi; Demi Lovato,76453876
12,All I Want for Christmas Is You,Mariah Carey,95032256
13,Silence,Marshmello; Khalid,69712998
14,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,64536411
15,I Fall Apart,Post Malone,64723225
16,Candy Paint,Post Malone,53270964
17,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,55653866
18,Young Dumb & Broke,Khalid,52300151
19,How Long,Charlie Puth,47220509
20,Shape of You,Ed Sheeran,68002694
21,1-800-273-8255,Logic; Alessia Cara; Khalid,47803262
22,I Miss You (feat. Julia Michaels),Clean Bandit; Julia Michaels,49164926
23,Stargazing,Kygo; Justin Jesso,43732492
24,Sensualidad,Bad Bunny; Prince Royce; J Balvin; Mambo Kingz; DJ Luian,53826348
25,Last Christmas,Wham!,65546471
26,Criminal,NATTI NATASHA; Ozuna,51389015
27,Thunder,Imagine Dragons,49928151
28,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,47421285
29,XO Tour Llif3,Lil Uzi Vert,49610356
30,Bank Account,21 Savage,42534393
31,Downtown,Anitta; J Balvin,50165081
32,Unforgettable,French Montana; Swae Lee,44753859
33,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,44876004
34,Congratulations,Post Malone; Quavo,46155146
35,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,38935623
36,No Limit,G-Eazy; A$AP Rocky; Cardi B,47692489
37,Mi Gente,J Balvin; Willy William,46231404
38,Se Preparó,Ozuna,44640438
39,Feel It Still,Portugal. The Man,41188233
40,Him & I (with Halsey),G-Eazy; Halsey,67602154
41,Sorry Not Sorry,Demi Lovato,37202589
42,Plain Jane,A$AP Ferg,32970723
43,Mayores,Becky G; Bad Bunny,41296214
44,Me Rehúso,Danny Ocean,43406022
45,Man's Not Hot,Big Shaq,43281871
46,Anywhere,Rita Ora,37208820
47,Perro Fiel (feat. Nicky Jam),Shakira; Nicky Jam,34652063
48,I Like Me Better,Lauv,32846134
49,Attention,Charlie Puth,37168180
50,MotorSport,Migos; Nicki Minaj; Cardi B,32820547
51,Friends (with BloodPop®),Justin Bieber; BloodPop®,30860342
52,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix; David Guetta; Jamie Scott; Romy Dya,32276069
53,Havana - Remix,Camila Cabello; Daddy Yankee,33113692
54,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,26770092
55,All Falls Down (feat. Juliander),Alan Walker; Noah Cyrus; Digital Farm Animals; Juliander,31274671
56,Corazón (feat. Nego do Borel),Maluma; Nego do Borel,49004378
57,Walk On Water (feat. Beyoncé),Eminem; Beyoncé,28255796
58,Tip Toe (feat. French Montana),Jason Derulo; French Montana,30966611
59,HUMBLE.,Kendrick Lamar,39967845
60,Betrayed,Lil Xan,28761382
61,More Than You Know,Axwell /\ Ingrosso,30586806
62,Look What You Made Me Do,Taylor Swift,27140063
63,It's Beginning to Look a Lot like Christmas,Michael Bublé,40070233
64,I Get the Bag (feat. Migos),Gucci Mane; Migos,26147347
65,Que Va,Alex Sensation; Ozuna,31306984
66,PICK IT UP (feat. A$AP Rocky),Famous Dex; A$AP Rocky,30340032
67,Mi Gente (feat. Beyoncé),J Balvin; Willy William; Beyoncé,20142162
68,Bodak Yellow,Cardi B,29941910
69,Jocelyn Flores,XXXTENTACION,29460237
70,Home (with Machine Gun Kelly X Ambassadors & Bebe Rexha),Machine Gun Kelly; X Ambassadors; Bebe Rexha,29368060
71,Báilame - Remix,Nacho; Yandel; Bad Bunny; Mambo Kingz; DJ Luian,29668420
72,Something Just Like This,The Chainsmokers; Coldplay,34379359
73,Believer,Imagine Dragons,31572214
74,Bonita,J Balvin; Jowell & Randy,27347093
75,Ghostface Killers (feat. Travis Scott),21 Savage; Offset; Metro Boomin; Travis Scott,21471643
76,Miss You,Louis Tomlinson,2074951
77,Santa Tell Me,Ariana Grande,35772720
78,Mistletoe,Justin Bieber,29146781
79,Suena El Dembow,Joey Montana; Sebastian Yatra,28304196
80,Bad At Love,Halsey,25938594
81,Wait,Maroon 5,22865625
82,BUTTERFLY EFFECT,Travis Scott,26756480
83,Felices los 4,Maluma,29041171
84,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21; Manuel Turizo,34832718
85,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,28239447
86,goosebumps,Travis Scott,26234251
87,Robarte un Beso,Carlos Vives; Sebastian Yatra,26642915
88,...Ready For It?,Taylor Swift,18041350
89,Do They Know It's Christmas? - 1984 Version,Band Aid,37493567
90,There's Nothing Holdin' Me Back,Shawn Mendes,28166210
91,What About Us,P!nk,22745034
92,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,34035048
93,Vuelve,Daddy Yankee; Bad Bunny,25144032
94,Rockin' Around The Christmas Tree,Brenda Lee,37853913
95,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS; Desiigner; Steve Aoki,25451823
96,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,24841978
97,Location,Khalid,25959686
98,It's the Most Wonderful Time of the Year,Andy Williams,33335911
99,Say You Won't Let Go,James Arthur,26688834
100,A Different Way (with Lauv),DJ Snake; Lauv,17978576
101,Strip That Down (feat. Quavo),Liam Payne; Quavo,25300758
102,Wanted You (feat. Lil Uzi Vert),NAV; Lil Uzi Vert,22701630
103,Go Flex,Post Malone,21526976
104,Naked,James Arthur,22163248
105,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,19812005
106,Roll in Peace (feat. XXXTENTACION),Kodak Black; XXXTENTACION,19509204
107,Good Old Days (feat. Kesha),Macklemore; Kesha,12695512
108,Gorgeous,Taylor Swift,9238351
109,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,23573639
110,Too Much To Ask,Niall Horan,17274682
111,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,25694983
112,Mama,Jonas Blue; William Singe,22243131
113,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,20247933
114,Galway Girl,Ed Sheeran,24708330
115,SUTRA,Sebastian Yatra; Dalmata,23245290
116,Codeine Dreaming (feat. Lil Wayne),Kodak Black; Lil Wayne,24986731
117,Bella y Sensual,Romeo Santos; Daddy Yankee; Nicky Jam,23006722
118,Homemade Dynamite (Feat. Khalid Post Malone & SZA) - REMIX,Lorde; Khalid; Post Malone; SZA,8357666
119,Una Lady Como Tú,Manuel Turizo,22220784
120,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,22854948
121,Slippery (feat. Gucci Mane),Migos; Gucci Mane,19060353
122,Happy Xmas (War Is Over) - Remastered 2010,John Lennon; Yoko Ono,31143184
123,That's What I Like,Bruno Mars,23880093
124,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta; AFROJACK; Charli XCX; French Montana,20097780
125,Jingle Bell Rock,Bobby Helms,27415796
126,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,23428109
127,End Game,Taylor Swift; Ed Sheeran; Future,21807419
128,Mask Off,Future,21350004
129,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,19595777
130,Fairytale of New York (feat. Kirsty MacColl),The Pogues; Kirsty MacColl,24097445
131,Despacito,Luis Fonsi; Daddy Yankee,24570287
132,Photograph,Ed Sheeran,20591557
133,White Iverson,Post Malone,18593448
134,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,18063163
135,Sky Walker (feat. Travis Scott),Miguel; Travis Scott,24604446
136,Slow Hands,Niall Horan,17694457
137,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,20797070
138,Get It Right (feat. MØ),Diplo; MØ,4270833
139,3 A.M.,Jesse & Joy; Gente De Zona,19092212
140,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra; B. Swanson Quartet,26639697
141,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert; Oh Wonder,16196081
142,White Christmas,Bing Crosby; Ken Darby Singers; John Scott Trotter & His Orchestra,27915132
143,Reggaetón Lento (Remix),CNCO; Little Mix,14350405
144,Thinking out Loud,Ed Sheeran,18959104
145,Closer,The Chainsmokers; Halsey,21550987
146,I Did Something Bad,Taylor Swift,3745168
147,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes; Fetty Wap; CVBZ,7242172
148,Whatever It Takes,Imagine Dragons,19095264
149,Explícale (feat. Bad Bunny),Yandel; Bad Bunny,18075232
150,Tú Foto,Ozuna,18139558
151,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,21344038
152,Was du Liebe nennst,Bausa,7974256
153,Bedroom Floor,Liam Payne,4375834
154,Your Song,Rita Ora,14891034
155,Redbone,Childish Gambino,18292995
156,Questions,Chris Brown,7269505
157,Starboy,The Weeknd; Daft Punk,19478549
158,Call It What You Want,Taylor Swift,3424076
159,2U (feat. Justin Bieber),David Guetta; Justin Bieber,16870433
160,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,19924891
161,Driving Home for Christmas,Chris Rea,28324992
162,El Farsante,Ozuna,15299590
163,Pray,Sam Smith,5132316
164,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,10329099
165,One Dance,Drake; Wizkid; Kyla,17988472
166,Feliz Navidad,José Feliciano,25029611
167,Don’t Blame Me,Taylor Swift,3527790
168,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,14966784
169,Stay,Zedd; Alessia Cara,18616760
170,Rubbin off the Paint,YBN Nahmir,8088901
171,Stranger Things (feat. OneRepublic),Kygo; OneRepublic,6629084
172,New,Daya,5784389
173,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,15476186
174,Delicate,Taylor Swift,5486484
175,Happier,Ed Sheeran,15037457
176,Issues,Julia Michaels,16946650
177,DNA.,Kendrick Lamar,16766990
