ID,Track,Singer(s),Stream
1,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,289053853
2,Beggin',Måneskin,167906921
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,184548011
4,good 4 u,Olivia Rodrigo,145764788
5,Bad Habits,Ed Sheeran,160206319
6,Happier Than Ever,Billie Eilish,130054871
7,MONTERO (Call Me By Your Name),Lil Nas X,112367136
8,Kiss Me More (feat. SZA),Doja Cat; SZA,111284717
9,Todo De Ti,Rauw Alejandro,101374992
10,Yonaguni,Bad Bunny,91650712
11,I WANNA BE YOUR SLAVE,Måneskin,91197017
12,Qué Más Pues?,J Balvin; Maria Becerra,84500466
13,Levitating (feat. DaBaby),Dua Lipa; DaBaby,83941882
14,Pepas,Farruko,115479684
15,traitor,Olivia Rodrigo,80926899
16,Need to Know,Doja Cat,118290437
17,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,77356832
18,Permission to Dance,BTS,66073462
19,Butter,BTS,69314160
20,AM Remix,Nio Garcia; J Balvin; Bad Bunny,65850020
21,deja vu,Olivia Rodrigo,66780542
22,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,70307637
23,Volando - Remix,Mora; Bad Bunny; Sech,62897704
24,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,57668467
25,Ain't Shit,Doja Cat,56984848
26,drivers license,Olivia Rodrigo,61768209
27,Heat Waves,Glass Animals,66165581
28,Blinding Lights,The Weeknd,63136315
29,happier,Olivia Rodrigo,54137937
30,NDA,Billie Eilish,25424293
31,Astronaut In The Ocean,Masked Wolf,50127740
32,Skate,Bruno Mars; Anderson .Paak; Silk Sonic,33214907
33,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,53567899
34,Oxytocin,Billie Eilish,15943558
35,Pareja Del Año,Sebastian Yatra; Myke Towers,46441132
36,Getting Older,Billie Eilish,12875599
37,911 (Remix),Sech; Jhayco,52031162
38,favorite crime,Olivia Rodrigo,45136386
39,Don't Go Yet,Camila Cabello,49708237
40,Billie Bossa Nova,Billie Eilish,12875017
41,Miénteme,TINI; Maria Becerra,47304657
42,Entre Nosotros,Tiago PZK; LIT killah,52869300
43,DÁKITI,Bad Bunny; Jhayco,47472937
