ID,Track,Singer(s),Stream
1,drivers license,Olivia Rodrigo,139414369
2,Save Your Tears,The Weeknd,119054542
3,Blinding Lights,The Weeknd,98195216
4,telepatía,Kali Uchis,117388925
5,DÁKITI,Bad Bunny; Jhayco,95442247
6,Calling My Phone,Lil Tjay; 6LACK,80866779
7,Astronaut In The Ocean,Masked Wolf,114949525
8,Bandido,Myke Towers; Juhn,77721272
9,The Business,Tiësto,82424664
10,Mood (feat. iann dior),24kGoldn; iann dior,76226930
11,WITHOUT YOU,The Kid LAROI,75681927
12,Streets,Doja Cat,75251016
13,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,67733259
14,Good Days,SZA,60155098
15,Up,Cardi B,74605914
16,Levitating (feat. DaBaby),Dua Lipa; DaBaby,74520609
17,Heartbreak Anniversary,Giveon,82632828
18,Dynamite,BTS,62018323
19,Whoopty,CJ,57119008
20,positions,Ariana Grande,57473022
21,34+35,Ariana Grande,51069534
22,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,60953404
23,BICHOTA,KAROL G,57698693
24,Ella No Es Tuya - Remix,Rochy RD; Myke Towers; Nicki Nicole,64170622
25,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,50327397
26,We're Good,Dua Lipa,55288918
27,Someone You Loved,Lewis Capaldi,53642890
28,Hecha Pa' Mi,Boza,52553447
29,Anyone,Justin Bieber,60235124
30,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,50821846
31,you broke me first,Tate McRae,49622333
32,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans; 220 KID; Billen Ted,54571711
33,Heat Waves,Glass Animals,52529653
34,What You Know Bout Love,Pop Smoke,46203516
35,Arcade,Duncan Laurence,54997219
36,Goosebumps - Remix,Travis Scott; HVME,50600325
37,Watermelon Sugar,Harry Styles,55430422
38,Therefore I Am,Billie Eilish,43361936
39,Your Love (9PM),ATB; Topic; A7S,52463160
40,Head & Heart (feat. MNEK),Joel Corry; MNEK,46893557
41,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,45711697
42,GIRL LIKE ME,Black Eyed Peas; Shakira,45431038
43,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,42228462
44,Sweater Weather,The Neighbourhood,43945566
45,Hawái,Maluma,40118697
46,Dance Monkey,Tones And I,41626526
47,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,41856568
48,Reloj,Rauw Alejandro; Anuel AA,41107505
49,Don't Start Now,Dua Lipa,47466738
50,Roses - Imanbek Remix,SAINt JHN; Imanbek,39712719
51,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,59669991
52,Before You Go,Lewis Capaldi,38282240
53,Heather,Conan Gray,37412673
54,SugarCrash!,ElyOtto,40585114
55,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,40614351
56,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,35365392
57,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,35324958
58,No Te Enamores - Remix,Milly; Farruko; Nio Garcia; Jay Wheeler; Amenazzy,34650945
59,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,31405729
60,Lonely (with benny blanco),Justin Bieber; benny blanco,41056605
61,Circles,Post Malone,35487107
62,lovely (with Khalid),Billie Eilish; Khalid,35306217
63,My Head & My Heart,Ava Max,38686054
64,Goosebumps,HVME,33200924
65,death bed (coffee for your head),Powfu; beabadoobee,32989719
66,AP - Music from the film Boogie,Pop Smoke,9603189
67,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,33352359
68,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,45300287
69,At My Worst,Pink Sweat$,34924686
70,Afterglow,Ed Sheeran,29272243
71,TE MUDASTE,Bad Bunny,31807551
72,Lucid Dreams,Juice WRLD,31975730
73,willow,Taylor Swift,30191687
74,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,29592971
75,Golden,Harry Styles,33034015
76,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,30666050
77,bad guy,Billie Eilish,30628179
78,Shallow,Lady Gaga; Bradley Cooper,31273309
79,Only Wanna Be With You - Pokémon 25 Version,Post Malone,3665031
80,Life Goes On,BTS,27587491
81,The Hills,The Weeknd,29067857
82,goosebumps,Travis Scott,31415003
83,LOCATION,KAROL G; Anuel AA; J Balvin,31198212
84,Adore You,Harry Styles,32849458
85,Snowman,Sia,16100399
86,Señorita,Shawn Mendes; Camila Cabello,30463852
87,911,Sech,44088843
