ID,Track,Singer(s),Stream
1,drivers license,Olivia Rodrigo,177350657
2,DÁKITI,Bad Bunny; Jhayco,101700831
3,Blinding Lights,The Weeknd,104629416
4,Save Your Tears,The Weeknd,114800557
5,Mood (feat. iann dior),24kGoldn; iann dior,78461634
6,Good Days,SZA,68948648
7,WITHOUT YOU,The Kid LAROI,74285434
8,Bandido,Myke Towers; Juhn,79549923
9,Streets,Doja Cat,70372286
10,BICHOTA,KAROL G,66766322
11,positions,Ariana Grande,64606729
12,Whoopty,CJ,69451390
13,Dynamite,BTS,61891641
14,34+35,Ariana Grande,61792631
15,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,57913608
16,Anyone,Justin Bieber,55087097
17,Levitating (feat. DaBaby),Dua Lipa; DaBaby,63292703
18,Hecha Pa' Mi,Boza,57462755
19,The Business,Tiësto,68909935
20,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,64431589
21,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,60527843
22,you broke me first,Tate McRae,52435080
23,Therefore I Am,Billie Eilish,49521184
24,What You Know Bout Love,Pop Smoke,49773391
25,Someone You Loved,Lewis Capaldi,50424765
26,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,51237789
27,Watermelon Sugar,Harry Styles,46938947
28,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,40583791
29,Head & Heart (feat. MNEK),Joel Corry; MNEK,46038082
30,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,45940589
31,Hawái,Maluma,44316210
32,Reloj,Rauw Alejandro; Anuel AA,43264366
33,Sweater Weather,The Neighbourhood,41920687
34,Lonely (with benny blanco),Justin Bieber; benny blanco,38000522
35,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,42497871
36,willow,Taylor Swift,36065021
37,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,38166464
38,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,39822702
39,Afterglow,Ed Sheeran,36205531
40,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,40926202
41,Dance Monkey,Tones And I,41950823
42,Heather,Conan Gray,37518020
43,Ropa Cara,Camilo,36939671
44,Heat Waves,Glass Animals,43705642
45,GIRL LIKE ME,Black Eyed Peas; Shakira,42572388
46,Snowman,Sia,32944780
47,Roses - Imanbek Remix,SAINt JHN; Imanbek,39308993
48,HOLIDAY,Lil Nas X,33971361
49,Don't Start Now,Dua Lipa,39630226
50,Before You Go,Lewis Capaldi,36791629
51,Goosebumps - Remix,Travis Scott; HVME,42798041
52,Goosebumps,HVME,33529499
53,Lo Vas A Olvidar (with ROSALÍA),Billie Eilish; ROSALÍA,10694566
54,TE MUDASTE,Bad Bunny,33604052
55,Golden,Harry Styles,30303088
56,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,32384642
57,Astronaut In The Ocean,Masked Wolf,61269027
58,Skin,Sabrina Carpenter,23837315
59,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,35282033
60,Chica Ideal,Sebastian Yatra; Guaynaa,31972014
61,lovely (with Khalid),Billie Eilish; Khalid,31261382
62,BEBÉ,Camilo; El Alfa,30735660
63,death bed (coffee for your head),Powfu; beabadoobee,31312790
64,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,31862772
65,Adore You,Harry Styles,28756467
66,Lucid Dreams,Juice WRLD,31111243
67,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,31507882
68,Antes,Anuel AA; Ozuna,26555899
69,Circles,Post Malone,31320537
70,Life Goes On,BTS,28318719
71,Take You Dancing,Jason Derulo,26642107
72,Train Wreck,James Arthur,27434109
73,At My Worst,Pink Sweat$,29252715
74,La Tóxica,Farruko,28754051
75,Breaking Me,Topic; A7S,29293982
76,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,30195311
77,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,30085447
78,Put Your Records On,Ritt Momney,24847659
79,SO DONE,The Kid LAROI,25423558
80,The Box,Roddy Ricch,28838694
81,Vida de Rico,Camilo,27819581
82,Bad Boy (with Young Thug),Juice WRLD; Young Thug,10672187
83,my ex's best friend (with blackbear),Machine Gun Kelly; blackbear,26443618
84,goosebumps,Travis Scott,29722310
85,Wishing Well,Juice WRLD,28211978
86,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,28350978
87,No Te Enamores - Remix,Milly; Farruko; Nio Garcia; Jay Wheeler; Amenazzy,31892442
