ID,Track,Singer(s),Stream
1,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,130523622
2,abcdefu,GAYLE,137040031
3,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,112477692
4,Heat Waves,Glass Animals,129628270
5,Pepas,Farruko,80393015
6,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,108853133
7,Easy On Me,Adele,114292321
8,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,115058603
9,Do It To It,ACRAZE; Cherish,80779902
10,Bad Habits,Ed Sheeran,73865357
11,Shivers,Ed Sheeran,86723182
12,good 4 u,Olivia Rodrigo,66065442
13,Woman,Doja Cat,71425757
14,Kiss Me More (feat. SZA),Doja Cat; SZA,60094422
15,Blinding Lights,The Weeknd,56492040
16,My Universe,Coldplay; BTS,70588463
17,Yonaguni,Bad Bunny,56748038
18,MONTERO (Call Me By Your Name),Lil Nas X,54450242
19,Toma Toma Vapo Vapo,Zé Felipe; Mc Danny,16524971
20,Levitating (feat. DaBaby),Dua Lipa; DaBaby,47916694
21,Infinity,Jaymes Young,72642529
22,love nwantiti (ah ah ah),CKay,52972594
23,Vai Lá Em Casa Hoje,George Henrique & Rodrigo; Marília Mendonça,31024888
24,Beggin',Måneskin,51011658
25,Need to Know,Doja Cat,56695449
26,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,52538917
27,Todo De Ti,Rauw Alejandro,40616279
28,Ameaça,Paulo Pires; Mc Danny; Marcynho Sensação,9369295
29,Ghost,Justin Bieber,60243580
30,MONEY,LISA,47008941
31,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,83840970
32,Esqueça-Me Se For Capaz,Marília Mendonça; Maiara & Maraisa,23875398
33,DÁKITI,Bad Bunny; Jhayco,39365674
34,Where Are You Now,Lost Frequencies; Calum Scott,57871899
35,THATS WHAT I WANT,Lil Nas X,53339437
36,Tiago PZK: Bzrp Music Sessions Vol. 48,Bizarrap; Tiago PZK,39178796
37,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,42362417
38,Malvadão 3,Xamã; Gustah; Neo Beats; Bagua Records,48260067
39,Mon Amour - Remix,zzoilo; Aitana,49428737
40,Parada Louca,Mari Fernandez; Marcynho Sensação,9349822
41,Arranhão - Ao Vivo,Henrique & Juliano,9256210
42,Coração Cachorro,Avine Vinny; Matheus Fernandes,2170069
43,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,41407413
44,One Right Now (with The Weeknd),Post Malone; The Weeknd,47125138
45,Smokin Out The Window,Bruno Mars; Anderson .Paak; Silk Sonic,36988931
46,GALOPA,PEDRO SAMPAIO,8959292
47,I Love You So,The Walters,56919804
48,Volví,Aventura; Bad Bunny,41232300
49,Butter,BTS,35277766
50,Toxic,BoyWithUke,51350862
51,Bloqueado - Ao Vivo,Gusttavo Lima,22036506
52,Happier Than Ever,Billie Eilish,48224515
53,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,37292164
54,The Motto,Tiësto; Ava Max,51584625
55,Sweater Weather,The Neighbourhood,51052328
56,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,20741828
57,Presepada,Marília Mendonça; Maiara & Maraisa,10676992
58,drivers license,Olivia Rodrigo,45277390
59,Don't Start Now,Dua Lipa,32427253
60,traitor,Olivia Rodrigo,46864923
61,Ela me Falou Que Quer Rave,MC Levin; DJ Nikolas Alves Exclusive; DJ Kaioken; DJ Gege,1869014
62,Watermelon Sugar,Harry Styles,37335786
63,Tacones Rojos,Sebastian Yatra,39550213
64,Medallo,Blessd; Justin Quiles; Lenny Tavárez,41904458
65,I Hate U,SZA,39007323
66,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,36992054
67,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,31202539
68,Better Days (NEIKED x Mae Muller x Polo G),NEIKED; Mae Muller; Polo G,33463460
69,Nostálgico,Rvssian; Rauw Alejandro; Chris Brown,35452114
70,I Gotta Feeling,Black Eyed Peas,1142727
71,A La Antigüita,Calibre 50,2531233
72,Revoada No Colchão,Zé Felipe; Marcynho Sensação,1125503
73,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,36155033
74,Don't Be Shy,Tiësto; KAROL G,30652222
75,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,35718090
76,Dynamite,BTS,36496770
77,Oh My God,Adele,47099774
78,The Business,Tiësto,27061023
79,I AM WOMAN,Emmy Meli,37198343
80,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,46278667
81,Super Gremlin,Kodak Black,41631447
82,Desesperados,Rauw Alejandro; Chencho Corleone,56387524
83,Life Goes On,Oliver Tree,32769691
84,Mr. Brightside,The Killers,25285773
85,Salimo de Noche,Tiago PZK; Trueno,29838797
86,DANCE CRIP,Trueno,21517381
87,Sobrio,Maluma,27599950
88,Bar,TINI; L-Gante,13446916
89,Molhando o Volante,Jorge & Mateus,7814957
90,Mood (feat. iann dior),24kGoldn; iann dior,29731173
91,Meu Pedaço de Pecado,João Gomes,999268
92,Ya Supérame (En Vivo),Grupo Firme,994346
93,Save Your Tears,The Weeknd,36873681
94,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae; Kali Uchis; Moliy,32739847
95,Qué Más Pues?,J Balvin; Maria Becerra,24383388
96,Volando - Remix,Mora; Bad Bunny; Sech,32680563
97,NO CHÃO NOVINHA,Anitta; PEDRO SAMPAIO,972451
98,Surface Pressure,Jessica Darrow,43192967
99,Todo Mundo Menos Você,Marília Mendonça; Maiara & Maraisa,1609595
100,You Right,Doja Cat; The Weeknd,33629943
101,Ela e Ela,Zé Neto & Cristiano,939782
102,Miénteme,TINI; Maria Becerra,10952489
103,Dark Red,Steve Lacy,35859537
104,Nota de Repúdio - Ao Vivo,Gusttavo Lima,932688
105,Rasputin,Majestic; Boney M.,932417
106,Believer,Imagine Dragons,32370518
107,It'll Be Okay,Shawn Mendes,39261299
108,AM Remix,Nio Garcia; J Balvin; Bad Bunny,25741045
109,Putariazinha,Felipe Amorim,911990
110,LA FAMA,ROSALÍA; The Weeknd,28776289
111,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry; Jax Jones; Charli XCX; Saweetie,21569022
112,Dance Monkey,Tones And I,26542032
113,Si Te Pudiera Mentir,Calibre 50,904848
114,deja vu,Olivia Rodrigo,34004459
115,Bohemian Rhapsody - Remastered 2011,Queen,16778713
116,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,30081691
117,Baby Me Atende,Matheus Fernandes; Dilsinho,887992
118,A Maior Saudade - Ao Vivo,Henrique & Juliano,883386
119,Get Into It (Yuh),Doja Cat,26978000
120,Someone You Loved,Lewis Capaldi,33246065
121,Cúrame,Rauw Alejandro,24851711
122,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis; Macklemore; Ryan Lewis; Ray Dalton,3090062
123,Shape of You,Ed Sheeran,25923676
124,Sky,Playboi Carti,26474513
125,Dandelions,Ruth B.,38307787
126,Circles,Post Malone,25589637
127,Don't Stop Me Now - Remastered 2011,Queen,844261
128,Rolê,Tarcísio do Acordeon; Marcynho Sensação,841045
129,Ley Seca,Jhayco; Anuel AA,25826171
130,Way 2 Sexy (with Future & Young Thug),Drake; Future; Young Thug,25421823
131,Si Veo a Tu Mamá,Bad Bunny,1602752
132,Peru,Fireboy DML; Ed Sheeran,27328984
133,Dreams - 2004 Remaster,Fleetwood Mac,1478699
134,Wake Me Up,Avicii,6755527
135,Billie Jean,Michael Jackson,804831
136,El Tóxico,Grupo Firme; Carin Leon,804765
137,Astronaut In The Ocean,Masked Wolf,24975188
138,Freaks,Surf Curse,30179780
139,Roses - Imanbek Remix,SAINt JHN; Imanbek,794705
140,2055,Sleepy Hallow,25522801
141,Cê Tá Preparada - Ao Vivo,Tayrone; Marília Mendonça,793078
142,lovely (with Khalid),Billie Eilish; Khalid,30603514
143,Locked out of Heaven,Bruno Mars,27295988
144,I WANNA BE YOUR SLAVE,Måneskin,25962250
145,Botella Tras Botella,Gera MX; Christian Nodal,786830
146,Rolling in the Deep,Adele,27301116
147,Pandora,DJ Matt D; Menor MC; MC GP; Vulgo FK,23543327
148,Perfect,Ed Sheeran,27527340
149,Acapulco,Jason Derulo,27319444
150,In Da Getto,J Balvin; Skrillex,780674
151,Without Me,Eminem,31501434
152,Trava na Pose Chama no Zoom Da um Close (feat. Mc Rennan),DJ Patrick Muniz; Dj Olliver; Mc Topre; Mc Rennan,775319
153,Don't Stop Believin',Journey,774985
154,Take on Me,a-ha,770813
155,The Nights,Avicii,25910230
156,Party In The U.S.A.,Miley Cyrus,767843
157,Another Love,Tom Odell,30887750
158,No Lie,Sean Paul; Dua Lipa,26021102
159,Pope Is a Rockstar,SALES,9906612
160,RAPSTAR,Polo G,23521401
161,Pareja Del Año,Sebastian Yatra; Myke Towers,6871557
162,Smells Like Teen Spirit - Remastered,Nirvana,25402683
163,Expectativa x Realidade,Matheus & Kauan,739658
164,Lucid Dreams,Juice WRLD,25178798
165,Every Breath You Take,The Police,8154990
166,Você Beberia Ou Não Beberia?,Zé Neto & Cristiano,736768
167,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,736751
168,ELEVEN,IVE,24776039
169,Another One Bites The Dust - Remastered 2011,Queen,733886
170,Yellow,Coldplay,27687304
171,Thunder,Gabry Ponte; LUM!X; Prezioso,27301802
172,Love Tonight (Edit),Shouse,729032
173,positions,Ariana Grande,26307396
174,Praise God,Kanye West,24201782
175,Senta Danada,Zé Felipe; Os Barões Da Pisadinha,725696
176,Danza Kuduro,Don Omar; Lucenzo,724891
177,Levitating,Dua Lipa,4359773
178,The Real Slim Shady,Eminem,28272844
179,Dancing Queen,ABBA,722657
180,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,721413
181,Tiroteo - Remix,Marc Seguí; Rauw Alejandro; Pol Granch,4282366
182,The Feels,TWICE,19303907
183,Counting Stars,OneRepublic,26084587
184,Shallow,Lady Gaga; Bradley Cooper,24681511
185,Heather,Conan Gray,27852362
186,Cada Quien,Grupo Firme; Maluma,708552
187,Head & Heart (feat. MNEK),Joel Corry; MNEK,707172
188,Daddy Issues,The Neighbourhood,29192877
189,No Role Modelz,J. Cole,17319594
190,family ties (with Kendrick Lamar),Baby Keem; Kendrick Lamar,20017257
191,happier,Olivia Rodrigo,26638342
192,Fair Trade (with Travis Scott),Drake; Travis Scott,17305563
193,Toxic,Britney Spears,702199
194,Se Le Ve,Dímelo Flow; Dalex; Sech; Justin Quiles; Arcángel; De La Ghetto; Lenny Tavárez,23455511
195,Take My Breath - Single Version,The Weeknd,10248812
196,Lost in the Fire (feat. The Weeknd),Gesaffelstein; The Weeknd,30530436
197,Hawái,Maluma,695072
198,Gangsta's Paradise,Coolio; L.V.,20226030
199,Before You Go,Lewis Capaldi,26414264
200,bad guy,Billie Eilish,686118
201,MIDDLE OF THE NIGHT,Elley Duhé,30087186
202,TO THE MOON,Jnr Choi; Sam Tompkins,26791154
203,Why'd You Only Call Me When You're High?,Arctic Monkeys,24261576
204,Girl Of My Dreams (with SUGA of BTS),Juice WRLD; SUGA; BTS,3935493
205,Bored,Billie Eilish,18948255
206,Take Me To Church,Hozier,24336006
207,Arcade,Duncan Laurence,22764439
208,Talking to the Moon,Bruno Mars,24974672
209,favorite crime,Olivia Rodrigo,22888647
210,505,Arctic Monkeys,25670761
211,you broke me first,Tate McRae,22540562
212,Streets,Doja Cat,21093060
213,Heartbreak Anniversary,Giveon,16566332
214,Enchanted,Taylor Swift,16846057
215,Blank Space,Taylor Swift,22280917
216,Wandered To LA (with Justin Bieber),Juice WRLD; Justin Bieber,3732420
217,When I’m Gone (with Katy Perry),Alesso; Katy Perry,13795185
218,Jocelyn Flores,XXXTENTACION,11909286
219,All of Me,John Legend,23844199
220,Memories,Maroon 5,22389482
221,Riptide,Vance Joy,20283773
222,Hope,XXXTENTACION,3550017
223,Permission to Dance,BTS,8178113
224,Señorita,Shawn Mendes; Camila Cabello,19743964
225,Love Grows (Where My Rosemary Goes),Edison Lighthouse,26845586
226,Say You Won't Let Go,James Arthur,21266183
227,Happier Than Ever - Edit,Billie Eilish,16230985
228,Enemy - From the series Arcane League of Legends,Imagine Dragons; Arcane; League of Legends,21855888
229,The Hills,The Weeknd,22731318
230,Do I Wanna Know?,Arctic Monkeys,11186220
231,Space Song,Beach House,16022692
232,Payphone,Maroon 5; Wiz Khalifa,19148068
233,Someone Like You,Adele,3602504
234,goosebumps,Travis Scott,7466799
235,edamame (feat. Rich Brian),bbno$; Rich Brian,7406417
236,Love Again,Dua Lipa,3658946
237,Alien Blues,Vundabar,3995422
238,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,649986
239,Notion,The Rare Occasions,11980421
240,Overpass Graffiti,Ed Sheeran,7520470
241,Die For You,The Weeknd,20424372
242,Leave Before You Love Me (with Jonas Brothers),Marshmello; Jonas Brothers,11539224
243,Broadway Girls (feat. Morgan Wallen),Lil Durk; Morgan Wallen,2973640
244,Dos Oruguitas,Sebastian Yatra,28001083
245,The Family Madrigal,Stephanie Beatriz; Olga Merediz; Encanto - Cast,30635955
246,GHOST TOWN,Benson Boone,2955047
247,telepatía,Kali Uchis,2900961
248,Entre Nosotros,Tiago PZK; LIT killah,3018370
249,Till I Collapse,Eminem; Nate Dogg,17919729
250,Falling,Harry Styles,10803298
251,jealousy jealousy,Olivia Rodrigo,689039
252,What Else Can I Do?,Diane Guerrero; Stephanie Beatriz,27596670
253,Súbelo,Anuel AA; Myke Towers; Jhayco,3695711
254,7 rings,Ariana Grande,1421955
255,Christmas Tree,V,13136354
256,Fingers Crossed,Lauren Spencer Smith,57181717
257,Ella - Remix,Boza; Lunay; Lenny Tavárez; Juhn; Beéle,15611765
258,Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK; LIT killah; Maria Becerra; Nicki Nicole,33948108
259,Every Summertime,NIKI,22955501
260,Softcore,The Neighbourhood,37976894
261,Starboy,The Weeknd; Daft Punk,3816535
262,Sacrifice,The Weeknd,74464739
263,Gasoline,The Weeknd,30704933
264,How Do I Make You Love Me?,The Weeknd,28477327
265,Dawn FM,The Weeknd,15213539
266,Out of Time,The Weeknd,43034175
267,Is There Someone Else?,The Weeknd,41854317
268,Take My Breath,The Weeknd,24022651
269,Here We Go… Again (feat. Tyler the Creator),The Weeknd; Tyler; The Creator,20349067
270,Best Friends,The Weeknd,20241292
271,I Heard You’re Married (feat. Lil Wayne),The Weeknd; Lil Wayne,15848971
272,Starry Eyes,The Weeknd,14469313
273,Less Than Zero,The Weeknd,27469339
274,A Tale By Quincy,The Weeknd,10644730
275,Every Angel is Terrifying,The Weeknd,8858176
276,Don’t Break My Heart,The Weeknd,11468779
277,pushin P (feat. Young Thug),Gunna; Future; Young Thug,46132038
278,Phantom Regret by Jim,The Weeknd,6306586
279,thought i was playing,Gunna; 21 Savage,7427108
280,mop (feat. Young Thug),Gunna; Young Thug,3285673
281,poochie gown,Gunna,2483775
282,25k jacket (feat. Lil Baby),Gunna; Lil Baby,4072161
283,private island,Gunna,2278026
284,alotta cake,Gunna,3353536
285,how you did that (feat. Kodak Black),Gunna; Kodak Black,2392679
286,SOLITE PARE (feat. thasup & Sfera Ebbasta),Sick Luke; thasup; Sfera Ebbasta,2043698
287,livin wild,Gunna,1122351
288,south to west,Gunna,1105080
289,too easy,Gunna; Future,1918428
290,idk that bitch (feat. G Herbo),Gunna; G Herbo,1062487
291,you & me,Gunna; Chlöe,1040011
292,Miserable Man,David Kushner,5337926
293,flooded,Gunna,940569
294,Wenn ich will,Gzuz; Bonez MC,872038
295,DREAM TEAM (feat. Dylan Capo Plaza Tedua & Shiva),Sick Luke; Shiva; Capo Plaza; Tedua; Dylan,794006
296,L’enfer,Stromae,10604698
297,The Rumbling (TV Size),SiM,7430422
298,Blessed-Cursed,ENHYPEN,1541870
299,Polaroid Love,ENHYPEN,4863242
300,Excuses,AP Dhillon; Gurinder Gill; Intense,23903884
301,Lost,Frank Ocean,24470085
302,Formula,Labrinth,15332941
303,P power (feat. Drake),Gunna; Drake,7834981
304,Love It When You Hate Me (feat. blackbear),Avril Lavigne; blackbear,1076628
305,Won’t Stand Down,Muse,1000919
306,Mal Feito - Ao Vivo,Hugo & Guilherme; Marília Mendonça,19293958
307,Down Under (feat. Colin Hay),Luude; Colin Hay,16918101
308,Iffy,Chris Brown,844867
309,WHERE WE ARE,The Lumineers,815620
310,Eazy,The Game; Kanye West,20316169
311,WA DA DA,Kep1er,12782281
