Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Mi Gente,J Balvin; Willy William,4.553.070,1,1,56
2,Friends (with BloodPop®),Justin Bieber; BloodPop®,3.633.412,2,2,8
3,Unforgettable,French Montana; Swae Lee,3.321.975,3,3,138
4,New Rules,Dua Lipa,3.218.287,4,6,46
5,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,3.144.976,5,5,70
6,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,3.134.788,2,7,70
7,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,3.126.182,1,4,130
8,Attention,Charlie Puth,2.712.880,5,8,126
9,2U (feat. Justin Bieber),David Guetta; Justin Bieber,2.646.961,3,9,77
10,Sorry Not Sorry,Demi Lovato,2.636.962,10,11,45
11,Shape of You,Ed Sheeran,2.602.652,1,10,231
12,Strip That Down (feat. Quavo),Liam Payne; Quavo,2.486.414,8,12,98
13,Thunder,Imagine Dragons,2.471.995,7,13,119
14,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,2.366.041,14,16,35
15,More Than You Know,Axwell /\ Ingrosso,2.359.512,14,15,88
16,Mama,Jonas Blue; William Singe,2.312.937,11,17,109
17,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,2.285.992,2,14,119
18,XO Tour Llif3,Lil Uzi Vert,2.182.142,9,18,153
19,Havana (feat. Young Thug),Camila Cabello; Young Thug,2.176.076,19,20,21
20,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,2.106.618,19,19,49
21,There's Nothing Holdin' Me Back,Shawn Mendes,2.056.315,5,21,127
22,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,2.023.784,20,22,14
23,Silence,Marshmello; Khalid,2.003.514,23,23,14
24,Me Rehúso,Danny Ocean,1.925.211,18,25,189
25,Bank Account,21 Savage,1.910.103,22,24,49
26,HUMBLE.,Kendrick Lamar,1.815.461,1,26,147
27,I Like Me Better,Lauv,1.786.857,27,27,81
28,Felices los 4,Maluma,1.721.542,16,29,126
29,There for You,Martin Garrix; Troye Sivan,1.704.315,17,28,91
30,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,1.639.683,5,32,182
31,Fetish (feat. Gucci Mane),Selena Gomez; Gucci Mane,1.634.509,9,31,43
32,Congratulations,Post Malone; Quavo,1.633.728,20,34,213
33,Your Song,Rita Ora,1.631.085,28,30,91
34,Something Just Like This,The Chainsmokers; Coldplay,1.605.054,2,33,183
35,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,1.583.709,35,35,14
36,Young Dumb & Broke,Khalid,1.568.905,35,36,62
37,Slow Hands,Niall Horan,1.527.354,28,37,113
38,Believer,Imagine Dragons,1.501.209,15,38,204
39,Bodak Yellow,Cardi B,1.450.193,39,41,27
40,BUTTERFLY EFFECT,Travis Scott,1.450.009,37,40,97
41,Despacito,Luis Fonsi; Daddy Yankee,1.440.853,3,39,223
42,Una Lady Como Tú,Manuel Turizo,1.383.222,38,44,81
43,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,1.381.248,36,45,143
44,Bonita,J Balvin; Jowell & Randy,1.371.617,37,46,78
45,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,1.366.739,21,43,144
46,Know No Better (feat. Travis Scott Camila Cabello & Quavo),Major Lazer; Travis Scott; Camila Cabello; Quavo,1.361.453,28,42,84
47,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,1.301.658,9,48,161
48,Praying,Kesha,1.291.413,37,47,50
49,That's What I Like,Bruno Mars,1.283.693,5,50,236
50,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,1.272.348,24,49,147
51,1-800-273-8255,Logic; Alessia Cara; Khalid,1.262.342,25,52,119
52,Rich Love (with Seeb),OneRepublic; Seeb,1.252.670,51,51,42
53,Feel It Still,Portugal. The Man,1.193.729,53,53,44
54,What About Us,P!nk,1.181.695,54,54,14
55,Would You Ever,Skrillex; Poo Bear,1.140.783,54,55,28
56,Location,Khalid,1.113.388,32,56,200
57,Stay,Zedd; Alessia Cara,1.104.095,5,57,182
58,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,1.078.493,44,58,140
59,Redbone,Childish Gambino,1.031.614,34,59,236
60,Mask Off,Future,1.018.251,5,60,189
61,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,985.553,2,61,190
62,Mayores,Becky G; Bad Bunny,976.005,62,63,29
63,Questions,Chris Brown,970.797,63,87,7
64,Galway Girl,Ed Sheeran,963.691,2,62,175
65,Robarte un Beso,Carlos Vives; Sebastian Yatra,949.741,65,70,20
66,goosebumps,Travis Scott,938.493,56,72,234
67,Get Low (with Liam Payne),Zedd; Liam Payne,932.576,42,65,49
68,Hey DJ,CNCO; Yandel,927.954,48,73,125
69,DNA.,Kendrick Lamar,919.414,3,68,133
70,Signs,Drake,916.446,14,69,62
71,I Get the Bag (feat. Migos),Gucci Mane; Migos,913.269,71,77,6
72,OK,Robin Schulz; James Blunt,912.713,55,71,98
73,Say You Won't Let Go,James Arthur,909.158,7,66,236
74,Love Galore (feat. Travis Scott),SZA; Travis Scott,906.376,74,76,61
75,Crying in the Club,Camila Cabello,898.452,30,67,98
