Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,6.393.345,1,1,75
2,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,4.689.878,2,2,15
3,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,4.470.728,2,3,64
4,2U (feat. Justin Bieber),David Guetta; Justin Bieber,4.022.590,3,4,22
5,Shape of You,Ed Sheeran,3.712.311,1,5,176
6,Unforgettable,French Montana; Swae Lee,3.485.374,5,6,83
7,Attention,Charlie Puth,3.118.564,5,7,71
8,Thunder,Imagine Dragons,3.104.329,7,8,64
9,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,2.938.676,9,20,15
10,Strip That Down (feat. Quavo),Liam Payne; Quavo,2.888.437,8,9,43
11,There's Nothing Holdin' Me Back,Shawn Mendes,2.801.372,5,10,72
12,Mama,Jonas Blue; William Singe,2.728.632,12,12,54
13,HUMBLE.,Kendrick Lamar,2.718.045,1,11,92
14,XO Tour Llif3,Lil Uzi Vert,2.659.052,9,13,98
15,Signs,Drake,2.623.487,14,14,7
16,Despacito,Luis Fonsi; Daddy Yankee,2.621.991,3,15,168
17,Something Just Like This,The Chainsmokers; Coldplay,2.503.562,2,17,128
18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,2.478.969,5,18,127
19,Believer,Imagine Dragons,2.419.894,15,16,149
20,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,2.361.984,12,41,127
21,There for You,Martin Garrix; Troye Sivan,2.352.140,17,19,36
22,Stay,Zedd; Alessia Cara,2.224.209,5,21,127
23,Congratulations,Post Malone; Quavo,2.133.364,20,22,158
24,Felices los 4,Maluma,2.102.709,16,27,71
25,That's What I Like,Bruno Mars,2.076.040,5,23,181
26,More Than You Know,Axwell /\ Ingrosso,2.048.861,26,28,33
27,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,2.042.432,21,24,89
28,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,2.024.515,9,26,106
29,Mask Off,Future,2.000.217,5,29,134
30,Bad Liar,Selena Gomez,1.967.889,5,25,44
31,Me Rehúso,Danny Ocean,1.919.597,24,32,134
32,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,1.876.476,2,31,135
33,Malibu,Miley Cyrus,1.841.889,5,30,51
34,Know No Better (feat. Travis Scott Camila Cabello & Quavo),Major Lazer; Travis Scott; Camila Cabello; Quavo,1.799.866,28,33,29
35,Your Song,Rita Ora,1.753.217,35,36,36
36,Slow Hands,Niall Horan,1.742.871,30,34,58
37,Crying in the Club,Camila Cabello,1.731.325,35,35,43
38,Redbone,Childish Gambino,1.718.281,34,37,181
39,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,1.711.491,38,54,50
40,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,1.693.997,26,40,127
41,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,1.635.568,24,38,92
42,First Time,Kygo; Ellie Goulding,1.629.432,17,39,64
43,Galway Girl,Ed Sheeran,1.598.725,2,42,120
44,Passionfruit,Drake,1.492.998,2,45,104
45,Location,Khalid,1.488.897,32,44,145
46,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,1.487.211,40,47,88
47,Now Or Never,Halsey,1.477.648,28,43,87
48,DNA.,Kendrick Lamar,1.437.086,3,48,78
49,1-800-273-8255,Logic; Alessia Cara; Khalid,1.405.612,25,46,64
50,Swish Swish,Katy Perry; Nicki Minaj,1.325.243,41,50,43
51,Sign of the Times,Harry Styles,1.297.324,13,49,85
52,Mi Gente,J Balvin; Willy William,1.215.147,52,—,1
53,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,1.212.075,48,52,85
54,Hey DJ,CNCO; Yandel,1.163.720,52,58,70
55,Issues,Julia Michaels,1.147.127,9,51,165
56,OK,Robin Schulz; James Blunt,1.132.787,55,59,43
57,Cash Out (feat. ScHoolboy Q PARTYNEXTDOOR & D.R.A.M.),Calvin Harris; ScHoolboy Q; PARTYNEXTDOOR; DRAM; Funk Wav,1.117.665,57,—,1
58,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,1.111.618,3,56,181
59,Most Girls,Hailee Steinfeld,1.074.609,48,53,60
60,BUTTERFLY EFFECT,Travis Scott,1.069.202,56,57,42
61,goosebumps,Travis Scott,1.057.659,58,60,179
62,Closer,The Chainsmokers; Halsey,1.045.926,2,63,181
63,Prayers Up (feat. Travis Scott & A-Trak),Calvin Harris; Travis Scott; A-Trak; Funk Wav,1.024.118,63,—,1
64,Down (feat. Gucci Mane),Fifth Harmony; Gucci Mane,1.005.329,47,62,29
65,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,1.003.923,18,67,181
66,Whatever It Takes,Imagine Dragons,999.671,46,55,50
67,Magnolia,Playboi Carti,996.218,54,64,57
68,Body Like A Back Road,Sam Hunt,993.807,60,69,149
69,Scared to Be Lonely,Martin Garrix; Dua Lipa,993.378,5,68,155
70,Say You Won't Let Go,James Arthur,986.893,7,61,181
71,El Amante,Nicky Jam,986.465,32,65,162
72,I Like Me Better,Lauv,985.582,66,66,26
73,Bonita,J Balvin; Jowell & Randy,966.708,73,82,23
74,Me Enamoré,Shakira,942.126,69,74,80
75,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,939.236,57,71,113
76,Tuesday,Burak Yeter; Danelle Sandoval,939.157,53,81,135
77,I Feel It Coming,The Weeknd; Daft Punk,936.650,7,73,181
78,Slippery (feat. Gucci Mane),Migos; Gucci Mane,933.995,70,70,57
79,Una Lady Como Tú,Manuel Turizo,931.810,79,80,26
80,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,923.631,2,72,181
81,One Dance,Drake; Wizkid; Kyla,892.232,5,77,181
82,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,887.867,15,76,78
83,Starboy,The Weeknd; Daft Punk,883.627,1,85,181
84,Tú Foto,Ozuna,883.149,71,86,61
85,Sigo Extrañándote,J Balvin,878.695,66,91,119
86,No Complaints (feat. Offset & Drake) (Bonus),Metro Boomin; Offset; Drake,875.575,74,75,7
87,Castle on the Hill,Ed Sheeran,873.119,2,84,176
88,Heatstroke (feat. Young Thug Pharrell Williams & Ariana Grande),Calvin Harris; Young Thug; Pharrell Williams; Ariana Grande; Funk Wav,869.058,52,—,1
89,Paris,The Chainsmokers,867.343,2,78,169
90,Skrt On Me (feat. Nicki Minaj),Calvin Harris; Nicki Minaj; Funk Wav,864.782,90,—,1
91,Solo Dance,Martin Jensen,862.002,24,88,181
92,Faking It (feat. Kehlani & Lil Yachty),Calvin Harris; Kehlani; Lil Yachty; Funk Wav,859.330,92,—,1
93,Chantaje (feat. Maluma),Shakira; Maluma,846.032,11,87,181
94,La Rompe Corazones,Daddy Yankee; Ozuna,845.572,68,89,147
95,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,833.677,12,90,181
96,No Vacancy,OneRepublic,816.695,70,83,52
97,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,816.221,17,92,173
98,Don't Quit (feat. Travis Scott & Jeremih),DJ Khaled; Calvin Harris; Travis Scott; Jeremih,802.733,52,79,8
99,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,790.535,47,97,181
100,4 AM,2 Chainz; Travis Scott,780.474,72,93,31
101,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,778.170,90,94,81
102,Came Here for Love,Sigala; Ella Eyre,766.899,94,98,18
103,Let Me Love You,DJ Snake; Justin Bieber,765.431,3,99,181
104,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,754.486,4,96,78
105,The Cure,Lady Gaga,738.270,30,95,76
106,Sola (Remix),Anuel AA; Daddy Yankee; Zion & Lennox; Farruko; Wisin,732.050,86,103,157
107,Perfect,Ed Sheeran,729.583,6,100,120
108,24K Magic,Bruno Mars,723.248,7,105,181
109,Don't Let Me Down,The Chainsmokers; Daya,709.406,20,104,181
110,Portland,Drake; Quavo; Travis Scott,708.753,3,102,104
111,Bad and Boujee (feat. Lil Uzi Vert),Migos; Lil Uzi Vert,690.385,8,106,181
112,Holiday (feat. Snoop Dogg John Legend & Takeoff),Calvin Harris; Snoop Dogg; John Legend; Takeoff; Funk Wav,685.434,112,—,1
113,Reggaetón Lento (Bailemos),CNCO,682.159,30,114,181
114,Báilame,Nacho,682.010,110,116,49
115,Homemade Dynamite,Lorde,673.276,63,101,15
116,Hunter,Galantis,669.968,109,121,47
117,Me llamas (feat. Maluma) - Remix,Piso 21; Maluma,662.750,80,119,181
118,Starving,Hailee Steinfeld; Grey; Zedd,658.284,20,108,181
119,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),Justin Timberlake,657.451,19,131,181
120,Fake Love,Drake,652.652,6,113,181
121,Photograph,Ed Sheeran,650.655,40,111,181
122,Tunnel Vision,Kodak Black,650.150,37,112,133
123,Bon Appétit,Katy Perry; Migos,647.214,38,109,64
124,Green Light,Lorde,645.363,22,107,121
125,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,645.170,39,117,181
126,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Tyler; The Creator; Frank Ocean; Steve Lacy,641.536,126,—,1
127,Side To Side,Ariana Grande; Nicki Minaj,638.057,17,126,181
128,Bounce Back,Big Sean,637.979,19,122,181
129,Chained To The Rhythm,Katy Perry; Skip Marley,637.110,6,125,141
130,Cold Water (feat. Justin Bieber & MØ),Major Lazer; Justin Bieber; MØ,636.949,14,129,181
131,Treat You Better,Shawn Mendes,633.560,21,124,181
132,It's A Vibe,2 Chainz; Ty Dolla $ign; Trey Songz; Jhené Aiko,632.748,107,115,15
133,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,632.298,24,123,94
134,Cold (feat. Future),Maroon 5; Future,630.473,17,120,136
135,Reminding Me,Shawn Hook; Vanessa Hudgens,628.929,98,110,37
136,Tired,Alan Walker; Gavin James,623.496,102,128,43
137,In the Name of Love,Martin Garrix; Bebe Rexha,605.680,14,135,181
138,I Took A Pill In Ibiza - Seeb Remix,Mike Posner; Seeb,602.598,32,137,181
139,Paradinha,Anitta,601.198,106,140,30
140,Nights With You,MØ,600.884,102,118,47
141,Look At Me!,XXXTENTACION,599.176,68,132,121
142,Versace on the Floor (Bruno Mars vs. David Guetta),Bruno Mars; David Guetta,597.478,142,—,1
143,Swang,Rae Sremmurd,588.395,67,136,181
144,Weak,AJR,585.715,25,138,181
145,Cheap Thrills,Sia,583.656,27,150,181
146,Be Mine,Ofenbach,583.029,138,157,31
147,Thinking out Loud,Ed Sheeran,582.822,43,133,181
148,Hear Me Now,Alok; Zeeba; Bruno Martini,581.045,26,146,181
149,Si Tú La Ves (feat. Wisin),Nicky Jam; Wisin,575.138,133,147,59
150,Besándote,Piso 21,573.173,143,144,35
151,ELEMENT.,Kendrick Lamar,572.325,5,143,6
152,One Last Time,Ariana Grande,571.860,68,134,27
153,Sun Comes Up (feat. James Arthur),Rudimental; James Arthur,569.876,153,—,1
154,Vente Pa' Ca (feat. Maluma),Ricky Martin; Maluma,566.897,37,149,181
155,Summer Air,ItaloBrothers,564.800,140,160,22
156,Young Dumb & Broke,Khalid,564.784,141,141,7
157,Gyalchester,Drake,562.029,9,127,104
158,Who Dat Boy (feat. A$AP Rocky),Tyler; The Creator; A$AP Rocky,561.674,158,—,1
159,Love Yourself,Justin Bieber,554.770,52,152,181
160,Alguien Robo,Sebastian Yatra; Nacho; Wisin,554.017,129,159,116
161,Hot2Touch,Felix Jaehn; Hight; Alex Aiono,553.552,135,156,31
162,Rolex,Ayo & Teo,553.284,87,158,121
163,Two High,Moon Taxi,550.009,154,154,6
164,PIE (feat. Chris Brown),Future; Chris Brown,548.845,164,—,1
165,T-Shirt,Migos,548.493,37,155,168
166,The Way I Are (Dance with Somebody) [feat. Lil Wayne],Bebe Rexha; Lil Wayne,543.171,123,142,30
167,Happier,Ed Sheeran,540.627,7,148,120
168,This Is What You Came For,Calvin Harris; Rihanna,537.973,34,167,181
169,Walking The Wire,Imagine Dragons,535.492,61,130,12
170,Mercy,Shawn Mendes,520.542,21,162,181
171,How Far I'll Go - From "Moana",Alessia Cara,519.346,18,161,181
172,Can I Be Him,James Arthur,518.394,148,151,25
173,Faded,Alan Walker,517.567,67,166,181
174,Heathens,Twenty One Pilots,513.777,25,169,181
175,Work from Home (feat. Ty Dolla $ign),Fifth Harmony; Ty Dolla $ign,509.895,35,168,181
176,Sorry,Justin Bieber,505.224,55,175,181
177,Traicionera,Sebastian Yatra,504.456,71,177,181
178,Hard to Love (feat. Jessie Reyez),Calvin Harris; Jessie Reyez; Funk Wav,503.727,178,—,1
179,The Night We Met,Lord Huron,502.129,51,153,82
180,Love Galore (feat. Travis Scott),SZA; Travis Scott,501.410,136,164,6
181,Still Got Time (feat. PARTYNEXTDOOR),ZAYN; PARTYNEXTDOOR,501.157,40,163,99
182,Lean On (feat. MØ & DJ Snake),Major Lazer; MØ; DJ Snake,500.803,104,182,14
183,Safari,J Balvin; Pharrell Williams; BIA; Sky Rompiendo,500.268,33,186,181
184,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5; Kendrick Lamar,499.644,5,172,181
185,do re mi,blackbear,499.497,71,165,84
186,I Don’t Know Why,Imagine Dragons,498.056,54,139,8
187,Ride,Twenty One Pilots,492.572,55,170,14
188,White Iverson,Post Malone,490.151,142,174,54
189,Te Quiero Pa´Mi,Don Omar; Zion & Lennox,486.995,133,188,165
190,wokeuplikethis*,Playboi Carti; Lil Uzi Vert,485.148,133,171,58
191,Stressed Out,Twenty One Pilots,484.701,63,179,181
192,Love On The Brain,Rihanna,484.633,62,173,13
193,Quit (feat. Ariana Grande),Cashmere Cat; Ariana Grande,480.038,61,145,61
194,Perfect Strangers,Jonas Blue; JP Cooper,479.146,52,189,7
195,Panda,Desiigner,479.100,59,184,7
196,Broccoli (feat. Lil Yachty),DRAM; Lil Yachty,478.672,31,183,181
197,September Song,JP Cooper,470.688,52,178,6
198,Ciao Adios,Anne-Marie,470.279,93,187,98
199,The Scientist,Coldplay,470.234,166,176,6
200,Black Beatles,Rae Sremmurd; Gucci Mane,468.848,9,190,7
