Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Look What You Made Me Do,Taylor Swift,5.923.188,1,1,5
2,Mi Gente,J Balvin; Willy William,4.422.980,1,2,61
3,Friends (with BloodPop®),Justin Bieber; BloodPop®,3.533.024,2,3,13
4,New Rules,Dua Lipa,3.435.211,4,4,51
5,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,3.190.815,5,5,75
6,Unforgettable,French Montana; Swae Lee,3.161.934,3,6,143
7,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,2.994.646,2,7,75
8,Sorry Not Sorry,Demi Lovato,2.805.849,8,9,50
9,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,2.739.962,1,8,135
10,XO Tour Llif3,Lil Uzi Vert,2.606.347,9,12,158
11,Attention,Charlie Puth,2.558.384,5,11,131
12,Shape of You,Ed Sheeran,2.540.444,1,10,236
13,Havana (feat. Young Thug),Camila Cabello; Young Thug,2.509.278,13,14,26
14,2U (feat. Justin Bieber),David Guetta; Justin Bieber,2.443.686,3,13,82
15,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,2.431.667,14,15,40
16,Strip That Down (feat. Quavo),Liam Payne; Quavo,2.417.016,8,16,103
17,Thunder,Imagine Dragons,2.414.985,7,17,124
18,Silence,Marshmello; Khalid,2.402.431,18,19,19
19,More Than You Know,Axwell /\ Ingrosso,2.374.257,14,18,93
20,Mama,Jonas Blue; William Singe,2.262.164,11,20,114
21,1-800-273-8255,Logic; Alessia Cara; Khalid,2.157.801,21,27,124
22,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,2.152.550,19,22,54
23,There's Nothing Holdin' Me Back,Shawn Mendes,2.135.236,5,21,132
24,Jocelyn Flores,XXXTENTACION,2.079.299,24,25,5
25,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,2.067.771,20,24,19
26,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,2.061.787,2,23,124
27,Young Dumb & Broke,Khalid,2.002.383,27,28,67
28,HUMBLE.,Kendrick Lamar,1.932.289,1,26,152
29,Bank Account,21 Savage,1.932.236,22,29,54
30,Me Rehúso,Danny Ocean,1.874.553,18,30,194
31,I Like Me Better,Lauv,1.808.156,27,31,86
32,Bodak Yellow,Cardi B,1.642.260,32,33,32
33,Your Song,Rita Ora,1.613.782,28,35,96
34,Felices los 4,Maluma,1.612.578,16,34,131
35,Congratulations,Post Malone; Quavo,1.607.751,20,32,218
36,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,1.597.213,30,36,19
37,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,1.558.504,37,45,5
38,What About Us,P!nk,1.544.137,38,44,19
