Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,6.970.476,1,1,68
2,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,4.909.171,2,2,57
3,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,4.837.605,3,3,8
4,2U (feat. Justin Bieber),David Guetta; Justin Bieber,4.307.822,3,4,15
5,Shape of You,Ed Sheeran,3.898.574,1,5,169
6,Unforgettable,French Montana; Swae Lee,3.383.107,5,6,76
7,Attention,Charlie Puth,3.247.752,5,7,64
8,Thunder,Imagine Dragons,3.222.673,8,15,57
9,Strip That Down (feat. Quavo),Liam Payne; Quavo,3.007.115,8,8,36
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,2.923.503,5,11,120
11,HUMBLE.,Kendrick Lamar,2.896.306,1,9,85
12,Despacito,Luis Fonsi; Daddy Yankee,2.889.683,3,14,161
13,There's Nothing Holdin' Me Back,Shawn Mendes,2.885.459,5,10,65
14,Mama,Jonas Blue; William Singe,2.754.818,12,12,47
15,XO Tour Llif3,Lil Uzi Vert,2.672.747,9,13,91
16,Something Just Like This,The Chainsmokers; Coldplay,2.613.153,2,16,121
17,Believer,Imagine Dragons,2.575.461,17,35,142
18,There for You,Martin Garrix; Troye Sivan,2.450.265,17,17,29
19,Stay,Zedd; Alessia Cara,2.407.469,5,18,120
20,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,2.342.508,9,19,99
21,Felices los 4,Maluma,2.219.284,16,28,64
22,That's What I Like,Bruno Mars,2.170.806,5,23,174
23,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,2.159.250,20,20,8
24,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,2.157.292,21,21,82
25,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,2.146.069,2,26,128
26,Congratulations,Post Malone; Quavo,2.138.468,20,24,151
27,Mask Off,Future,2.108.208,5,27,127
28,Bad Liar,Selena Gomez,2.105.109,5,22,37
29,Malibu,Miley Cyrus,2.065.313,5,25,44
30,Me Rehúso,Danny Ocean,2.008.517,24,33,127
31,More Than You Know,Axwell /\ Ingrosso,1.989.783,29,29,26
