Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,rockstar (feat. 21 Savage),Post Malone; 21 Savage,6.303.536,1,1,40
2,Havana (feat. Young Thug),Camila Cabello; Young Thug,3.814.756,2,2,82
3,New Rules,Dua Lipa,3.610.909,2,3,107
4,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,3.179.317,3,4,48
5,Too Good At Goodbyes,Sam Smith,3.101.538,1,5,47
6,What Lovers Do (feat. SZA),Maroon 5; SZA,3.019.517,5,7,56
7,Perfect,Ed Sheeran,2.975.366,6,6,236
8,1-800-273-8255,Logic; Alessia Cara; Khalid,2.823.232,3,8,180
9,Silence,Marshmello; Khalid,2.751.436,7,9,75
10,I Fall Apart,Post Malone,2.486.560,10,10,30
11,Let You Down,NF,2.307.704,11,12,20
12,Young Dumb & Broke,Khalid,2.263.299,11,13,123
13,Sorry Not Sorry,Demi Lovato,2.135.740,7,15,106
14,Mi Gente,J Balvin; Willy William,2.117.729,1,14,117
15,Gorgeous,Taylor Swift,2.117.015,7,11,5
16,Unforgettable,French Montana; Swae Lee,2.046.175,3,16,199
17,Shape of You,Ed Sheeran,2.026.612,1,17,292
18,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,1.992.721,13,18,110
19,Feel It Still,Portugal. The Man,1.954.083,18,19,105
20,Gucci Gang,Lil Pump,1.934.868,20,24,46
21,Look What You Made Me Do,Taylor Swift,1.922.497,1,20,61
22,Bank Account,21 Savage,1.903.427,21,21,110
23,Thunder,Imagine Dragons,1.890.425,7,22,180
24,XO Tour Llif3,Lil Uzi Vert,1.889.062,9,23,214
25,Friends (with BloodPop®),Justin Bieber; BloodPop®,1.837.228,2,25,69
26,Stargazing,Kygo; Justin Jesso,1.787.193,23,26,33
27,Congratulations,Post Malone; Quavo,1.765.884,20,28,274
28,What About Us,P!nk,1.751.945,14,27,75
29,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,1.719.292,27,30,75
30,How Long,Charlie Puth,1.666.998,30,35,19
31,Attention,Charlie Puth,1.658.091,5,31,187
32,Too Much To Ask,Niall Horan,1.652.272,29,29,40
33,Mi Gente (feat. Beyoncé),J Balvin; Willy William; Beyoncé,1.645.045,13,33,26
34,Bodak Yellow,Cardi B,1.638.347,15,32,88
35,Jocelyn Flores,XXXTENTACION,1.583.145,15,34,61
36,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,1.563.335,36,36,47
37,Me Rehúso,Danny Ocean,1.539.454,18,38,250
38,Se Preparó,Ozuna,1.496.377,32,40,64
39,More Than You Know,Axwell /\ Ingrosso,1.475.148,14,37,149
40,Criminal,NATTI NATASHA; Ozuna,1.473.867,35,41,44
41,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,1.432.794,5,39,131
42,I Like Me Better,Lauv,1.428.837,24,43,142
43,HUMBLE.,Kendrick Lamar,1.427.743,1,42,208
44,Mayores,Becky G; Bad Bunny,1.404.573,36,45,90
45,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,1.388.846,20,44,75
46,There's Nothing Holdin' Me Back,Shawn Mendes,1.289.725,5,46,188
47,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,1.269.156,1,47,191
48,I Get the Bag (feat. Migos),Gucci Mane; Migos,1.267.768,42,48,67
49,Slow Hands,Niall Horan,1.260.797,28,49,174
50,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,1.229.599,2,50,131
51,Good Old Days (feat. Kesha),Macklemore; Kesha,1.173.333,51,57,33
52,Go Flex,Post Malone,1.125.991,51,54,59
53,Bonita,J Balvin; Jowell & Randy,1.125.579,37,51,139
54,Believer,Imagine Dragons,1.117.420,15,52,265
55,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert; Oh Wonder,1.104.727,39,56,61
56,Strip That Down (feat. Quavo),Liam Payne; Quavo,1.094.177,8,55,159
57,Reggaetón Lento (Remix),CNCO; Little Mix,1.092.033,53,53,68
58,Something Just Like This,The Chainsmokers; Coldplay,1.080.953,2,59,244
59,Perro Fiel (feat. Nicky Jam),Shakira; Nicky Jam,1.077.642,58,67,19
60,BUTTERFLY EFFECT,Travis Scott,1.075.508,37,61,158
61,Felices los 4,Maluma,1.075.415,16,66,187
62,Plain Jane,A$AP Ferg,1.071.140,60,65,37
63,Homemade Dynamite (Feat. Khalid Post Malone & SZA) - REMIX,Lorde; Khalid; Post Malone; SZA,1.070.056,52,64,40
64,Kids in Love (feat. The Night Game),Kygo; The Night Game,1.062.800,44,62,5
65,A Different Way (with Lauv),DJ Snake; Lauv,1.061.477,64,68,33
66,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1.058.546,58,58,41
67,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,1.055.496,14,63,96
68,Mama,Jonas Blue; William Singe,1.055.123,11,60,170
69,Báilame - Remix,Nacho; Yandel; Bad Bunny; Mambo Kingz; DJ Luian,1.028.908,54,69,70
70,Que Va,Alex Sensation; Ozuna,1.004.793,59,71,60
71,Bad At Love,Halsey,996.100,62,77,41
72,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,984.323,36,73,204
73,Location,Khalid,969.253,32,72,261
74,goosebumps,Travis Scott,948.128,56,75,295
75,Bedroom Floor,Liam Payne,935.286,55,70,5
76,Robarte un Beso,Carlos Vives; Sebastian Yatra,930.972,61,78,81
77,Questions,Chris Brown,925.694,54,74,68
78,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,899.570,2,79,180
79,Say You Won't Let Go,James Arthur,894.175,7,76,297
80,Suena El Dembow,Joey Montana; Sebastian Yatra,883.512,71,81,41
81,Roll in Peace (feat. XXXTENTACION),Kodak Black; XXXTENTACION,856.432,76,86,64
82,Una Lady Como Tú,Manuel Turizo,854.345,38,85,142
83,2U (feat. Justin Bieber),David Guetta; Justin Bieber,854.299,3,83,138
84,If I'm Lucky,Jason Derulo,847.262,69,87,54
85,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,843.652,37,82,61
86,Despacito,Luis Fonsi; Daddy Yankee,831.954,3,88,284
87,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,823.185,5,89,243
88,Your Song,Rita Ora,818.808,28,90,152
89,Patek Water (feat. Offset),Future; Young Thug; Offset,818.338,69,80,5
90,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,798.536,9,91,222
91,No Limit,G-Eazy; A$AP Rocky; Cardi B,787.418,91,95,18
92,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,786.375,44,93,201
