Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,5.093.683,1,1,94
2,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,4.145.194,2,2,34
3,Unforgettable,French Montana; Swae Lee,3.695.358,3,3,102
4,Mi Gente,J Balvin; Willy William,3.624.815,4,5,20
5,2U (feat. Justin Bieber),David Guetta; Justin Bieber,3.581.402,3,4,41
6,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,3.532.906,2,6,83
7,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,3.264.724,7,7,34
8,Shape of You,Ed Sheeran,3.163.360,1,8,195
9,Attention,Charlie Puth,3.094.607,5,9,90
10,Strip That Down,Liam Payne; Quavo,2.851.940,8,10,62
11,Thunder,Imagine Dragons,2.776.117,7,11,83
12,Mama,Jonas Blue; William Singe,2.695.197,11,12,73
13,Fetish (feat. Gucci Mane),Selena Gomez; Gucci Mane,2.605.228,9,13,7
14,There's Nothing Holdin' Me Back,Shawn Mendes,2.513.817,5,14,91
15,XO Tour Llif3,Lil Uzi Vert,2.439.048,9,15,117
16,Despacito,Luis Fonsi; Daddy Yankee,2.179.101,3,17,187
17,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,2.154.884,5,16,146
18,HUMBLE.,Kendrick Lamar,2.123.435,1,18,111
19,More Than You Know,Axwell /\ Ingrosso,2.111.405,19,19,52
20,Something Just Like This,The Chainsmokers; Coldplay,2.101.386,2,20,147
21,Sorry Not Sorry,Demi Lovato,2.051.562,21,26,9
22,There for You,Martin Garrix; Troye Sivan,2.039.649,17,21,55
23,Felices los 4,Maluma,1.976.042,16,22,90
24,Congratulations,Post Malone; Quavo,1.930.815,20,23,177
25,Believer,Imagine Dragons,1.907.374,15,25,168
