Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,5.078.970,1,1,93
2,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,4.222.353,2,2,33
3,Unforgettable,French Montana; Swae Lee,3.724.853,3,3,101
4,2U (feat. Justin Bieber),David Guetta; Justin Bieber,3.619.863,3,5,40
5,Mi Gente,J Balvin; Willy William,3.550.032,5,6,19
6,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,3.488.712,2,4,82
7,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,3.303.789,7,7,33
8,Shape of You,Ed Sheeran,3.168.762,1,8,194
9,Attention,Charlie Puth,3.099.741,5,9,89
10,Strip That Down (feat. Quavo),Liam Payne; Quavo,2.882.175,8,10,61
11,Thunder,Imagine Dragons,2.773.761,7,11,82
12,Mama,Jonas Blue; William Singe,2.756.658,11,12,72
13,Fetish (feat. Gucci Mane),Selena Gomez; Gucci Mane,2.630.696,9,13,6
14,There's Nothing Holdin' Me Back,Shawn Mendes,2.518.512,5,14,90
15,XO Tour Llif3,Lil Uzi Vert,2.450.954,9,15,116
16,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,2.167.013,5,17,145
17,Despacito,Luis Fonsi; Daddy Yankee,2.149.866,3,16,186
18,HUMBLE.,Kendrick Lamar,2.142.405,1,18,110
19,More Than You Know,Axwell /\ Ingrosso,2.130.679,19,20,51
20,Something Just Like This,The Chainsmokers; Coldplay,2.119.318,2,19,146
21,There for You,Martin Garrix; Troye Sivan,2.083.502,17,21,54
22,Felices los 4,Maluma,1.968.283,16,22,89
23,Congratulations,Post Malone; Quavo,1.941.344,20,23,176
24,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,1.940.763,21,26,107
25,Believer,Imagine Dragons,1.920.735,15,24,167
26,Sorry Not Sorry,Demi Lovato,1.908.099,23,28,8
27,Signs,Drake,1.893.993,14,27,25
28,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,1.889.349,12,25,145
29,Me Rehúso,Danny Ocean,1.867.680,23,30,152
30,Bad Liar,Selena Gomez,1.861.379,5,29,62
31,Your Song,Rita Ora,1.822.065,29,33,54
32,Know No Better (feat. Travis Scott Camila Cabello & Quavo),Major Lazer; Travis Scott; Camila Cabello; Quavo,1.813.014,28,31,47
33,Crying in the Club,Camila Cabello,1.786.708,30,32,61
34,Slow Hands,Niall Horan,1.765.869,30,34,76
35,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,1.717.459,9,35,124
36,Stay,Zedd; Alessia Cara,1.645.118,5,36,145
37,That's What I Like,Bruno Mars,1.627.679,5,37,199
38,I Like Me Better,Lauv,1.581.635,38,38,44
39,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,1.516.928,2,39,153
40,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,1.510.220,24,43,110
41,Mask Off,Future,1.493.684,5,40,152
42,Redbone,Childish Gambino,1.480.289,34,42,199
43,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,1.459.418,26,41,145
44,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,1.442.278,40,45,106
45,Location,Khalid,1.425.400,32,44,163
46,Galway Girl,Ed Sheeran,1.393.014,2,46,138
47,BUTTERFLY EFFECT,Travis Scott,1.340.879,47,50,60
48,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,1.334.613,44,47,103
49,Malibu,Miley Cyrus,1.321.542,5,48,69
50,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,1.250.769,32,49,68
51,Una Lady Como Tú,Manuel Turizo,1.220.498,51,52,44
52,Hey DJ,CNCO; Yandel,1.168.960,48,51,88
53,DNA.,Kendrick Lamar,1.168.348,3,53,96
54,Now Or Never,Halsey,1.124.537,28,54,105
55,Most Girls,Hailee Steinfeld,1.114.037,48,57,78
56,Praying,Kesha,1.108.626,47,56,13
57,1-800-273-8255,Logic; Alessia Cara; Khalid,1.105.775,25,55,82
58,Bonita,J Balvin; Jowell & Randy,1.104.243,54,59,41
59,New Rules,Dua Lipa,1.099.119,59,62,9
60,Passionfruit,Drake,1.084.822,2,58,122
61,Get Low (with Liam Payne),Zedd; Liam Payne,1.081.841,42,60,12
62,First Time,Kygo; Ellie Goulding,1.061.697,17,63,82
63,OK,Robin Schulz; James Blunt,1.057.495,55,61,61
64,Down (feat. Gucci Mane),Fifth Harmony; Gucci Mane,1.005.895,47,66,47
65,Bank Account,21 Savage,981.769,63,72,12
66,goosebumps,Travis Scott,978.363,56,64,197
67,Body Like A Back Road,Sam Hunt,966.923,55,65,167
68,Magnolia,Playboi Carti,944.675,54,67,75
69,Say You Won't Let Go,James Arthur,944.169,7,68,199
70,Closer,The Chainsmokers; Halsey,917.605,2,69,199
71,Sign of the Times,Harry Styles,904.252,13,70,103
72,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,892.570,3,71,199
73,Issues,Julia Michaels,885.188,9,73,183
74,Came Here for Love,Sigala; Ella Eyre,885.042,74,79,36
75,Me Enamoré,Shakira,884.764,64,74,98
76,Slippery (feat. Gucci Mane),Migos; Gucci Mane,875.589,69,76,75
77,Tú Foto,Ozuna,868.345,67,75,79
78,No Vacancy,OneRepublic,850.322,70,78,70
79,Scared to Be Lonely,Martin Garrix; Dua Lipa,840.468,5,77,173
80,La Rompe Corazones,Daddy Yankee; Ozuna,821.315,68,80,165
81,El Amante,Nicky Jam,799.343,32,84,180
82,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,796.775,2,81,199
83,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,788.038,57,89,131
84,Swish Swish,Katy Perry; Nicki Minaj,787.775,41,82,61
85,Young Dumb & Broke,Khalid,782.963,85,87,25
86,One Dance,Drake; Wizkid; Kyla,779.610,5,90,199
87,Starboy,The Weeknd; Daft Punk,779.402,1,86,199
88,Castle on the Hill,Ed Sheeran,778.205,2,83,194
89,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,776.805,18,85,199
90,I Feel It Coming,The Weeknd; Daft Punk,773.043,7,88,199
91,Sigo Extrañándote,J Balvin,766.999,66,91,137
92,Solo Dance,Martin Jensen,744.790,24,92,199
93,Chantaje (feat. Maluma),Shakira; Maluma,740.621,11,93,199
94,Perfect,Ed Sheeran,728.012,6,94,138
95,Paris,The Chainsmokers,710.734,2,96,187
96,Báilame,Nacho,707.684,93,99,67
97,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie; Kodak Black,707.443,90,98,99
98,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,706.275,15,95,96
