Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,rockstar (feat. 21 Savage),Post Malone; 21 Savage,6.398.271,1,1,42
2,Havana (feat. Young Thug),Camila Cabello; Young Thug,4.289.152,2,2,84
3,New Rules,Dua Lipa,3.695.245,2,3,109
4,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN; Sia,3.286.077,3,4,50
5,What Lovers Do (feat. SZA),Maroon 5; SZA,3.149.819,5,6,58
6,Too Good At Goodbyes,Sam Smith,3.100.978,1,5,49
7,Perfect,Ed Sheeran,3.005.373,6,7,238
8,Silence,Marshmello; Khalid,2.919.715,7,9,77
9,1-800-273-8255,Logic; Alessia Cara; Khalid,2.832.041,3,8,182
10,I Fall Apart,Post Malone,2.642.254,10,10,32
11,Let You Down,NF,2.596.912,11,11,22
12,Young Dumb & Broke,Khalid,2.316.018,11,12,125
13,Wolves,Selena Gomez; Marshmello,2.277.526,13,52,2
14,Sorry Not Sorry,Demi Lovato,2.174.691,7,13,108
15,Gucci Gang,Lil Pump,2.169.099,15,16,48
16,Mi Gente,J Balvin; Willy William,2.140.576,1,14,119
17,Unforgettable,French Montana; Swae Lee,2.070.066,3,15,201
18,Shape of You,Ed Sheeran,2.063.321,1,18,294
19,Feel It Still,Portugal. The Man,2.045.940,18,19,107
20,Gorgeous,Taylor Swift,2.040.310,7,17,7
21,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,2.038.888,13,20,112
22,XO Tour Llif3,Lil Uzi Vert,1.906.096,9,24,216
23,Stargazing,Kygo; Justin Jesso,1.896.206,23,26,35
24,Bank Account,21 Savage,1.869.168,21,22,112
25,Thunder,Imagine Dragons,1.866.619,7,23,182
26,How Long,Charlie Puth,1.861.600,26,30,21
27,Friends (with BloodPop®),Justin Bieber; BloodPop®,1.852.003,2,25,71
28,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,1.846.541,28,31,49
29,Look What You Made Me Do,Taylor Swift,1.794.428,1,21,63
30,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,1.793.432,27,29,77
31,Congratulations,Post Malone; Quavo,1.776.747,20,28,276
32,What About Us,P!nk,1.772.613,14,27,77
33,Mi Gente (feat. Beyoncé),J Balvin; Willy William; Beyoncé,1.700.396,13,32,28
34,Attention,Charlie Puth,1.668.810,5,33,189
35,Bodak Yellow,Cardi B,1.622.415,15,34,90
36,Me Rehúso,Danny Ocean,1.594.603,18,37,252
37,Too Much To Ask,Niall Horan,1.556.909,29,35,42
38,Jocelyn Flores,XXXTENTACION,1.549.789,15,36,63
39,Se Preparó,Ozuna,1.541.535,32,38,66
40,Criminal,NATTI NATASHA; Ozuna,1.517.970,35,39,46
41,More Than You Know,Axwell /\ Ingrosso,1.453.727,14,40,151
42,HUMBLE.,Kendrick Lamar,1.452.642,1,43,210
43,Mayores,Becky G; Bad Bunny,1.444.551,36,44,92
44,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,1.441.057,5,42,133
45,I Like Me Better,Lauv,1.438.059,24,41,144
46,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,1.379.989,20,45,77
47,I Get the Bag (feat. Migos),Gucci Mane; Migos,1.330.535,42,47,69
48,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,1.292.714,1,48,193
49,There's Nothing Holdin' Me Back,Shawn Mendes,1.287.739,5,46,190
50,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,1.252.396,2,50,133
51,Slow Hands,Niall Horan,1.229.256,28,49,176
52,Go Flex,Post Malone,1.157.791,51,53,61
53,Good Old Days (feat. Kesha),Macklemore; Kesha,1.157.118,51,51,35
54,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1.154.477,54,59,43
55,Homemade Dynamite (Feat. Khalid Post Malone & SZA) - REMIX,Lorde; Khalid; Post Malone; SZA,1.147.969,52,55,42
56,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert; Oh Wonder,1.136.655,39,54,63
57,Bonita,J Balvin; Jowell & Randy,1.123.261,37,56,141
58,Bad At Love,Halsey,1.114.354,58,68,43
