Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,7.395.783,1,1,37
2,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,5.475.159,2,2,26
3,Shape of You,Ed Sheeran,4.245.110,1,3,138
4,HUMBLE.,Kendrick Lamar,3.984.676,1,4,54
5,There's Nothing Holdin' Me Back,Shawn Mendes,3.153.112,5,5,34
6,Malibu,Miley Cyrus,3.101.332,5,6,13
7,Mask Off,Future,3.029.453,5,8,96
8,Stay,Zedd; Alessia Cara,3.007.094,5,9,89
9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,3.001.476,8,10,89
10,Attention,Charlie Puth,2.997.920,10,11,33
11,Bad Liar,Selena Gomez,2.956.091,5,7,6
12,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,2.917.917,2,12,97
13,Something Just Like This,The Chainsmokers; Coldplay,2.794.364,2,13,90
14,That's What I Like,Bruno Mars,2.752.746,5,14,143
15,Despacito,Luis Fonsi; Daddy Yankee,2.699.197,3,16,130
16,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,2.696.862,9,15,68
17,Unforgettable,French Montana; Swae Lee,2.581.977,17,17,45
18,Sign of the Times,Harry Styles,2.441.921,13,18,47
19,XO Tour Llif3,Lil Uzi Vert,2.407.217,15,19,60
20,Thunder,Imagine Dragons,2.374.206,20,21,26
21,Felices los 4,Maluma,2.343.709,16,22,33
22,First Time,Kygo; Ellie Goulding,2.326.370,17,20,26
23,Passionfruit,Drake,2.205.038,2,23,66
24,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,2.021.437,24,24,54
25,Issues,Julia Michaels,2.000.393,9,25,127
26,1-800-273-8255,Logic; Alessia Cara; Khalid,1.990.070,25,27,26
27,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,1.977.938,24,26,51
28,Strip That Down (feat. Quavo),Liam Payne; Quavo,1.903.399,28,31,5
29,DNA.,Kendrick Lamar,1.901.182,3,28,40
30,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,1.870.275,12,29,89
31,Galway Girl,Ed Sheeran,1.843.015,2,30,82
32,Congratulations,Post Malone; Quavo,1.789.764,26,32,120
33,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,1.740.585,27,33,89
34,Me Rehúso,Danny Ocean,1.727.493,24,36,96
35,Slow Hands,Niall Horan,1.697.928,34,34,20
36,Scared to Be Lonely,Martin Garrix; Dua Lipa,1.685.365,5,35,117
37,The Cure,Lady Gaga,1.660.050,30,37,38
38,Now Or Never,Halsey,1.640.513,34,38,49
39,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,1.584.540,24,39,56
40,Location,Khalid,1.530.006,32,42,107
41,Believer,Imagine Dragons,1.526.202,17,40,111
42,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,1.486.479,38,41,12
43,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,1.484.561,18,43,143
44,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,1.389.668,3,44,143
45,Crying in the Club,Camila Cabello,1.384.920,45,47,5
46,Paris,The Chainsmokers,1.342.411,2,46,131
47,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,1.340.653,47,48,50
48,I Feel It Coming,The Weeknd; Daft Punk,1.297.640,7,49,143
49,Bon Appétit,Katy Perry; Migos,1.293.801,38,45,26
50,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,1.289.676,2,50,143
51,Mama,Jonas Blue; William Singe,1.282.573,51,52,16
52,El Amante,Nicky Jam,1.231.563,32,51,124
53,Swish Swish,Katy Perry; Nicki Minaj,1.208.043,42,62,5
54,Most Girls,Hailee Steinfeld,1.194.792,48,53,22
55,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,1.181.039,52,55,47
56,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,1.151.748,15,56,40
57,Say You Won't Let Go,James Arthur,1.138.371,7,57,143
58,Portland,Drake; Quavo; Travis Scott,1.130.167,3,59,66
59,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,1.122.731,17,58,135
60,The Night We Met,Lord Huron,1.100.774,51,54,44
