Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,6.568.271,1,1,28
2,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,5.024.789,2,2,17
3,Shape of You,Ed Sheeran,4.339.757,1,3,129
4,HUMBLE.,Kendrick Lamar,3.758.912,1,4,45
5,Mask Off,Future,2.953.679,5,5,87
6,Something Just Like This,The Chainsmokers; Coldplay,2.881.595,2,6,81
7,Stay,Zedd; Alessia Cara,2.739.051,5,9,80
8,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,2.730.004,2,8,88
9,Despacito,Luis Fonsi; Daddy Yankee,2.703.706,3,7,121
10,That's What I Like,Bruno Mars,2.682.279,5,11,134
11,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,2.615.858,10,10,80
12,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,2.524.228,9,12,59
13,There's Nothing Holdin' Me Back,Shawn Mendes,2.512.053,13,13,25
14,Sign of the Times,Harry Styles,2.428.946,13,15,38
15,Malibu,Miley Cyrus,2.417.858,12,17,4
16,Passionfruit,Drake,2.405.079,2,14,57
17,Felices los 4,Maluma,2.207.048,16,16,24
18,Attention,Charlie Puth,2.155.438,16,20,24
19,XO Tour Llif3,Lil Uzi Vert,2.154.443,15,18,51
20,First Time,Kygo; Ellie Goulding,2.014.422,17,19,17
21,Unforgettable,French Montana; Swae Lee,1.953.251,20,23,36
22,DNA.,Kendrick Lamar,1.939.822,3,22,31
23,Galway Girl,Ed Sheeran,1.913.258,2,24,73
24,Issues,Julia Michaels,1.841.156,9,26,118
25,Scared to Be Lonely,Martin Garrix; Dua Lipa,1.820.407,5,25,108
26,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,1.814.124,12,21,80
27,Congratulations,Post Malone; Quavo,1.671.130,26,29,111
28,Me Rehúso,Danny Ocean,1.641.204,24,27,87
29,iSpy (feat. Lil Yachty),KYLE; Lil Yachty,1.593.372,18,28,134
30,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,1.522.449,27,30,80
31,Good Life (with G-Eazy & Kehlani),G-Eazy; Kehlani,1.496.017,24,32,47
32,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,1.486.144,31,31,42
33,1-800-273-8255,Logic; Alessia Cara; Khalid,1.471.994,25,34,17
34,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,1.454.376,30,33,45
35,The Cure,Lady Gaga,1.422.147,30,35,29
36,Believer,Imagine Dragons,1.411.945,17,36,102
37,Thunder,Imagine Dragons,1.391.922,37,39,17
38,Paris,The Chainsmokers,1.380.336,2,37,122
39,Location,Khalid,1.357.726,32,43,98
40,Now Or Never,Halsey,1.349.414,34,41,40
41,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,1.329.914,3,38,134
42,Call on Me (Ryan Riback Remix),Starley; Ryan Riback,1.298.638,12,40,134
43,Cold (feat. Future),Maroon 5; Future,1.271.935,17,44,89
44,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,1.256.398,2,45,134
45,You Don't Know Me (feat. RAYE),Jax Jones; RAYE,1.215.802,17,42,126
46,El Amante,Nicky Jam,1.209.637,32,47,115
47,Sweet Creature,Harry Styles,1.202.055,38,49,13
48,Solo Dance,Martin Jensen,1.199.641,24,46,134
49,I Feel It Coming,The Weeknd; Daft Punk,1.191.416,7,48,134
50,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,1.165.746,15,50,31
51,Say You Won't Let Go,James Arthur,1.129.925,7,53,134
52,Portland,Drake; Quavo; Travis Scott,1.073.102,3,55,57
53,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,1.071.671,51,51,41
54,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,1.062.545,52,52,38
55,Rollin (feat. Future & Khalid),Calvin Harris; Future; Khalid; Funk Wav,1.059.955,54,63,3
56,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,1.033.247,4,54,31
57,Closer,The Chainsmokers; Halsey,1.020.318,2,60,134
58,The Night We Met,Lord Huron,1.006.760,51,70,35
59,Slow Hands,Niall Horan,1.005.638,38,62,11
60,Castle on the Hill,Ed Sheeran,1.002.065,2,64,129
61,Tunnel Vision,Kodak Black,997.931,37,61,86
62,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),Pitbull; J Balvin; Camila Cabello,989.846,57,57,66
63,Chantaje (feat. Maluma),Shakira; Maluma,979.620,11,59,134
