Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Look What You Made Me Do,Taylor Swift,5.041.672,1,1,9
2,Mi Gente,J Balvin; Willy William,4.698.004,1,2,65
3,New Rules,Dua Lipa,3.471.491,3,4,55
4,Friends (with BloodPop®),Justin Bieber; BloodPop®,3.327.829,2,3,17
5,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,3.236.543,5,5,79
6,Unforgettable,French Montana; Swae Lee,3.125.740,3,6,147
7,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,2.920.010,2,7,79
8,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,2.868.039,1,9,139
9,Sorry Not Sorry,Demi Lovato,2.780.440,8,8,54
10,Shape of You,Ed Sheeran,2.599.464,1,13,240
11,Havana (feat. Young Thug),Camila Cabello; Young Thug,2.579.864,10,11,30
12,XO Tour Llif3,Lil Uzi Vert,2.561.153,9,10,162
13,Attention,Charlie Puth,2.536.089,5,12,135
14,2U (feat. Justin Bieber),David Guetta; Justin Bieber,2.412.639,3,15,86
15,Thunder,Imagine Dragons,2.397.271,7,17,128
16,1-800-273-8255,Logic; Alessia Cara; Khalid,2.392.955,16,18,128
17,Silence,Marshmello; Khalid,2.392.570,14,14,23
18,More Than You Know,Axwell /\ Ingrosso,2.376.789,14,16,97
19,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,2.310.804,14,19,44
20,Strip That Down (feat. Quavo),Liam Payne; Quavo,2.310.389,8,20,107
21,Mama,Jonas Blue; William Singe,2.268.987,11,21,118
22,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,2.132.766,19,22,58
23,There's Nothing Holdin' Me Back,Shawn Mendes,2.073.298,5,24,136
24,Me Rehúso,Danny Ocean,2.030.407,18,28,198
25,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,2.028.777,20,23,23
26,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,2.015.693,2,25,128
27,Bank Account,21 Savage,1.978.695,22,26,58
28,Young Dumb & Broke,Khalid,1.957.022,26,27,71
29,HUMBLE.,Kendrick Lamar,1.840.593,1,29,156
30,Bodak Yellow,Cardi B,1.799.021,30,33,36
31,Felices los 4,Maluma,1.782.258,16,35,135
