Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Mi Gente,J Balvin; Willy William,4.191.601,1,1,52
2,Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,3.207.622,1,2,126
3,Friends (with BloodPop®),Justin Bieber; BloodPop®,3.171.328,2,3,4
4,Unforgettable,French Montana; Swae Lee,2.992.660,3,4,134
5,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,2.878.121,2,5,66
6,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,2.823.370,5,6,66
7,New Rules,Dua Lipa,2.679.857,6,7,42
8,Shape of You,Ed Sheeran,2.443.479,1,9,227
9,2U (feat. Justin Bieber),David Guetta; Justin Bieber,2.436.143,3,8,73
10,Attention,Charlie Puth,2.402.410,5,10,122
11,I'm the One (feat. Justin Bieber Quavo Chance the Rapper & Lil Wayne),DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,2.320.743,2,11,115
12,Strip That Down (feat. Quavo),Liam Payne; Quavo,2.264.774,8,12,94
13,Sorry Not Sorry,Demi Lovato,2.252.946,12,13,41
14,Thunder,Imagine Dragons,2.191.596,7,14,115
15,Mama,Jonas Blue; William Singe,2.094.480,11,16,105
16,More Than You Know,Axwell /\ Ingrosso,2.089.787,14,15,84
17,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson; Bebe Rexha; Digital Farm Animals,2.063.255,16,17,31
18,XO Tour Llif3,Lil Uzi Vert,1.969.901,9,18,149
19,Glorious (feat. Skylar Grey),Macklemore; Skylar Grey,1.859.657,19,20,45
20,There's Nothing Holdin' Me Back,Shawn Mendes,1.841.882,5,19,123
21,Me Rehúso,Danny Ocean,1.770.896,18,21,185
22,Bank Account,21 Savage,1.705.287,22,24,45
23,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,1.702.436,20,22,10
24,Felices los 4,Maluma,1.664.494,16,23,122
25,HUMBLE.,Kendrick Lamar,1.642.486,1,25,143
26,Havana (feat. Young Thug),Camila Cabello; Young Thug,1.579.846,26,28,17
27,Silence,Marshmello; Khalid,1.530.328,27,31,10
28,There for You,Martin Garrix; Troye Sivan,1.520.383,17,27,87
29,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,1.504.208,5,26,178
30,Congratulations,Post Malone; Quavo,1.486.074,20,35,209
31,I Like Me Better,Lauv,1.482.325,30,34,77
32,Despacito,Luis Fonsi; Daddy Yankee,1.474.396,3,29,219
33,Fetish (feat. Gucci Mane),Selena Gomez; Gucci Mane,1.469.182,9,32,39
34,Something Just Like This,The Chainsmokers; Coldplay,1.468.724,2,30,179
35,Your Song,Rita Ora,1.419.973,28,33,87
36,Believer,Imagine Dragons,1.411.606,15,36,200
37,Slow Hands,Niall Horan,1.380.049,28,37,109
38,Young Dumb & Broke,Khalid,1.337.118,38,44,58
39,Bonita,J Balvin; Jowell & Randy,1.315.184,37,38,74
40,Una Lady Como Tú,Manuel Turizo,1.298.221,38,40,77
41,Escápate Conmigo (feat. Ozuna),Wisin; Ozuna,1.297.146,36,39,139
42,Lonely Together (feat. Rita Ora),Avicii; Rita Ora,1.271.765,38,42,10
43,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann; Cheat Codes; CADE,1.256.040,21,43,140
44,Know No Better (feat. Travis Scott Camila Cabello & Quavo),Major Lazer; Travis Scott; Camila Cabello; Quavo,1.255.389,28,41,80
45,That's What I Like,Bruno Mars,1.231.247,5,45,232
46,BUTTERFLY EFFECT,Travis Scott,1.226.729,37,46,93
47,Bodak Yellow,Cardi B,1.202.692,47,50,23
48,Symphony (feat. Zara Larsson),Clean Bandit; Zara Larsson,1.187.687,9,47,157
49,Praying,Kesha,1.168.867,37,48,46
50,No Promises (feat. Demi Lovato),Cheat Codes; Demi Lovato,1.129.815,24,49,143
51,Location,Khalid,1.087.099,32,51,196
52,1-800-273-8255,Logic; Alessia Cara; Khalid,1.052.518,25,62,115
53,Ahora Dice,Chris Jedi; J Balvin; Ozuna; Arcángel,1.036.260,44,52,136
54,Stay,Zedd; Alessia Cara,1.001.940,5,54,178
55,Redbone,Childish Gambino,998.050,34,55,232
56,Rich Love (with Seeb),OneRepublic; Seeb,993.610,51,53,38
57,Feel It Still,Portugal. The Man,988.537,54,56,40
58,Mask Off,Future,968.593,5,58,185
59,What About Us,P!nk,948.420,54,61,10
60,Would You Ever,Skrillex; Poo Bear,938.041,57,57,24
61,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos; Funk Wav,924.610,12,59,178
62,Hey DJ,CNCO; Yandel,910.202,48,63,121
63,It Ain't Me (with Selena Gomez),Kygo; Selena Gomez,897.523,2,65,186
64,SUBEME LA RADIO,Enrique Iglesias; Descemer Bueno; Zion & Lennox,897.042,26,60,178
65,Galway Girl,Ed Sheeran,894.038,2,66,171
66,Most Girls,Hailee Steinfeld,874.121,48,70,111
67,Crying in the Club,Camila Cabello,867.434,30,64,94
68,Signs,Drake,854.889,14,68,58
69,goosebumps,Travis Scott,844.190,56,73,230
70,Tú Foto,Ozuna,837.581,63,69,112
71,DNA.,Kendrick Lamar,820.125,3,72,129
72,Say You Won't Let Go,James Arthur,819.538,7,81,232
73,OK,Robin Schulz; James Blunt,816.707,55,67,94
74,Mayores,Becky G; Bad Bunny,806.590,71,71,25
75,Slippery (feat. Gucci Mane),Migos; Gucci Mane,806.131,67,76,108
76,Magnolia,Playboi Carti,785.921,54,79,108
77,Krippy Kush,Farruko; Bad Bunny; Rvssian,779.411,77,82,14
78,Love Galore (feat. Travis Scott),SZA; Travis Scott,776.135,74,83,57
79,Robarte un Beso,Carlos Vives; Sebastian Yatra,773.745,74,74,16
80,Closer,The Chainsmokers; Halsey,773.704,2,78,232
81,Get Low (with Liam Payne),Zedd; Liam Payne,772.254,42,75,45
82,Bad Liar,Selena Gomez,771.925,5,77,95
83,Issues,Julia Michaels,741.192,9,87,216
84,La Rompe Corazones,Daddy Yankee; Ozuna,734.923,68,80,198
85,Passionfruit,Drake,734.671,2,86,155
86,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar; Rihanna,725.372,4,88,129
87,Malibu,Miley Cyrus,722.320,5,85,102
88,Me Enamoré,Shakira,709.191,64,84,131
89,Body Like A Back Road,Sam Hunt,709.070,55,89,200
90,OMG (feat. Quavo),Camila Cabello; Quavo,659.180,60,96,17
91,Starboy,The Weeknd; Daft Punk,656.152,1,93,232
92,El Amante,Nicky Jam,649.897,32,91,213
93,Perfect,Ed Sheeran,648.440,6,110,171
94,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,646.395,2,103,232
95,One Dance,Drake; Wizkid; Kyla,643.495,5,97,232
96,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,638.579,3,95,232
97,First Time,Kygo; Ellie Goulding,633.196,17,94,115
98,Sigo Extrañándote,J Balvin,629.583,66,98,170
99,Down (feat. Gucci Mane),Fifth Harmony; Gucci Mane,629.317,47,104,80
100,I Feel It Coming,The Weeknd; Daft Punk,626.771,7,102,232
101,I Get the Bag (feat. Migos),Gucci Mane; Migos,624.285,101,128,2
102,It's A Vibe,2 Chainz; Ty Dolla $ign; Trey Songz; Jhené Aiko,622.660,102,109,66
103,Otra vez (feat. J Balvin),Zion & Lennox; J Balvin,619.449,47,100,232
104,Came Here for Love,Sigala; Ella Eyre,614.435,74,90,69
105,Photograph,Ed Sheeran,613.054,40,123,232
